cohort,draw,alpha,stratum,n_lesions,n_patients,rate,cp_lo,cp_hi,boot_lo,boot_hi
pad,51,0.05,M3,77,50,0.0,0.0,0.046778068160404106,0.0,0.0
pad,51,0.05,B,19,17,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.16666666666666666
pad,51,0.1,M1,32,21,0.0,0.0,0.10888116067935288,0.0,0.0
pad,51,0.1,M2,157,108,0.0,0.0,0.023222164603325136,0.0,0.0
pad,51,0.1,M3,77,50,0.0,0.0,0.046778068160404106,0.0,0.0
pad,51,0.1,B,19,17,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.16666666666666666
pad,51,0.15,M1,32,21,0.0,0.0,0.10888116067935288,0.0,0.0
pad,51,0.15,M2,157,108,0.0,0.0,0.023222164603325136,0.0,0.0
pad,51,0.15,M3,77,50,0.0,0.0,0.046778068160404106,0.0,0.0
pad,51,0.15,B,19,17,0.10526315789473684,0.01301216437177747,0.33137666445676595,0.0,0.2777777777777778
hiba,52,0.05,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,52,0.05,M2,121,93,0.0,0.0,0.030026577222757825,0.0,0.0
hiba,52,0.05,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,52,0.05,B,125,74,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,52,0.1,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,52,0.1,M2,121,93,0.0,0.0,0.030026577222757825,0.0,0.0
hiba,52,0.1,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,52,0.1,B,125,74,0.072,0.033450035043418605,0.13227944719049858,0.0239,0.1240607140836304
hiba,52,0.15,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,52,0.15,M2,121,93,0.0,0.0,0.030026577222757825,0.0,0.0
hiba,52,0.15,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,52,0.15,B,125,74,0.2,0.13380921465387585,0.2809215930952415,0.11504424778761062,0.28413636363636346
pad,52,0.05,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,52,0.05,M2,172,122,0.0,0.0,0.02121862262512599,0.0,0.0
pad,52,0.05,M3,65,40,0.0,0.0,0.055171634318813376,0.0,0.0
pad,52,0.05,B,24,21,0.0,0.0,0.14247359772252563,0.0,0.0
pad,52,0.1,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,52,0.1,M2,172,122,0.0,0.0,0.02121862262512599,0.0,0.0
pad,52,0.1,M3,65,40,0.0,0.0,0.055171634318813376,0.0,0.0
pad,52,0.1,B,24,21,0.0,0.0,0.14247359772252563,0.0,0.0
pad,52,0.15,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,52,0.15,M2,172,122,0.023255813953488372,0.006371952134460505,0.05847114447025437,0.005405405405405406,0.046242774566473986
pad,52,0.15,M3,65,40,0.0,0.0,0.055171634318813376,0.0,0.0
pad,52,0.15,B,24,21,0.0,0.0,0.14247359772252563,0.0,0.0
hiba,53,0.05,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,53,0.05,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,53,0.05,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,53,0.05,B,171,77,0.0,0.0,0.021341374566502893,0.0,0.0
hiba,53,0.1,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,53,0.1,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,53,0.1,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,53,0.1,B,171,77,0.011695906432748537,0.0014195803217233996,0.041609092009970546,0.0,0.03125
hiba,53,0.15,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,53,0.15,M2,120,94,0.016666666666666666,0.002024822337693082,0.05890921946702682,0.0,0.040983606557377046
hiba,53,0.15,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,53,0.15,B,171,77,0.07017543859649122,0.03678415629617683,0.11937338870223173,0.022718013386361435,0.132477971503562
pad,53,0.05,M1,25,15,0.0,0.0,0.1371851715307125,0.0,0.0
pad,53,0.05,M2,147,100,0.0,0.0,0.024782170489580712,0.0,0.0
pad,53,0.05,M3,66,52,0.0,0.0,0.054358847170121974,0.0,0.0
pad,53,0.05,B,17,15,0.0,0.0,0.19506432296909318,0.0,0.0
pad,53,0.1,M1,25,15,0.0,0.0,0.1371851715307125,0.0,0.0
pad,53,0.1,M2,147,100,0.0,0.0,0.024782170489580712,0.0,0.0
pad,53,0.1,M3,66,52,0.0,0.0,0.054358847170121974,0.0,0.0
pad,53,0.1,B,17,15,0.0,0.0,0.19506432296909318,0.0,0.0
pad,53,0.15,M1,25,15,0.0,0.0,0.1371851715307125,0.0,0.0
pad,53,0.15,M2,147,100,0.0,0.0,0.024782170489580712,0.0,0.0
pad,53,0.15,M3,66,52,0.0,0.0,0.054358847170121974,0.0,0.0
pad,53,0.15,B,17,15,0.11764705882352941,0.014579316840302498,0.36440916210125024,0.0,0.2857142857142857
hiba,54,0.05,M1,12,6,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,54,0.05,M2,126,96,0.0,0.0,0.028852406856721004,0.0,0.0
hiba,54,0.05,M3,13,9,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,54,0.05,B,262,76,0.0,0.0,0.01398103725640066,0.0,0.0
hiba,54,0.1,M1,12,6,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,54,0.1,M2,126,96,0.0,0.0,0.028852406856721004,0.0,0.0
hiba,54,0.1,M3,13,9,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,54,0.1,B,262,76,0.007633587786259542,0.0009258035197293831,0.027301562792094263,0.0,0.01828709893048128
hiba,54,0.15,M1,12,6,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,54,0.15,M2,126,96,0.015873015873015872,0.0019281097679825687,0.056162211334477206,0.0,0.040825336532053835
hiba,54,0.15,M3,13,9,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,54,0.15,B,262,76,0.13740458015267176,0.09812696648775732,0.1851185914368138,0.048098291160904715,0.20689655172413793
pad,54,0.05,M1,33,18,0.0,0.0,0.10576281007457927,0.0,0.0
pad,54,0.05,M2,143,102,0.0,0.0,0.025466476413347372,0.0,0.0
pad,54,0.05,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,54,0.05,B,14,12,0.07142857142857142,0.001806780659125388,0.3386844899318212,0.0,0.23076923076923078
pad,54,0.1,M1,33,18,0.0,0.0,0.10576281007457927,0.0,0.0
pad,54,0.1,M2,143,102,0.0,0.0,0.025466476413347372,0.0,0.0
pad,54,0.1,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,54,0.1,B,14,12,0.14285714285714285,0.01779451548319153,0.428129160909699,0.0,0.3333333333333333
pad,54,0.15,M1,33,18,0.0,0.0,0.10576281007457927,0.0,0.0
pad,54,0.15,M2,143,102,0.0,0.0,0.025466476413347372,0.0,0.0
pad,54,0.15,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,54,0.15,B,14,12,0.14285714285714285,0.01779451548319153,0.428129160909699,0.0,0.3333333333333333
hiba,55,0.05,M1,20,12,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,55,0.05,M2,121,92,0.0,0.0,0.030026577222757825,0.0,0.0
hiba,55,0.05,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,55,0.05,B,220,72,0.0,0.0,0.016627839539993736,0.0,0.0
hiba,55,0.1,M1,20,12,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,55,0.1,M2,121,92,0.03305785123966942,0.009079231145995698,0.082479381167131,0.0,0.07261463414634144
hiba,55,0.1,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,55,0.1,B,220,72,0.07727272727272727,0.045657073350820705,0.1208393807696062,0.030166780639769023,0.11877824029601164
hiba,55,0.15,M1,20,12,0.05,0.0012650894979498047,0.24873276277202777,0.0,0.13043478260869565
hiba,55,0.15,M2,121,92,0.03305785123966942,0.009079231145995698,0.082479381167131,0.0,0.0766441573693482
hiba,55,0.15,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,55,0.15,B,220,72,0.30454545454545456,0.2444689236055366,0.3699784356728507,0.09804649548924359,0.43243151290208554
pad,55,0.05,M1,19,13,0.0,0.0,0.17646691180696533,0.0,0.0
pad,55,0.05,M2,137,96,0.0,0.0,0.026566851096283282,0.0,0.0
pad,55,0.05,M3,68,50,0.0,0.0,0.05280304279363979,0.0,0.0
pad,55,0.05,B,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
pad,55,0.1,M1,19,13,0.0,0.0,0.17646691180696533,0.0,0.0
pad,55,0.1,M2,137,96,0.0,0.0,0.026566851096283282,0.0,0.0
pad,55,0.1,M3,68,50,0.0,0.0,0.05280304279363979,0.0,0.0
pad,55,0.1,B,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
pad,55,0.15,M1,19,13,0.0,0.0,0.17646691180696533,0.0,0.0
pad,55,0.15,M2,137,96,0.0,0.0,0.026566851096283282,0.0,0.0
pad,55,0.15,M3,68,50,0.0,0.0,0.05280304279363979,0.0,0.0
pad,55,0.15,B,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,56,0.05,M1,25,13,0.0,0.0,0.1371851715307125,0.0,0.0
hiba,56,0.05,M2,112,88,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,56,0.05,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,56,0.05,B,172,75,0.0,0.0,0.02121862262512599,0.0,0.0
hiba,56,0.1,M1,25,13,0.0,0.0,0.1371851715307125,0.0,0.0
hiba,56,0.1,M2,112,88,0.008928571428571428,0.0002260263092066397,0.04874330473012579,0.0,0.03023735614778916
hiba,56,0.1,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,56,0.1,B,172,75,0.046511627906976744,0.020291443964367373,0.0895871221809685,0.011969153515064564,0.085806310254163
hiba,56,0.15,M1,25,13,0.0,0.0,0.1371851715307125,0.0,0.0
hiba,56,0.15,M2,112,88,0.008928571428571428,0.0002260263092066397,0.04874330473012579,0.0,0.02831775700934578
hiba,56,0.15,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,56,0.15,B,172,75,0.09302325581395349,0.05410966458247415,0.1466674533462445,0.0276772030651341,0.16827922077922078
pad,56,0.05,M1,25,18,0.0,0.0,0.1371851715307125,0.0,0.0
pad,56,0.05,M2,162,113,0.0,0.0,0.022513561452805492,0.0,0.0
pad,56,0.05,M3,76,49,0.0,0.0,0.047378753866930745,0.0,0.0
pad,56,0.05,B,19,16,0.0,0.0,0.17646691180696533,0.0,0.0
pad,56,0.1,M1,25,18,0.0,0.0,0.1371851715307125,0.0,0.0
pad,56,0.1,M2,162,113,0.0,0.0,0.022513561452805492,0.0,0.0
pad,56,0.1,M3,76,49,0.0,0.0,0.047378753866930745,0.0,0.0
pad,56,0.1,B,19,16,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.1875
pad,56,0.15,M1,25,18,0.0,0.0,0.1371851715307125,0.0,0.0
pad,56,0.15,M2,162,113,0.0,0.0,0.022513561452805492,0.0,0.0
pad,56,0.15,M3,76,49,0.0,0.0,0.047378753866930745,0.0,0.0
pad,56,0.15,B,19,16,0.10526315789473684,0.01301216437177747,0.33137666445676595,0.0,0.28635620915032645
hiba,57,0.05,M1,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,57,0.05,M2,128,98,0.0,0.0,0.028408053443543906,0.0,0.0
hiba,57,0.05,M3,13,11,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,57,0.05,B,263,71,0.0,0.0,0.013928249364834656,0.0,0.0
hiba,57,0.1,M1,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,57,0.1,M2,128,98,0.015625,0.0018978931217393065,0.05530259002244882,0.0,0.04087499999999996
hiba,57,0.1,M3,13,11,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,57,0.1,B,263,71,0.0038022813688212928,9.62607962302715e-05,0.021001744301156228,0.0,0.013031576266870383
hiba,57,0.15,M1,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,57,0.15,M2,128,98,0.03125,0.008578935537261197,0.07807952543847038,0.0,0.06967138523761375
hiba,57,0.15,M3,13,11,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,57,0.15,B,263,71,0.155893536121673,0.11425348150860269,0.20548695890531507,0.042702834799609,0.2301435721812434
pad,57,0.05,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
pad,57,0.05,M2,155,107,0.0,0.0,0.023518254148532765,0.0,0.0
pad,57,0.05,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,57,0.05,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,57,0.1,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
pad,57,0.1,M2,155,107,0.0,0.0,0.023518254148532765,0.0,0.0
pad,57,0.1,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,57,0.1,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,57,0.15,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
pad,57,0.15,M2,155,107,0.0,0.0,0.023518254148532765,0.0,0.0
pad,57,0.15,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,57,0.15,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,58,0.05,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,58,0.05,M2,112,92,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,58,0.05,M3,12,10,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,58,0.05,B,223,75,0.0,0.0,0.016405991770247007,0.0,0.0
hiba,58,0.1,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,58,0.1,M2,112,92,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,58,0.1,M3,12,10,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,58,0.1,B,223,75,0.03587443946188341,0.015613018129298325,0.0694606594111609,0.0055248618784530384,0.06126520049257291
hiba,58,0.15,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,58,0.15,M2,112,92,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,58,0.15,M3,12,10,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,58,0.15,B,223,75,0.12556053811659193,0.08508041726493874,0.17633502961068256,0.04871669777702359,0.1730767869780608
pad,58,0.05,M1,25,17,0.0,0.0,0.1371851715307125,0.0,0.0
pad,58,0.05,M2,156,104,0.0,0.0,0.023369271591380202,0.0,0.0
pad,58,0.05,M3,57,43,0.0,0.0,0.06266748091448493,0.0,0.0
pad,58,0.05,B,30,24,0.0,0.0,0.11570330822202779,0.0,0.0
pad,58,0.1,M1,25,17,0.0,0.0,0.1371851715307125,0.0,0.0
pad,58,0.1,M2,156,104,0.0,0.0,0.023369271591380202,0.0,0.0
pad,58,0.1,M3,57,43,0.0,0.0,0.06266748091448493,0.0,0.0
pad,58,0.1,B,30,24,0.03333333333333333,0.0008435709266304795,0.17216945563341265,0.0,0.12
pad,58,0.15,M1,25,17,0.0,0.0,0.1371851715307125,0.0,0.0
pad,58,0.15,M2,156,104,0.0,0.0,0.023369271591380202,0.0,0.0
pad,58,0.15,M3,57,43,0.0,0.0,0.06266748091448493,0.0,0.0
pad,58,0.15,B,30,24,0.13333333333333333,0.03755349633836333,0.30721835027612676,0.0,0.28125
hiba,59,0.05,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,59,0.05,M2,134,106,0.0,0.0,0.027153482879800184,0.0,0.0
hiba,59,0.05,M3,9,9,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,59,0.05,B,167,61,0.0,0.0,0.021846920830611804,0.0,0.0
hiba,59,0.1,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,59,0.1,M2,134,106,0.007462686567164179,0.0001889210177310106,0.04087703753634292,0.0,0.0234375
hiba,59,0.1,M3,9,9,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,59,0.1,B,167,61,0.0,0.0,0.021846920830611804,0.0,0.0
hiba,59,0.15,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,59,0.15,M2,134,106,0.029850746268656716,0.008192016771186349,0.07466537444504887,0.007116261398176292,0.06349206349206349
hiba,59,0.15,M3,9,9,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,59,0.15,B,167,61,0.20359281437125748,0.14530579929984347,0.27270612766417623,0.0633170871559633,0.27230069351657443
pad,59,0.05,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
pad,59,0.05,M2,145,102,0.0,0.0,0.025119664131802152,0.0,0.0
pad,59,0.05,M3,69,46,0.0,0.0,0.05205805786307967,0.0,0.0
pad,59,0.05,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,59,0.1,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
pad,59,0.1,M2,145,102,0.0,0.0,0.025119664131802152,0.0,0.0
pad,59,0.1,M3,69,46,0.0,0.0,0.05205805786307967,0.0,0.0
pad,59,0.1,B,18,15,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.19406249999999972
pad,59,0.15,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
pad,59,0.15,M2,145,102,0.0,0.0,0.025119664131802152,0.0,0.0
pad,59,0.15,M3,69,46,0.0,0.0,0.05205805786307967,0.0,0.0
pad,59,0.15,B,18,15,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.20552631578947345
hiba,60,0.05,M1,8,6,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,60,0.05,M2,120,101,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,60,0.05,M3,9,8,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,60,0.05,B,159,69,0.0,0.0,0.02293343743096093,0.0,0.0
hiba,60,0.1,M1,8,6,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,60,0.1,M2,120,101,0.008333333333333333,0.00021095947812170925,0.04555551323359298,0.0,0.026438053097345128
hiba,60,0.1,M3,9,8,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,60,0.1,B,159,69,0.0440251572327044,0.01788099680910895,0.0886028618910783,0.01769266917293233,0.07569834034595604
hiba,60,0.15,M1,8,6,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,60,0.15,M2,120,101,0.016666666666666666,0.002024822337693082,0.05890921946702682,0.0,0.04185049019607842
hiba,60,0.15,M3,9,8,0.0,0.0,0.3362671168799428,0.0,0.0
hiba,60,0.15,B,159,69,0.11949685534591195,0.07350042133976961,0.18030629778060278,0.02040816326530612,0.17745395022821125
pad,60,0.05,M1,23,13,0.0,0.0,0.14818512891522437,0.0,0.0
pad,60,0.05,M2,137,98,0.0,0.0,0.026566851096283282,0.0,0.0
pad,60,0.05,M3,70,51,0.0,0.0,0.05133379715102374,0.0,0.0
pad,60,0.05,B,13,13,0.0,0.0,0.24705263800047095,0.0,0.0
pad,60,0.1,M1,23,13,0.0,0.0,0.14818512891522437,0.0,0.0
pad,60,0.1,M2,137,98,0.0,0.0,0.026566851096283282,0.0,0.0
pad,60,0.1,M3,70,51,0.0,0.0,0.05133379715102374,0.0,0.0
pad,60,0.1,B,13,13,0.07692307692307693,0.0019456284973467497,0.3602974352678775,0.0,0.23076923076923078
pad,60,0.15,M1,23,13,0.0,0.0,0.14818512891522437,0.0,0.0
pad,60,0.15,M2,137,98,0.0,0.0,0.026566851096283282,0.0,0.0
pad,60,0.15,M3,70,51,0.0,0.0,0.05133379715102374,0.0,0.0
pad,60,0.15,B,13,13,0.07692307692307693,0.0019456284973467497,0.3602974352678775,0.0,0.23076923076923078
hiba,61,0.05,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,61,0.05,M2,112,91,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,61,0.05,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,61,0.05,B,159,80,0.0,0.0,0.02293343743096093,0.0,0.0
hiba,61,0.1,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,61,0.1,M2,112,91,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,61,0.1,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,61,0.1,B,159,80,0.006289308176100629,0.0001592188200946108,0.03454214013273887,0.0,0.019683710329405683
hiba,61,0.15,M1,16,10,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.2
hiba,61,0.15,M2,112,91,0.017857142857142856,0.0021699463849355807,0.06301894718796731,0.0,0.04660011574074072
hiba,61,0.15,M3,11,10,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,61,0.15,B,159,80,0.07547169811320754,0.03960413870873588,0.12812242329703416,0.02577373623082299,0.1346057397603789
pad,61,0.05,M1,28,16,0.0,0.0,0.12343611850026381,0.0,0.0
pad,61,0.05,M2,150,103,0.0,0.0,0.02429259716610854,0.0,0.0
pad,61,0.05,M3,69,53,0.0,0.0,0.05205805786307967,0.0,0.0
pad,61,0.05,B,21,17,0.0,0.0,0.1610976152190796,0.0,0.0
pad,61,0.1,M1,28,16,0.0,0.0,0.12343611850026381,0.0,0.0
pad,61,0.1,M2,150,103,0.0,0.0,0.02429259716610854,0.0,0.0
pad,61,0.1,M3,69,53,0.0,0.0,0.05205805786307967,0.0,0.0
pad,61,0.1,B,21,17,0.047619047619047616,0.0012048834483635135,0.23815990993682112,0.0,0.16666666666666666
pad,61,0.15,M1,28,16,0.0,0.0,0.12343611850026381,0.0,0.0
pad,61,0.15,M2,150,103,0.0,0.0,0.02429259716610854,0.0,0.0
pad,61,0.15,M3,69,53,0.0,0.0,0.05205805786307967,0.0,0.0
pad,61,0.15,B,21,17,0.14285714285714285,0.03048896762151556,0.363423987016981,0.0,0.3181818181818182
hiba,62,0.05,M1,17,12,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,62,0.05,M2,129,95,0.0,0.0,0.02819096974972637,0.0,0.0
hiba,62,0.05,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,62,0.05,B,162,69,0.0,0.0,0.022513561452805492,0.0,0.0
hiba,62,0.1,M1,17,12,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,62,0.1,M2,129,95,0.007751937984496124,0.00019624281925598546,0.04243342506529924,0.0,0.025222457627118635
hiba,62,0.1,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,62,0.1,B,162,69,0.05555555555555555,0.025715161557828176,0.10283997147053897,0.013697277472139937,0.09178383458646615
hiba,62,0.15,M1,17,12,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.2
hiba,62,0.15,M2,129,95,0.015503875968992248,0.0018831371984284401,0.054882570369590294,0.0,0.04116142799078715
hiba,62,0.15,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,62,0.15,B,162,69,0.12345679012345678,0.0770674287412861,0.18421294644578193,0.056214516129032256,0.18615569221538922
pad,62,0.05,M1,33,19,0.0,0.0,0.10576281007457927,0.0,0.0
pad,62,0.05,M2,170,119,0.0,0.0,0.02146555498094456,0.0,0.0
pad,62,0.05,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,62,0.05,B,15,14,0.0,0.0,0.218019360910534,0.0,0.0
pad,62,0.1,M1,33,19,0.0,0.0,0.10576281007457927,0.0,0.0
pad,62,0.1,M2,170,119,0.0,0.0,0.02146555498094456,0.0,0.0
pad,62,0.1,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,62,0.1,B,15,14,0.06666666666666667,0.0016864302413527026,0.3194845665783034,0.0,0.2
pad,62,0.15,M1,33,19,0.0,0.0,0.10576281007457927,0.0,0.0
pad,62,0.15,M2,170,119,0.0,0.0,0.02146555498094456,0.0,0.0
pad,62,0.15,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,62,0.15,B,15,14,0.06666666666666667,0.0016864302413527026,0.3194845665783034,0.0,0.21428571428571427
hiba,63,0.05,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,63,0.05,M2,125,98,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,63,0.05,M3,15,13,0.0,0.0,0.218019360910534,0.0,0.0
hiba,63,0.05,B,205,67,0.0,0.0,0.017833599058713276,0.0,0.0
hiba,63,0.1,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,63,0.1,M2,125,98,0.008,0.0002025219535342447,0.04376653637502473,0.0,0.026222535855965807
hiba,63,0.1,M3,15,13,0.0,0.0,0.218019360910534,0.0,0.0
hiba,63,0.1,B,205,67,0.03414634146341464,0.013836792878228673,0.06908620422181314,0.008469945355191258,0.0556717574147853
hiba,63,0.15,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,63,0.15,M2,125,98,0.016,0.0019435818023689144,0.05660211961975487,0.0,0.041554705801295264
hiba,63,0.15,M3,15,13,0.0,0.0,0.218019360910534,0.0,0.0
hiba,63,0.15,B,205,67,0.18048780487804877,0.13037841478092596,0.24008967392913394,0.07591403162055337,0.29798995388669297
pad,63,0.05,M1,36,20,0.0,0.0,0.09739375591449193,0.0,0.0
pad,63,0.05,M2,155,102,0.0,0.0,0.023518254148532765,0.0,0.0
pad,63,0.05,M3,73,52,0.0,0.0,0.04927706089585928,0.0,0.0
pad,63,0.05,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,63,0.1,M1,36,20,0.0,0.0,0.09739375591449193,0.0,0.0
pad,63,0.1,M2,155,102,0.0,0.0,0.023518254148532765,0.0,0.0
pad,63,0.1,M3,73,52,0.0,0.0,0.04927706089585928,0.0,0.0
pad,63,0.1,B,18,15,0.1111111111111111,0.013751215664364498,0.3471204386086721,0.0,0.2857142857142857
pad,63,0.15,M1,36,20,0.0,0.0,0.09739375591449193,0.0,0.0
pad,63,0.15,M2,155,102,0.0,0.0,0.023518254148532765,0.0,0.0
pad,63,0.15,M3,73,52,0.0,0.0,0.04927706089585928,0.0,0.0
pad,63,0.15,B,18,15,0.1111111111111111,0.013751215664364498,0.3471204386086721,0.0,0.29411764705882354
hiba,64,0.05,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,64,0.05,M2,130,96,0.0,0.0,0.027977178415451696,0.0,0.0
hiba,64,0.05,M3,14,12,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,64,0.05,B,125,76,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,64,0.1,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,64,0.1,M2,130,96,0.023076923076923078,0.004784536324386385,0.06595897499986639,0.0,0.05861957921854872
hiba,64,0.1,M3,14,12,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,64,0.1,B,125,76,0.024,0.004976989749053449,0.06853631611067006,0.0,0.05925925925925926
hiba,64,0.15,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,64,0.15,M2,130,96,0.038461538461538464,0.012604362344755168,0.08747357306980717,0.007633587786259542,0.07749344906649197
hiba,64,0.15,M3,14,12,0.07142857142857142,0.001806780659125388,0.3386844899318212,0.0,0.21428571428571427
hiba,64,0.15,B,125,76,0.136,0.08126488247065346,0.20879827174915336,0.06356060606060605,0.21205187003423548
pad,64,0.05,M1,40,22,0.0,0.0,0.08809730287880237,0.0,0.0
