cohort,draw,alpha,stratum,n_lesions,n_patients,rate,cp_lo,cp_hi,boot_lo,boot_hi
hiba,25,0.15,B,189,76,0.10582010582010581,0.0658462475323772,0.1586930374706128,0.04224073798541884,0.1801210079840319
pad,25,0.05,M1,28,14,0.0,0.0,0.12343611850026381,0.0,0.0
pad,25,0.05,M2,154,107,0.0,0.0,0.023669148372542775,0.0,0.0
pad,25,0.05,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,25,0.05,B,16,12,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.22293956043956006
pad,25,0.1,M1,28,14,0.0,0.0,0.12343611850026381,0.0,0.0
pad,25,0.1,M2,154,107,0.0,0.0,0.023669148372542775,0.0,0.0
pad,25,0.1,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,25,0.1,B,16,12,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.20749999999999968
pad,25,0.15,M1,28,14,0.0,0.0,0.12343611850026381,0.0,0.0
pad,25,0.15,M2,154,107,0.0,0.0,0.023669148372542775,0.0,0.0
pad,25,0.15,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,25,0.15,B,16,12,0.1875,0.0404737339059459,0.4564565462316117,0.0,0.394722222222222
hiba,26,0.05,M1,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,26,0.05,M2,129,95,0.0,0.0,0.02819096974972637,0.0,0.0
hiba,26,0.05,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,26,0.05,B,248,77,0.0,0.0,0.014764434812554551,0.0,0.0
hiba,26,0.1,M1,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,26,0.1,M2,129,95,0.023255813953488372,0.00482182699708299,0.06645882282619843,0.0,0.063431898140392
hiba,26,0.1,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,26,0.1,B,248,77,0.028225806451612902,0.011421981732202787,0.057288696071744846,0.004770291837665299,0.04839573395733956
hiba,26,0.15,M1,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,26,0.15,M2,129,95,0.023255813953488372,0.00482182699708299,0.06645882282619843,0.0,0.058823529411764705
hiba,26,0.15,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,26,0.15,B,248,77,0.18548387096774194,0.1391146240822243,0.2395443325854878,0.03643011609378557,0.2878533755274261
pad,26,0.05,M1,26,16,0.0,0.0,0.1322746044977541,0.0,0.0
pad,26,0.05,M2,162,109,0.0,0.0,0.022513561452805492,0.0,0.0
pad,26,0.05,M3,74,51,0.0,0.0,0.04862761623798952,0.0,0.0
pad,26,0.05,B,16,15,0.0,0.0,0.2059072142078227,0.0,0.0
pad,26,0.1,M1,26,16,0.0,0.0,0.1322746044977541,0.0,0.0
pad,26,0.1,M2,162,109,0.0,0.0,0.022513561452805492,0.0,0.0
pad,26,0.1,M3,74,51,0.0,0.0,0.04862761623798952,0.0,0.0
pad,26,0.1,B,16,15,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.2
pad,26,0.15,M1,26,16,0.0,0.0,0.1322746044977541,0.0,0.0
pad,26,0.15,M2,162,109,0.0,0.0,0.022513561452805492,0.0,0.0
pad,26,0.15,M3,74,51,0.0,0.0,0.04862761623798952,0.0,0.0
pad,26,0.15,B,16,15,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.2
hiba,27,0.05,M1,16,7,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,27,0.05,M2,120,95,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,27,0.05,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,27,0.05,B,253,72,0.0,0.0,0.014474769706924151,0.0,0.0
hiba,27,0.1,M1,16,7,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,27,0.1,M2,120,95,0.016666666666666666,0.002024822337693082,0.05890921946702682,0.0,0.05042016806722689
hiba,27,0.1,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,27,0.1,B,253,72,0.06324110671936758,0.03657648071787994,0.1006696970136427,0.028811095884722398,0.11038784027673333
hiba,27,0.15,M1,16,7,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.21428571428571427
hiba,27,0.15,M2,120,95,0.025,0.005185574958321363,0.07132319415690505,0.0,0.06333035075161057
hiba,27,0.15,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,27,0.15,B,253,72,0.19367588932806323,0.14685258397852427,0.2478333878210446,0.09902424497232148,0.271755399772641
pad,27,0.05,M1,21,15,0.0,0.0,0.1610976152190796,0.0,0.0
pad,27,0.05,M2,156,115,0.0,0.0,0.023369271591380202,0.0,0.0
pad,27,0.05,M3,62,44,0.0,0.0,0.05776263442929093,0.0,0.0
pad,27,0.05,B,19,16,0.0,0.0,0.17646691180696533,0.0,0.0
pad,27,0.1,M1,21,15,0.0,0.0,0.1610976152190796,0.0,0.0
pad,27,0.1,M2,156,115,0.0,0.0,0.023369271591380202,0.0,0.0
pad,27,0.1,M3,62,44,0.0,0.0,0.05776263442929093,0.0,0.0
pad,27,0.1,B,19,16,0.0,0.0,0.17646691180696533,0.0,0.0
pad,27,0.15,M1,21,15,0.0,0.0,0.1610976152190796,0.0,0.0
pad,27,0.15,M2,156,115,0.0,0.0,0.023369271591380202,0.0,0.0
pad,27,0.15,M3,62,44,0.0,0.0,0.05776263442929093,0.0,0.0
pad,27,0.15,B,19,16,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,28,0.05,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
hiba,28,0.05,M2,123,96,0.0,0.0,0.029545625527072385,0.0,0.0
hiba,28,0.05,M3,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,28,0.05,B,150,67,0.0,0.0,0.02429259716610854,0.0,0.0
hiba,28,0.1,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
hiba,28,0.1,M2,123,96,0.0,0.0,0.029545625527072385,0.0,0.0
hiba,28,0.1,M3,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,28,0.1,B,150,67,0.006666666666666667,0.00016877114310994768,0.03658316774058025,0.0,0.018811910377358486
hiba,28,0.15,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
hiba,28,0.15,M2,123,96,0.032520325203252036,0.008930432655649828,0.0811725034891735,0.007458778966131908,0.06611570247933884
hiba,28,0.15,M3,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,28,0.15,B,150,67,0.11333333333333333,0.06742413964790869,0.17524863866553708,0.020054391619661563,0.24808375634517763
pad,28,0.05,M1,35,21,0.0,0.0,0.10003243557210503,0.0,0.0
pad,28,0.05,M2,159,114,0.0,0.0,0.02293343743096093,0.0,0.0
pad,28,0.05,M3,74,53,0.0,0.0,0.04862761623798952,0.0,0.0
pad,28,0.05,B,17,15,0.0,0.0,0.19506432296909318,0.0,0.0
pad,28,0.1,M1,35,21,0.0,0.0,0.10003243557210503,0.0,0.0
pad,28,0.1,M2,159,114,0.0,0.0,0.02293343743096093,0.0,0.0
pad,28,0.1,M3,74,53,0.0,0.0,0.04862761623798952,0.0,0.0
pad,28,0.1,B,17,15,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.1875
pad,28,0.15,M1,35,21,0.0,0.0,0.10003243557210503,0.0,0.0
pad,28,0.15,M2,159,114,0.0,0.0,0.02293343743096093,0.0,0.0
pad,28,0.15,M3,74,53,0.0,0.0,0.04862761623798952,0.0,0.0
pad,28,0.15,B,17,15,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.18906249999999994
hiba,29,0.05,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,29,0.05,M2,109,84,0.0,0.0,0.03327666479850845,0.0,0.0
hiba,29,0.05,M3,18,14,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,29,0.05,B,244,83,0.0,0.0,0.015004649788349866,0.0,0.0
hiba,29,0.1,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,29,0.1,M2,109,84,0.0,0.0,0.03327666479850845,0.0,0.0
hiba,29,0.1,M3,18,14,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,29,0.1,B,244,83,0.028688524590163935,0.011610470812644935,0.058213455766329074,0.0,0.05664437012263098
hiba,29,0.15,M1,15,11,0.0,0.0,0.218019360910534,0.0,0.0
hiba,29,0.15,M2,109,84,0.009174311926605505,0.00023224649435231117,0.05005682308481245,0.0,0.030631052796001236
hiba,29,0.15,M3,18,14,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,29,0.15,B,244,83,0.15163934426229508,0.10906993692109289,0.20290582486292819,0.03736037234042553,0.22269265232974908
pad,29,0.05,M1,22,14,0.0,0.0,0.15437251281557457,0.0,0.0
pad,29,0.05,M2,149,101,0.0,0.0,0.024453624905590006,0.0,0.0
pad,29,0.05,M3,85,59,0.0,0.0,0.04247033991124916,0.0,0.0
pad,29,0.05,B,24,20,0.0,0.0,0.14247359772252563,0.0,0.0
pad,29,0.1,M1,22,14,0.0,0.0,0.15437251281557457,0.0,0.0
pad,29,0.1,M2,149,101,0.0,0.0,0.024453624905590006,0.0,0.0
pad,29,0.1,M3,85,59,0.0,0.0,0.04247033991124916,0.0,0.0
pad,29,0.1,B,24,20,0.041666666666666664,0.0010543524454697483,0.2112016834569731,0.0,0.13636363636363635
pad,29,0.15,M1,22,14,0.0,0.0,0.15437251281557457,0.0,0.0
pad,29,0.15,M2,149,101,0.0,0.0,0.024453624905590006,0.0,0.0
pad,29,0.15,M3,85,59,0.011764705882352941,0.0002978122096584484,0.0638128785535284,0.0,0.038992914979757064
pad,29,0.15,B,24,20,0.08333333333333333,0.010256341281250152,0.26997280155760356,0.0,0.18181818181818182
hiba,30,0.05,M1,21,9,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,30,0.05,M2,120,97,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,30,0.05,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,30,0.05,B,216,68,0.0,0.0,0.01693314073693567,0.0,0.0
hiba,30,0.1,M1,21,9,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,30,0.1,M2,120,97,0.025,0.005185574958321363,0.07132319415690505,0.0,0.06783020900667958
hiba,30,0.1,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,30,0.1,B,216,68,0.037037037037037035,0.016123241808143784,0.07167080945461021,0.011170528817587642,0.06848946280354222
hiba,30,0.15,M1,21,9,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,30,0.15,M2,120,97,0.05,0.018567586782669152,0.10565385451871234,0.008928571428571428,0.0962578947368421
hiba,30,0.15,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,30,0.15,B,216,68,0.16666666666666666,0.11954478104334554,0.22319342966419828,0.04517902813299233,0.29717018999197214
pad,30,0.05,M1,31,17,0.0,0.0,0.11218874692236996,0.0,0.0
pad,30,0.05,M2,166,112,0.0,0.0,0.02197707192849604,0.0,0.0
pad,30,0.05,M3,73,49,0.0,0.0,0.04927706089585928,0.0,0.0
pad,30,0.05,B,20,15,0.0,0.0,0.1684334709830853,0.0,0.0
pad,30,0.1,M1,31,17,0.0,0.0,0.11218874692236996,0.0,0.0
pad,30,0.1,M2,166,112,0.006024096385542169,0.00015250528545451478,0.03310556591219981,0.0,0.01935483870967742
pad,30,0.1,M3,73,49,0.0,0.0,0.04927706089585928,0.0,0.0
pad,30,0.1,B,20,15,0.05,0.0012650894979498047,0.24873276277202777,0.0,0.17647058823529413
pad,30,0.15,M1,31,17,0.0,0.0,0.11218874692236996,0.0,0.0
pad,30,0.15,M2,166,112,0.0,0.0,0.02197707192849604,0.0,0.0
pad,30,0.15,M3,73,49,0.0,0.0,0.04927706089585928,0.0,0.0
pad,30,0.15,B,20,15,0.15,0.032070937185463715,0.37892682654531396,0.0,0.34782608695652173
hiba,31,0.05,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,31,0.05,M2,127,94,0.0,0.0,0.028628506134387617,0.0,0.0
hiba,31,0.05,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,31,0.05,B,175,77,0.0,0.0,0.020858695349057415,0.0,0.0
hiba,31,0.1,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,31,0.1,M2,127,94,0.0,0.0,0.028628506134387617,0.0,0.0
hiba,31,0.1,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,31,0.1,B,175,77,0.04,0.016230907415346815,0.08067610237452391,0.009475697569756976,0.07585747703060704
hiba,31,0.15,M1,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,31,0.15,M2,127,94,0.0,0.0,0.028628506134387617,0.0,0.0
hiba,31,0.15,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,31,0.15,B,175,77,0.09714285714285714,0.05761347283550151,0.1509768234794437,0.02670053475935829,0.19454604289940824
pad,31,0.05,M1,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
pad,31,0.05,M2,151,102,0.0,0.0,0.024133676190225724,0.0,0.0
pad,31,0.05,M3,90,56,0.0,0.0,0.040158919615774634,0.0,0.0
pad,31,0.05,B,24,19,0.041666666666666664,0.0010543524454697483,0.2112016834569731,0.0,0.13636363636363635
pad,31,0.1,M1,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
pad,31,0.1,M2,151,102,0.0,0.0,0.024133676190225724,0.0,0.0
pad,31,0.1,M3,90,56,0.0,0.0,0.040158919615774634,0.0,0.0
pad,31,0.1,B,24,19,0.041666666666666664,0.0010543524454697483,0.2112016834569731,0.0,0.14285714285714285
pad,31,0.15,M1,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
pad,31,0.15,M2,151,102,0.0,0.0,0.024133676190225724,0.0,0.0
pad,31,0.15,M3,90,56,0.0,0.0,0.040158919615774634,0.0,0.0
pad,31,0.15,B,24,19,0.125,0.026559314986248948,0.3236113581888329,0.0,0.27106643356643345
hiba,32,0.05,M1,20,10,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,32,0.05,M2,133,101,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,32,0.05,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,32,0.05,B,133,65,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,32,0.1,M1,20,10,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,32,0.1,M2,133,101,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,32,0.1,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,32,0.1,B,133,65,0.03007518796992481,0.00825406111082396,0.07521352043712223,0.0,0.05923611111111111
hiba,32,0.15,M1,20,10,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,32,0.15,M2,133,101,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,32,0.15,M3,11,6,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,32,0.15,B,133,65,0.11278195488721804,0.0645147274740337,0.17918755548969167,0.04742219722534683,0.1798225308641975
pad,32,0.05,M1,27,16,0.0,0.0,0.12770286761543234,0.0,0.0
pad,32,0.05,M2,162,112,0.0,0.0,0.022513561452805492,0.0,0.0
pad,32,0.05,M3,67,49,0.0,0.0,0.053569654127096765,0.0,0.0
pad,32,0.05,B,18,14,0.0,0.0,0.1853019681378522,0.0,0.0
pad,32,0.1,M1,27,16,0.0,0.0,0.12770286761543234,0.0,0.0
pad,32,0.1,M2,162,112,0.0,0.0,0.022513561452805492,0.0,0.0
pad,32,0.1,M3,67,49,0.0,0.0,0.053569654127096765,0.0,0.0
pad,32,0.1,B,18,14,0.0,0.0,0.1853019681378522,0.0,0.0
pad,32,0.15,M1,27,16,0.0,0.0,0.12770286761543234,0.0,0.0
pad,32,0.15,M2,162,112,0.0,0.0,0.022513561452805492,0.0,0.0
pad,32,0.15,M3,67,49,0.0,0.0,0.053569654127096765,0.0,0.0
pad,32,0.15,B,18,14,0.1111111111111111,0.013751215664364498,0.3471204386086721,0.0,0.3
hiba,33,0.05,M1,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,33,0.05,M2,125,101,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,33,0.05,M3,5,4,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,33,0.05,B,265,68,0.0,0.0,0.013823860460125676,0.0,0.0
hiba,33,0.1,M1,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,33,0.1,M2,125,101,0.008,0.0002025219535342447,0.04376653637502473,0.0,0.024390243902439025
hiba,33,0.1,M3,5,4,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,33,0.1,B,265,68,0.045283018867924525,0.02361415704441633,0.07776375787710124,0.012791871249318057,0.07090642509294653
hiba,33,0.15,M1,16,8,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,33,0.15,M2,125,101,0.032,0.008786433013500492,0.07990637753352066,0.0078125,0.062387878787878714
hiba,33,0.15,M3,5,4,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,33,0.15,B,265,68,0.1471698113207547,0.10679169372769756,0.1956500088383259,0.04325263050362652,0.23182403591404177
pad,33,0.05,M1,40,24,0.0,0.0,0.08809730287880237,0.0,0.0
pad,33,0.05,M2,134,93,0.0,0.0,0.027153482879800184,0.0,0.0
pad,33,0.05,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,33,0.05,B,22,19,0.0,0.0,0.15437251281557457,0.0,0.0
pad,33,0.1,M1,40,24,0.0,0.0,0.08809730287880237,0.0,0.0
pad,33,0.1,M2,134,93,0.0,0.0,0.027153482879800184,0.0,0.0
pad,33,0.1,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,33,0.1,B,22,19,0.045454545454545456,0.0011501475265735762,0.22844439766763341,0.0,0.15
pad,33,0.15,M1,40,24,0.0,0.0,0.08809730287880237,0.0,0.0
pad,33,0.15,M2,134,93,0.0,0.0,0.027153482879800184,0.0,0.0
pad,33,0.15,M3,77,52,0.0,0.0,0.046778068160404106,0.0,0.0
pad,33,0.15,B,22,19,0.13636363636363635,0.029055851128746688,0.34912209725740806,0.0,0.3
hiba,34,0.05,M1,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,34,0.05,M2,122,97,0.0,0.0,0.029784160061428706,0.0,0.0
hiba,34,0.05,M3,6,5,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,34,0.05,B,195,71,0.0,0.0,0.01873952083028601,0.0,0.0
hiba,34,0.1,M1,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,34,0.1,M2,122,97,0.02459016393442623,0.0051000773870015816,0.07018168984286563,0.0,0.05371565934065933
hiba,34,0.1,M3,6,5,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,34,0.1,B,195,71,0.07179487179487179,0.03980456440268302,0.11752632009962828,0.029802930644792645,0.12295256410256405
hiba,34,0.15,M1,18,12,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.17647058823529413
hiba,34,0.15,M2,122,97,0.02459016393442623,0.0051000773870015816,0.07018168984286563,0.0,0.054941860465116246
hiba,34,0.15,M3,6,5,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,34,0.15,B,195,71,0.12307692307692308,0.08047335044364058,0.1775748937244232,0.06303977272727272,0.18931265171656453
pad,34,0.05,M1,32,18,0.0,0.0,0.10888116067935288,0.0,0.0
pad,34,0.05,M2,177,116,0.0,0.0,0.020625451479576725,0.0,0.0
pad,34,0.05,M3,69,50,0.0,0.0,0.05205805786307967,0.0,0.0
pad,34,0.05,B,16,15,0.0,0.0,0.2059072142078227,0.0,0.0
pad,34,0.1,M1,32,18,0.0,0.0,0.10888116067935288,0.0,0.0
pad,34,0.1,M2,177,116,0.0,0.0,0.020625451479576725,0.0,0.0
pad,34,0.1,M3,69,50,0.0,0.0,0.05205805786307967,0.0,0.0
pad,34,0.1,B,16,15,0.125,0.015513603815413893,0.38347623684926346,0.0,0.3333333333333333
pad,34,0.15,M1,32,18,0.0,0.0,0.10888116067935288,0.0,0.0
pad,34,0.15,M2,177,116,0.0,0.0,0.020625451479576725,0.0,0.0
pad,34,0.15,M3,69,50,0.0,0.0,0.05205805786307967,0.0,0.0
pad,34,0.15,B,16,15,0.125,0.015513603815413893,0.38347623684926346,0.0,0.3125
hiba,35,0.05,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,35,0.05,M2,118,90,0.0,0.0,0.030778096074144553,0.0,0.0
hiba,35,0.05,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,35,0.05,B,189,81,0.0,0.0,0.019328640067902317,0.0,0.0
hiba,35,0.1,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,35,0.1,M2,118,90,0.0,0.0,0.030778096074144553,0.0,0.0
hiba,35,0.1,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,35,0.1,B,189,81,0.026455026455026454,0.008644480617296543,0.06065436607129163,0.006622516556291391,0.0418711059190031
hiba,35,0.15,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,35,0.15,M2,118,90,0.0423728813559322,0.01389939301630901,0.09611576565369406,0.008656296851574213,0.07692307692307693
hiba,35,0.15,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,35,0.15,B,189,81,0.15873015873015872,0.10972983897658516,0.21877794856921418,0.053301320528211286,0.25109514548441303
pad,35,0.05,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,35,0.05,M2,156,110,0.0,0.0,0.023369271591380202,0.0,0.0
pad,35,0.05,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,35,0.05,B,28,24,0.0,0.0,0.12343611850026381,0.0,0.0
pad,35,0.1,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,35,0.1,M2,156,110,0.0,0.0,0.023369271591380202,0.0,0.0
pad,35,0.1,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,35,0.1,B,28,24,0.03571428571428571,0.0009037987556580585,0.18347759754462362,0.0,0.11538461538461539
pad,35,0.15,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,35,0.15,M2,156,110,0.0,0.0,0.023369271591380202,0.0,0.0
pad,35,0.15,M3,68,51,0.0,0.0,0.05280304279363979,0.0,0.0
pad,35,0.15,B,28,24,0.03571428571428571,0.0009037987556580585,0.18347759754462362,0.0,0.11538461538461539
hiba,36,0.05,M1,23,14,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,36,0.05,M2,133,98,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,36,0.05,M3,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,36,0.05,B,134,68,0.0,0.0,0.027153482879800184,0.0,0.0
hiba,36,0.1,M1,23,14,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,36,0.1,M2,133,98,0.0,0.0,0.027354826284043603,0.0,0.0
hiba,36,0.1,M3,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,36,0.1,B,134,68,0.007462686567164179,0.0001889210177310106,0.04087703753634292,0.0,0.022900763358778626
hiba,36,0.15,M1,23,14,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,36,0.15,M2,133,98,0.007518796992481203,0.00019034134131638232,0.04117911502590165,0.0,0.02790731565141356
hiba,36,0.15,M3,18,13,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,36,0.15,B,134,68,0.05223880597014925,0.02125787047408307,0.10467003035753836,0.007350635306839687,0.1139772727272727
pad,36,0.05,M1,29,16,0.0,0.0,0.11944486906950269,0.0,0.0
pad,36,0.05,M2,154,110,0.0,0.0,0.023669148372542775,0.0,0.0
pad,36,0.05,M3,67,51,0.0,0.0,0.053569654127096765,0.0,0.0
pad,36,0.05,B,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
pad,36,0.1,M1,29,16,0.0,0.0,0.11944486906950269,0.0,0.0
pad,36,0.1,M2,154,110,0.0,0.0,0.023669148372542775,0.0,0.0
pad,36,0.1,M3,67,51,0.0,0.0,0.053569654127096765,0.0,0.0
pad,36,0.1,B,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
pad,36,0.15,M1,29,16,0.0,0.0,0.11944486906950269,0.0,0.0
pad,36,0.15,M2,154,110,0.0,0.0,0.023669148372542775,0.0,0.0
pad,36,0.15,M3,67,51,0.0,0.0,0.053569654127096765,0.0,0.0
pad,36,0.15,B,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,37,0.05,M1,18,10,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,37,0.05,M2,114,93,0.0,0.0,0.031840654083474196,0.0,0.0
hiba,37,0.05,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,37,0.05,B,179,68,0.0,0.0,0.020397366050582098,0.0,0.0
hiba,37,0.1,M1,18,10,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,37,0.1,M2,114,93,0.0,0.0,0.031840654083474196,0.0,0.0
hiba,37,0.1,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,37,0.1,B,179,68,0.027932960893854747,0.009130671442166694,0.06397939165609985,0.0,0.0692341191499245
hiba,37,0.15,M1,18,10,0.1111111111111111,0.013751215664364498,0.3471204386086721,0.0,0.34583333333333277
hiba,37,0.15,M2,114,93,0.0,0.0,0.031840654083474196,0.0,0.0
hiba,37,0.15,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,37,0.15,B,179,68,0.1005586592178771,0.06069389338968346,0.15426618522804122,0.03777520803573453,0.17412245712006383
pad,37,0.05,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
pad,37,0.05,M2,135,99,0.0,0.0,0.026955081583182855,0.0,0.0
pad,37,0.05,M3,83,53,0.0,0.0,0.0434711521664418,0.0,0.0
pad,37,0.05,B,19,15,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.1875
pad,37,0.1,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
pad,37,0.1,M2,135,99,0.0,0.0,0.026955081583182855,0.0,0.0
pad,37,0.1,M3,83,53,0.0,0.0,0.0434711521664418,0.0,0.0
pad,37,0.1,B,19,15,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.1875
pad,37,0.15,M1,24,15,0.0,0.0,0.14247359772252563,0.0,0.0
pad,37,0.15,M2,135,99,0.0,0.0,0.026955081583182855,0.0,0.0
pad,37,0.15,M3,83,53,0.0,0.0,0.0434711521664418,0.0,0.0
pad,37,0.15,B,19,15,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.17647058823529413
hiba,38,0.05,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,38,0.05,M2,141,100,0.0,0.0,0.025822998663865577,0.0,0.0
hiba,38,0.05,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,38,0.05,B,207,76,0.0,0.0,0.01766282453621346,0.0,0.0
hiba,38,0.1,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,38,0.1,M2,141,100,0.0,0.0,0.025822998663865577,0.0,0.0
hiba,38,0.1,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,38,0.1,B,207,76,0.004830917874396135,0.0001223007717826196,0.02662079970896018,0.0,0.020007555891372944
hiba,38,0.15,M1,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,38,0.15,M2,141,100,0.0070921985815602835,0.00017954280213601281,0.03888051367149244,0.0,0.02214460784313725
hiba,38,0.15,M3,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
