variant,draw,alpha,modality,n,n_mal,coverage,set_size,miss,release,referral
derm_only_for_mixed,76,0.05,derm,213,92,0.9906103286384976,5.061032863849765,0.0,0.008264462809917356,0.9953051643192489
derm_only_for_mixed,76,0.05,clin,16,9,0.9375,4.75,0.0,0.0,1.0
derm_only_for_mixed,76,0.05,both,86,59,0.9883720930232558,5.732558139534884,0.0,0.0,1.0
derm_only_for_mixed,76,0.05,all,315,160,0.9873015873015873,5.228571428571429,0.0,0.0064516129032258064,0.9968253968253968
averaged,76,0.1,derm,213,92,0.9577464788732394,4.511737089201878,0.0,0.024793388429752067,0.9859154929577465
averaged,76,0.1,clin,16,9,0.875,4.25,0.1111111111111111,0.0,0.9375
averaged,76,0.1,both,86,59,0.9069767441860465,4.534883720930233,0.0,0.0,1.0
averaged,76,0.1,all,315,160,0.9396825396825397,4.504761904761905,0.00625,0.01935483870967742,0.9873015873015873
derm_only_for_mixed,76,0.1,derm,213,92,0.9624413145539906,3.9295774647887325,0.0,0.12396694214876033,0.9295774647887324
derm_only_for_mixed,76,0.1,clin,16,9,0.875,4.0,0.1111111111111111,0.0,0.9375
derm_only_for_mixed,76,0.1,both,86,59,0.9651162790697675,4.9186046511627906,0.0,0.0,1.0
derm_only_for_mixed,76,0.1,all,315,160,0.9587301587301588,4.203174603174603,0.00625,0.0967741935483871,0.9492063492063492
averaged,76,0.15,derm,213,92,0.9342723004694836,3.4694835680751175,0.010869565217391304,0.21487603305785125,0.8732394366197183
averaged,76,0.15,clin,16,9,0.8125,3.1875,0.2222222222222222,0.0,0.875
averaged,76,0.15,both,86,59,0.8604651162790697,3.697674418604651,0.03389830508474576,0.0,0.9767441860465116
averaged,76,0.15,all,315,160,0.9079365079365079,3.5174603174603174,0.03125,0.16774193548387098,0.9015873015873016
derm_only_for_mixed,76,0.15,derm,213,92,0.9483568075117371,3.375586854460094,0.010869565217391304,0.256198347107438,0.8497652582159625
derm_only_for_mixed,76,0.15,clin,16,9,0.75,3.125,0.1111111111111111,0.14285714285714285,0.875
derm_only_for_mixed,76,0.15,both,86,59,0.9534883720930233,4.290697674418604,0.0,0.0,1.0
derm_only_for_mixed,76,0.15,all,315,160,0.9396825396825397,3.6126984126984127,0.0125,0.2064516129032258,0.8920634920634921
averaged,77,0.05,derm,238,73,0.9915966386554622,5.983193277310924,0.0,0.0,1.0
averaged,77,0.05,clin,20,13,0.95,5.7,0.0,0.0,1.0
averaged,77,0.05,both,73,43,0.958904109589041,6.232876712328767,0.0,0.0,1.0
averaged,77,0.05,all,331,129,0.9818731117824774,6.021148036253776,0.0,0.0,1.0
derm_only_for_mixed,77,0.05,derm,238,73,0.9621848739495799,4.73109243697479,0.0136986301369863,0.0,0.9957983193277311
derm_only_for_mixed,77,0.05,clin,20,13,0.85,4.05,0.0,0.0,1.0
derm_only_for_mixed,77,0.05,both,73,43,0.958904109589041,5.506849315068493,0.0,0.0,1.0
derm_only_for_mixed,77,0.05,all,331,129,0.9546827794561934,4.861027190332326,0.007751937984496124,0.0,0.9969788519637462
averaged,77,0.1,derm,238,73,0.957983193277311,3.9411764705882355,0.0273972602739726,0.09090909090909091,0.9285714285714286
averaged,77,0.1,clin,20,13,0.7,3.35,0.07692307692307693,0.0,0.95
averaged,77,0.1,both,73,43,0.8767123287671232,4.2465753424657535,0.0,0.0,1.0
averaged,77,0.1,all,331,129,0.9244712990936556,3.972809667673716,0.023255813953488372,0.07425742574257425,0.945619335347432
derm_only_for_mixed,77,0.1,derm,238,73,0.9369747899159664,3.6218487394957983,0.0410958904109589,0.13333333333333333,0.8949579831932774
derm_only_for_mixed,77,0.1,clin,20,13,0.65,3.25,0.07692307692307693,0.0,0.95
derm_only_for_mixed,77,0.1,both,73,43,0.9041095890410958,4.52054794520548,0.0,0.0,1.0
derm_only_for_mixed,77,0.1,all,331,129,0.9123867069486404,3.797583081570997,0.031007751937984496,0.10891089108910891,0.9214501510574018
averaged,77,0.15,derm,238,73,0.9159663865546218,3.1092436974789917,0.0410958904109589,0.18181818181818182,0.8613445378151261
averaged,77,0.15,clin,20,13,0.65,2.9,0.07692307692307693,0.0,0.95
averaged,77,0.15,both,73,43,0.821917808219178,3.547945205479452,0.0,0.0,1.0
averaged,77,0.15,all,331,129,0.879154078549849,3.193353474320242,0.031007751937984496,0.1485148514851485,0.8972809667673716
derm_only_for_mixed,77,0.15,derm,238,73,0.9201680672268907,2.8823529411764706,0.0410958904109589,0.2787878787878788,0.7941176470588235
derm_only_for_mixed,77,0.15,clin,20,13,0.6,2.75,0.07692307692307693,0.0,0.95
derm_only_for_mixed,77,0.15,both,73,43,0.8493150684931506,3.684931506849315,0.0,0.06666666666666667,0.9726027397260274
derm_only_for_mixed,77,0.15,all,331,129,0.8851963746223565,3.0513595166163143,0.031007751937984496,0.2376237623762376,0.8429003021148036
averaged,78,0.05,derm,280,80,0.9928571428571429,6.242857142857143,0.0,0.0,1.0
averaged,78,0.05,clin,17,10,0.9411764705882353,6.529411764705882,0.0,0.0,1.0
averaged,78,0.05,both,80,57,0.9875,6.725,0.0,0.0,1.0
averaged,78,0.05,all,377,147,0.9893899204244032,6.358090185676392,0.0,0.0,1.0
derm_only_for_mixed,78,0.05,derm,280,80,0.9714285714285714,4.2,0.0,0.025,0.9821428571428571
derm_only_for_mixed,78,0.05,clin,17,10,0.8823529411764706,4.411764705882353,0.0,0.0,1.0
derm_only_for_mixed,78,0.05,both,80,57,1.0,5.35,0.0,0.0,1.0
derm_only_for_mixed,78,0.05,all,377,147,0.9734748010610079,4.453580901856764,0.0,0.021739130434782608,0.986737400530504
averaged,78,0.1,derm,280,80,0.9642857142857143,3.8214285714285716,0.0,0.065,0.9535714285714286
averaged,78,0.1,clin,17,10,0.8823529411764706,4.0,0.0,0.0,1.0
averaged,78,0.1,both,80,57,0.9375,4.375,0.0,0.0,1.0
averaged,78,0.1,all,377,147,0.9549071618037135,3.946949602122016,0.0,0.05652173913043478,0.9655172413793104
derm_only_for_mixed,78,0.1,derm,280,80,0.9571428571428572,3.4107142857142856,0.0,0.165,0.8821428571428571
derm_only_for_mixed,78,0.1,clin,17,10,0.8823529411764706,3.6470588235294117,0.0,0.0,1.0
derm_only_for_mixed,78,0.1,both,80,57,0.9625,4.45,0.0,0.0,1.0
derm_only_for_mixed,78,0.1,all,377,147,0.9549071618037135,3.6419098143236073,0.0,0.14347826086956522,0.9124668435013262
averaged,78,0.15,derm,280,80,0.95,3.2285714285714286,0.0,0.19,0.8642857142857143
averaged,78,0.15,clin,17,10,0.8235294117647058,3.2941176470588234,0.0,0.0,1.0
averaged,78,0.15,both,80,57,0.9125,3.875,0.0,0.0,1.0
averaged,78,0.15,all,377,147,0.9363395225464191,3.3687002652519893,0.0,0.16521739130434782,0.8992042440318302
derm_only_for_mixed,78,0.15,derm,280,80,0.9392857142857143,2.892857142857143,0.0,0.305,0.7821428571428571
derm_only_for_mixed,78,0.15,clin,17,10,0.7647058823529411,3.0588235294117645,0.0,0.0,1.0
derm_only_for_mixed,78,0.15,both,80,57,0.925,3.875,0.0,0.0,1.0
derm_only_for_mixed,78,0.15,all,377,147,0.9283819628647215,3.1087533156498672,0.0,0.26521739130434785,0.8381962864721485
averaged,79,0.05,derm,261,86,0.9770114942528736,5.283524904214559,0.0,0.0,1.0
averaged,79,0.05,clin,13,10,1.0,5.153846153846154,0.0,0.0,1.0
averaged,79,0.05,both,76,53,0.881578947368421,5.7105263157894735,0.0,0.0,1.0
averaged,79,0.05,all,350,149,0.9571428571428572,5.371428571428571,0.0,0.0,1.0
derm_only_for_mixed,79,0.05,derm,261,86,0.9693486590038314,4.432950191570881,0.0,0.011428571428571429,0.9923371647509579
derm_only_for_mixed,79,0.05,clin,13,10,0.9230769230769231,4.461538461538462,0.0,0.0,1.0
derm_only_for_mixed,79,0.05,both,76,53,0.9736842105263158,5.565789473684211,0.0,0.0,1.0
derm_only_for_mixed,79,0.05,all,350,149,0.9685714285714285,4.68,0.0,0.009950248756218905,0.9942857142857143
averaged,79,0.1,derm,261,86,0.9425287356321839,3.8160919540229883,0.023255813953488372,0.06857142857142857,0.946360153256705
averaged,79,0.1,clin,13,10,0.8461538461538461,4.0,0.0,0.0,1.0
averaged,79,0.1,both,76,53,0.8552631578947368,4.4868421052631575,0.0,0.0,1.0
averaged,79,0.1,all,350,149,0.92,3.9685714285714284,0.013422818791946308,0.05970149253731343,0.96
derm_only_for_mixed,79,0.1,derm,261,86,0.9272030651340997,3.5670498084291187,0.023255813953488372,0.13142857142857142,0.9042145593869731
derm_only_for_mixed,79,0.1,clin,13,10,0.8461538461538461,3.923076923076923,0.0,0.0,1.0
derm_only_for_mixed,79,0.1,both,76,53,0.9736842105263158,4.842105263157895,0.0,0.0,1.0
derm_only_for_mixed,79,0.1,all,350,149,0.9342857142857143,3.857142857142857,0.013422818791946308,0.11442786069651742,0.9285714285714286
averaged,79,0.15,derm,261,86,0.9157088122605364,3.1187739463601534,0.023255813953488372,0.18857142857142858,0.8659003831417624
averaged,79,0.15,clin,13,10,0.7692307692307693,3.1538461538461537,0.0,0.0,1.0
averaged,79,0.15,both,76,53,0.8289473684210527,3.736842105263158,0.018867924528301886,0.0,0.9868421052631579
averaged,79,0.15,all,350,149,0.8914285714285715,3.2542857142857144,0.020134228187919462,0.16417910447761194,0.8971428571428571
derm_only_for_mixed,79,0.15,derm,261,86,0.9157088122605364,3.003831417624521,0.023255813953488372,0.22285714285714286,0.842911877394636
derm_only_for_mixed,79,0.15,clin,13,10,0.7692307692307693,2.923076923076923,0.0,0.0,1.0
derm_only_for_mixed,79,0.15,both,76,53,0.9078947368421053,3.9473684210526314,0.0,0.0,1.0
derm_only_for_mixed,79,0.15,all,350,149,0.9085714285714286,3.2057142857142855,0.013422818791946308,0.19402985074626866,0.8828571428571429
averaged,80,0.05,derm,284,75,0.9964788732394366,5.98943661971831,0.0,0.0,1.0
averaged,80,0.05,clin,20,17,0.9,5.35,0.0,0.0,1.0
averaged,80,0.05,both,75,41,0.9066666666666666,5.88,0.0,0.0,1.0
averaged,80,0.05,all,379,133,0.9736147757255936,5.934036939313984,0.0,0.0,1.0
derm_only_for_mixed,80,0.05,derm,284,75,0.9823943661971831,4.827464788732394,0.0,0.004784688995215311,0.9964788732394366
derm_only_for_mixed,80,0.05,clin,20,17,0.9,4.55,0.0,0.0,1.0
derm_only_for_mixed,80,0.05,both,75,41,0.9466666666666667,5.293333333333333,0.0,0.0,1.0
derm_only_for_mixed,80,0.05,all,379,133,0.9709762532981531,4.905013192612137,0.0,0.0040650406504065045,0.9973614775725593
averaged,80,0.1,derm,284,75,0.9753521126760564,4.313380281690141,0.0,0.028708133971291867,0.9788732394366197
averaged,80,0.1,clin,20,17,0.85,3.8,0.058823529411764705,0.0,0.95
averaged,80,0.1,both,75,41,0.8666666666666667,4.1466666666666665,0.0,0.0,1.0
averaged,80,0.1,all,379,133,0.9472295514511874,4.253298153034301,0.007518796992481203,0.024390243902439025,0.9815303430079155
derm_only_for_mixed,80,0.1,derm,284,75,0.9683098591549296,3.926056338028169,0.0,0.10047846889952153,0.926056338028169
derm_only_for_mixed,80,0.1,clin,20,17,0.85,3.4,0.058823529411764705,0.0,0.95
derm_only_for_mixed,80,0.1,both,75,41,0.92,4.426666666666667,0.0,0.0,1.0
derm_only_for_mixed,80,0.1,all,379,133,0.9525065963060686,3.9973614775725594,0.007518796992481203,0.08536585365853659,0.941952506596306
averaged,80,0.15,derm,284,75,0.9436619718309859,3.609154929577465,0.0,0.12440191387559808,0.9084507042253521
averaged,80,0.15,clin,20,17,0.85,3.1,0.058823529411764705,0.0,0.95
averaged,80,0.15,both,75,41,0.84,3.72,0.0,0.0,1.0
averaged,80,0.15,all,379,133,0.9182058047493403,3.604221635883905,0.007518796992481203,0.10569105691056911,0.9287598944591029
derm_only_for_mixed,80,0.15,derm,284,75,0.9295774647887324,3.084507042253521,0.0,0.20574162679425836,0.8485915492957746
derm_only_for_mixed,80,0.15,clin,20,17,0.85,2.85,0.058823529411764705,0.0,0.95
derm_only_for_mixed,80,0.15,both,75,41,0.8266666666666667,3.533333333333333,0.0,0.058823529411764705,0.9733333333333334
derm_only_for_mixed,80,0.15,all,379,133,0.9050131926121372,3.1609498680738786,0.007518796992481203,0.18292682926829268,0.8786279683377308
averaged,81,0.05,derm,281,82,0.9857651245551602,5.398576512455516,0.0,0.0,1.0
averaged,81,0.05,clin,18,14,0.7777777777777778,4.5,0.0,0.0,1.0
averaged,81,0.05,both,69,44,0.8695652173913043,5.434782608695652,0.0,0.0,1.0
averaged,81,0.05,all,368,140,0.9538043478260869,5.361413043478261,0.0,0.0,1.0
derm_only_for_mixed,81,0.05,derm,281,82,0.9644128113879004,4.387900355871886,0.0,0.02512562814070352,0.9822064056939501
derm_only_for_mixed,81,0.05,clin,18,14,0.7222222222222222,3.8333333333333335,0.0,0.0,1.0
derm_only_for_mixed,81,0.05,both,69,44,0.9565217391304348,5.231884057971015,0.0,0.0,1.0
derm_only_for_mixed,81,0.05,all,368,140,0.9510869565217391,4.519021739130435,0.0,0.021929824561403508,0.9864130434782609
averaged,81,0.1,derm,281,82,0.9395017793594306,3.8576512455516014,0.012195121951219513,0.06532663316582915,0.9501779359430605
averaged,81,0.1,clin,18,14,0.6111111111111112,3.2222222222222223,0.07142857142857142,0.0,0.9444444444444444
averaged,81,0.1,both,69,44,0.855072463768116,4.101449275362318,0.0,0.0,1.0
averaged,81,0.1,all,368,140,0.907608695652174,3.8722826086956523,0.014285714285714285,0.05701754385964912,0.9592391304347826
derm_only_for_mixed,81,0.1,derm,281,82,0.9288256227758007,3.473309608540925,0.024390243902439025,0.12060301507537688,0.9074733096085409
derm_only_for_mixed,81,0.1,clin,18,14,0.5555555555555556,3.0,0.07142857142857142,0.0,0.9444444444444444
derm_only_for_mixed,81,0.1,both,69,44,0.8985507246376812,4.0144927536231885,0.0,0.04,0.9855072463768116
derm_only_for_mixed,81,0.1,all,368,140,0.904891304347826,3.551630434782609,0.02142857142857143,0.10964912280701754,0.9239130434782609
averaged,81,0.15,derm,281,82,0.9039145907473309,2.96085409252669,0.024390243902439025,0.2613065326633166,0.8078291814946619
averaged,81,0.15,clin,18,14,0.5555555555555556,2.7222222222222223,0.07142857142857142,0.0,0.9444444444444444
averaged,81,0.15,both,69,44,0.8405797101449275,3.5217391304347827,0.0,0.04,0.9855072463768116
averaged,81,0.15,all,368,140,0.875,3.0543478260869565,0.02142857142857143,0.2324561403508772,0.8478260869565217
derm_only_for_mixed,81,0.15,derm,281,82,0.900355871886121,2.7437722419928825,0.024390243902439025,0.2814070351758794,0.7935943060498221
derm_only_for_mixed,81,0.15,clin,18,14,0.5555555555555556,2.5,0.07142857142857142,0.0,0.9444444444444444
derm_only_for_mixed,81,0.15,both,69,44,0.7971014492753623,3.1594202898550723,0.022727272727272728,0.04,0.9710144927536232
derm_only_for_mixed,81,0.15,all,368,140,0.8641304347826086,2.8097826086956523,0.02857142857142857,0.25,0.8342391304347826
averaged,82,0.05,derm,220,83,0.9863636363636363,5.877272727272727,0.0,0.0,1.0
averaged,82,0.05,clin,18,10,0.8333333333333334,6.055555555555555,0.0,0.0,1.0
averaged,82,0.05,both,82,53,0.926829268292683,5.841463414634147,0.0,0.0,1.0
averaged,82,0.05,all,320,146,0.9625,5.878125,0.0,0.0,1.0
derm_only_for_mixed,82,0.05,derm,220,83,0.9636363636363636,4.381818181818182,0.012048192771084338,0.0364963503649635,0.9727272727272728
derm_only_for_mixed,82,0.05,clin,18,10,0.7777777777777778,3.888888888888889,0.0,0.0,1.0
derm_only_for_mixed,82,0.05,both,82,53,0.9512195121951219,5.170731707317073,0.0,0.0,1.0
derm_only_for_mixed,82,0.05,all,320,146,0.95,4.55625,0.00684931506849315,0.028735632183908046,0.98125
averaged,82,0.1,derm,220,83,0.9454545454545454,4.054545454545455,0.012048192771084338,0.058394160583941604,0.9590909090909091
averaged,82,0.1,clin,18,10,0.7777777777777778,3.7222222222222223,0.0,0.0,1.0
averaged,82,0.1,both,82,53,0.8902439024390244,4.2073170731707314,0.0,0.0,1.0
averaged,82,0.1,all,320,146,0.921875,4.075,0.00684931506849315,0.04597701149425287,0.971875
derm_only_for_mixed,82,0.1,derm,220,83,0.9409090909090909,3.8227272727272728,0.012048192771084338,0.10218978102189781,0.9318181818181818
derm_only_for_mixed,82,0.1,clin,18,10,0.7222222222222222,3.5,0.0,0.0,1.0
derm_only_for_mixed,82,0.1,both,82,53,0.9146341463414634,4.536585365853658,0.0,0.0,1.0
derm_only_for_mixed,82,0.1,all,320,146,0.921875,3.9875,0.00684931506849315,0.08045977011494253,0.953125
averaged,82,0.15,derm,220,83,0.9227272727272727,3.3454545454545452,0.024096385542168676,0.15328467153284672,0.8954545454545455
averaged,82,0.15,clin,18,10,0.6666666666666666,2.888888888888889,0.1,0.0,0.9444444444444444
averaged,82,0.15,both,82,53,0.8536585365853658,3.573170731707317,0.03773584905660377,0.034482758620689655,0.9634146341463414
averaged,82,0.15,all,320,146,0.890625,3.378125,0.03424657534246575,0.12643678160919541,0.915625
derm_only_for_mixed,82,0.15,derm,220,83,0.9136363636363637,3.0954545454545452,0.024096385542168676,0.19708029197080293,0.8681818181818182
derm_only_for_mixed,82,0.15,clin,18,10,0.6111111111111112,2.8333333333333335,0.0,0.0,1.0
derm_only_for_mixed,82,0.15,both,82,53,0.8536585365853658,3.7195121951219514,0.0,0.034482758620689655,0.9878048780487805
derm_only_for_mixed,82,0.15,all,320,146,0.88125,3.240625,0.0136986301369863,0.16091954022988506,0.90625
averaged,83,0.05,derm,199,90,0.9899497487437185,6.28140703517588,0.0,0.0,1.0
averaged,83,0.05,clin,19,10,1.0,5.842105263157895,0.0,0.0,1.0
averaged,83,0.05,both,88,54,0.9545454545454546,6.170454545454546,0.0,0.0,1.0
averaged,83,0.05,all,306,154,0.9803921568627451,6.222222222222222,0.0,0.0,1.0
derm_only_for_mixed,83,0.05,derm,199,90,0.9798994974874372,5.467336683417085,0.0,0.0,1.0
derm_only_for_mixed,83,0.05,clin,19,10,1.0,4.631578947368421,0.0,0.0,1.0
derm_only_for_mixed,83,0.05,both,88,54,0.9886363636363636,5.829545454545454,0.0,0.0,1.0
derm_only_for_mixed,83,0.05,all,306,154,0.9836601307189542,5.519607843137255,0.0,0.0,1.0
averaged,83,0.1,derm,199,90,0.9597989949748744,4.407035175879397,0.022222222222222223,0.06422018348623854,0.9547738693467337
averaged,83,0.1,clin,19,10,0.9473684210526315,3.8947368421052633,0.1,0.0,0.9473684210526315
averaged,83,0.1,both,88,54,0.8863636363636364,4.204545454545454,0.0,0.0,1.0
averaged,83,0.1,all,306,154,0.9379084967320261,4.316993464052287,0.01948051948051948,0.046052631578947366,0.9673202614379085
derm_only_for_mixed,83,0.1,derm,199,90,0.9597989949748744,4.236180904522613,0.022222222222222223,0.09174311926605505,0.9396984924623115
derm_only_for_mixed,83,0.1,clin,19,10,0.9473684210526315,3.8421052631578947,0.1,0.0,0.9473684210526315
derm_only_for_mixed,83,0.1,both,88,54,0.9318181818181818,4.454545454545454,0.018518518518518517,0.0,0.9886363636363636
derm_only_for_mixed,83,0.1,all,306,154,0.9509803921568627,4.2745098039215685,0.025974025974025976,0.06578947368421052,0.954248366013072
averaged,83,0.15,derm,199,90,0.9346733668341709,3.758793969849246,0.022222222222222223,0.1559633027522936,0.9045226130653267
averaged,83,0.15,clin,19,10,0.8947368421052632,3.210526315789474,0.1,0.0,0.9473684210526315
averaged,83,0.15,both,88,54,0.875,3.6363636363636362,0.0,0.029411764705882353,0.9886363636363636
averaged,83,0.15,all,306,154,0.9150326797385621,3.689542483660131,0.01948051948051948,0.11842105263157894,0.9313725490196079
derm_only_for_mixed,83,0.15,derm,199,90,0.914572864321608,3.4321608040201004,0.022222222222222223,0.1834862385321101,0.8894472361809045
derm_only_for_mixed,83,0.15,clin,19,10,0.8421052631578947,2.9473684210526314,0.1,0.0,0.9473684210526315
derm_only_for_mixed,83,0.15,both,88,54,0.8295454545454546,3.477272727272727,0.0,0.029411764705882353,0.9886363636363636
derm_only_for_mixed,83,0.15,all,306,154,0.8856209150326797,3.415032679738562,0.01948051948051948,0.13815789473684212,0.9215686274509803
averaged,84,0.05,derm,232,75,0.9655172413793104,5.370689655172414,0.0,0.0,1.0
averaged,84,0.05,clin,7,4,1.0,4.285714285714286,0.0,0.0,1.0
averaged,84,0.05,both,93,62,0.8602150537634409,5.645161290322581,0.0,0.0,1.0
averaged,84,0.05,all,332,141,0.9367469879518072,5.424698795180723,0.0,0.0,1.0
derm_only_for_mixed,84,0.05,derm,232,75,0.9482758620689655,4.810344827586207,0.0,0.006369426751592357,0.9956896551724138
derm_only_for_mixed,84,0.05,clin,7,4,1.0,4.142857142857143,0.0,0.0,1.0
derm_only_for_mixed,84,0.05,both,93,62,0.956989247311828,5.655913978494624,0.0,0.0,1.0
derm_only_for_mixed,84,0.05,all,332,141,0.9518072289156626,5.033132530120482,0.0,0.005235602094240838,0.9969879518072289
averaged,84,0.1,derm,232,75,0.9267241379310345,3.9224137931034484,0.0,0.08280254777070063,0.9439655172413793
averaged,84,0.1,clin,7,4,0.8571428571428571,3.4285714285714284,0.0,0.0,1.0
averaged,84,0.1,both,93,62,0.7956989247311828,4.139784946236559,0.0,0.0,1.0
averaged,84,0.1,all,332,141,0.8885542168674698,3.9728915662650603,0.0,0.06806282722513089,0.9608433734939759
derm_only_for_mixed,84,0.1,derm,232,75,0.9181034482758621,3.853448275862069,0.0,0.08280254777070063,0.9439655172413793
derm_only_for_mixed,84,0.1,clin,7,4,0.8571428571428571,3.4285714285714284,0.0,0.0,1.0
derm_only_for_mixed,84,0.1,both,93,62,0.9032258064516129,4.731182795698925,0.016129032258064516,0.0,0.989247311827957
derm_only_for_mixed,84,0.1,all,332,141,0.9126506024096386,4.090361445783133,0.0070921985815602835,0.06806282722513089,0.9578313253012049
averaged,84,0.15,derm,232,75,0.8793103448275862,3.1077586206896552,0.0,0.17834394904458598,0.8793103448275862
averaged,84,0.15,clin,7,4,0.8571428571428571,3.0,0.0,0.0,1.0
averaged,84,0.15,both,93,62,0.7634408602150538,3.5806451612903225,0.016129032258064516,0.03225806451612903,0.978494623655914
averaged,84,0.15,all,332,141,0.8463855421686747,3.2379518072289155,0.0070921985815602835,0.1518324607329843,0.9096385542168675
derm_only_for_mixed,84,0.15,derm,232,75,0.8577586206896551,2.939655172413793,0.0,0.20382165605095542,0.8620689655172413
derm_only_for_mixed,84,0.15,clin,7,4,0.8571428571428571,2.857142857142857,0.0,0.0,1.0
derm_only_for_mixed,84,0.15,both,93,62,0.8172043010752689,3.6021505376344085,0.0,0.03225806451612903,0.989247311827957
derm_only_for_mixed,84,0.15,all,332,141,0.8463855421686747,3.1234939759036147,0.0,0.17277486910994763,0.9006024096385542
averaged,85,0.05,derm,227,96,1.0,6.140969162995595,0.0,0.0,1.0
averaged,85,0.05,clin,13,9,1.0,6.538461538461538,0.0,0.0,1.0
averaged,85,0.05,both,75,53,0.9333333333333333,6.333333333333333,0.0,0.0,1.0
averaged,85,0.05,all,315,158,0.9841269841269841,6.203174603174603,0.0,0.0,1.0
derm_only_for_mixed,85,0.05,derm,227,96,0.986784140969163,4.511013215859031,0.0,0.06870229007633588,0.960352422907489
derm_only_for_mixed,85,0.05,clin,13,9,0.8461538461538461,4.846153846153846,0.0,0.0,1.0
derm_only_for_mixed,85,0.05,both,75,53,0.96,5.506666666666667,0.0,0.0,1.0
derm_only_for_mixed,85,0.05,all,315,158,0.9746031746031746,4.761904761904762,0.0,0.05732484076433121,0.9714285714285714
averaged,85,0.1,derm,227,96,0.9427312775330396,3.907488986784141,0.0,0.11450381679389313,0.933920704845815
averaged,85,0.1,clin,13,9,0.8461538461538461,4.153846153846154,0.0,0.0,1.0
averaged,85,0.1,both,75,53,0.8533333333333334,4.24,0.0,0.0,1.0
averaged,85,0.1,all,315,158,0.9174603174603174,3.996825396825397,0.0,0.09554140127388536,0.9523809523809523
derm_only_for_mixed,85,0.1,derm,227,96,0.9295154185022027,3.537444933920705,0.0,0.22137404580152673,0.8722466960352423
derm_only_for_mixed,85,0.1,clin,13,9,0.8461538461538461,3.8461538461538463,0.0,0.0,1.0
derm_only_for_mixed,85,0.1,both,75,53,0.9066666666666666,4.506666666666667,0.0,0.0,1.0
derm_only_for_mixed,85,0.1,all,315,158,0.9206349206349206,3.780952380952381,0.0,0.18471337579617833,0.9079365079365079
averaged,85,0.15,derm,227,96,0.9074889867841409,3.20704845814978,0.0,0.2595419847328244,0.8502202643171806
averaged,85,0.15,clin,13,9,0.8461538461538461,3.1538461538461537,0.0,0.0,1.0
averaged,85,0.15,both,75,53,0.8133333333333334,3.6266666666666665,0.018867924528301886,0.0,0.9866666666666667
averaged,85,0.15,all,315,158,0.8825396825396825,3.3047619047619046,0.006329113924050633,0.21656050955414013,0.8888888888888888
derm_only_for_mixed,85,0.15,derm,227,96,0.9030837004405287,2.8325991189427313,0.010416666666666666,0.37404580152671757,0.7797356828193832
derm_only_for_mixed,85,0.15,clin,13,9,0.8461538461538461,3.0,0.0,0.0,1.0
derm_only_for_mixed,85,0.15,both,75,53,0.8533333333333334,3.6533333333333333,0.0,0.045454545454545456,0.9866666666666667
derm_only_for_mixed,85,0.15,all,315,158,0.8888888888888888,3.034920634920635,0.006329113924050633,0.3184713375796178,0.8380952380952381
averaged,86,0.05,derm,307,75,0.9771986970684039,5.472312703583062,0.0,0.0,1.0
averaged,86,0.05,clin,22,19,0.9545454545454546,5.181818181818182,0.0,0.0,1.0
averaged,86,0.05,both,94,67,0.9042553191489362,5.702127659574468,0.0,0.0,1.0
averaged,86,0.05,all,423,161,0.9598108747044918,5.508274231678487,0.0,0.0,1.0
derm_only_for_mixed,86,0.05,derm,307,75,0.9739413680781759,4.270358306188925,0.0,0.04310344827586207,0.9674267100977199
derm_only_for_mixed,86,0.05,clin,22,19,0.9545454545454546,4.2272727272727275,0.0,0.0,1.0
derm_only_for_mixed,86,0.05,both,94,67,0.9468085106382979,5.159574468085107,0.0,0.0,1.0
derm_only_for_mixed,86,0.05,all,423,161,0.966903073286052,4.465721040189125,0.0,0.03816793893129771,0.9763593380614657
averaged,86,0.1,derm,307,75,0.9576547231270358,3.8697068403908794,0.013333333333333334,0.06465517241379311,0.9478827361563518
averaged,86,0.1,clin,22,19,0.8636363636363636,3.8636363636363638,0.05263157894736842,0.0,0.9545454545454546
averaged,86,0.1,both,94,67,0.8936170212765957,4.340425531914893,0.0,0.0,1.0
averaged,86,0.1,all,423,161,0.9385342789598109,3.9739952718676124,0.012422360248447204,0.05725190839694656,0.9598108747044918
derm_only_for_mixed,86,0.1,derm,307,75,0.9381107491856677,3.237785016286645,0.013333333333333334,0.21551724137931033,0.8338762214983714
derm_only_for_mixed,86,0.1,clin,22,19,0.8181818181818182,3.3181818181818183,0.05263157894736842,0.0,0.9545454545454546
derm_only_for_mixed,86,0.1,both,94,67,0.9148936170212766,4.340425531914893,0.0,0.0,1.0
derm_only_for_mixed,86,0.1,all,423,161,0.9267139479905437,3.486997635933806,0.012422360248447204,0.19083969465648856,0.8770685579196218
averaged,86,0.15,derm,307,75,0.9283387622149837,2.8925081433224755,0.02666666666666667,0.28448275862068967,0.7785016286644951
averaged,86,0.15,clin,22,19,0.7272727272727273,2.9545454545454546,0.05263157894736842,0.0,0.9545454545454546
averaged,86,0.15,both,94,67,0.8723404255319149,3.6702127659574466,0.014925373134328358,0.0,0.9893617021276596
averaged,86,0.15,all,423,161,0.9054373522458629,3.0685579196217496,0.024844720496894408,0.25190839694656486,0.83451536643026
derm_only_for_mixed,86,0.15,derm,307,75,0.9250814332247557,2.596091205211726,0.013333333333333334,0.34051724137931033,0.739413680781759
