variant,draw,alpha,modality,n,n_mal,coverage,set_size,miss,release,referral
derm_only_for_mixed,22,0.15,both,75,55,0.8933333333333333,3.96,0.0,0.0,1.0
derm_only_for_mixed,22,0.15,all,335,151,0.8955223880597015,3.408955223880597,0.013245033112582781,0.10326086956521739,0.9373134328358209
averaged,23,0.05,derm,180,76,0.9888888888888889,6.594444444444444,0.0,0.0,1.0
averaged,23,0.05,clin,10,7,0.9,6.3,0.0,0.0,1.0
averaged,23,0.05,both,86,56,0.9534883720930233,6.732558139534884,0.0,0.0,1.0
averaged,23,0.05,all,276,139,0.9746376811594203,6.6268115942028984,0.0,0.0,1.0
derm_only_for_mixed,23,0.05,derm,180,76,0.9722222222222222,5.277777777777778,0.0,0.009615384615384616,0.9944444444444445
derm_only_for_mixed,23,0.05,clin,10,7,0.9,4.6,0.0,0.0,1.0
derm_only_for_mixed,23,0.05,both,86,56,0.9883720930232558,5.790697674418604,0.0,0.0,1.0
derm_only_for_mixed,23,0.05,all,276,139,0.9746376811594203,5.413043478260869,0.0,0.0072992700729927005,0.9963768115942029
averaged,23,0.1,derm,180,76,0.9666666666666667,4.783333333333333,0.0,0.019230769230769232,0.9888888888888889
averaged,23,0.1,clin,10,7,0.9,4.0,0.0,0.0,1.0
averaged,23,0.1,both,86,56,0.8953488372093024,4.651162790697675,0.0,0.0,1.0
averaged,23,0.1,all,276,139,0.9420289855072463,4.713768115942029,0.0,0.014598540145985401,0.9927536231884058
derm_only_for_mixed,23,0.1,derm,180,76,0.9555555555555556,4.277777777777778,0.0,0.08653846153846154,0.95
derm_only_for_mixed,23,0.1,clin,10,7,0.9,3.5,0.0,0.0,1.0
derm_only_for_mixed,23,0.1,both,86,56,0.9651162790697675,4.8604651162790695,0.017857142857142856,0.0,0.9883720930232558
derm_only_for_mixed,23,0.1,all,276,139,0.9565217391304348,4.431159420289855,0.007194244604316547,0.06569343065693431,0.9637681159420289
averaged,23,0.15,derm,180,76,0.9388888888888889,3.738888888888889,0.0,0.09615384615384616,0.9444444444444444
averaged,23,0.15,clin,10,7,0.8,2.9,0.0,0.0,1.0
averaged,23,0.15,both,86,56,0.872093023255814,3.697674418604651,0.017857142857142856,0.0,0.9883720930232558
averaged,23,0.15,all,276,139,0.9130434782608695,3.6956521739130435,0.007194244604316547,0.072992700729927,0.9601449275362319
derm_only_for_mixed,23,0.15,derm,180,76,0.9222222222222223,3.5555555555555554,0.0,0.11538461538461539,0.9333333333333333
derm_only_for_mixed,23,0.15,clin,10,7,0.8,2.9,0.0,0.0,1.0
derm_only_for_mixed,23,0.15,both,86,56,0.9186046511627907,4.104651162790698,0.0,0.0,1.0
derm_only_for_mixed,23,0.15,all,276,139,0.9166666666666666,3.7028985507246377,0.0,0.08759124087591241,0.9565217391304348
averaged,24,0.05,derm,211,78,0.95260663507109,5.180094786729858,0.0,0.0,1.0
averaged,24,0.05,clin,14,7,0.8571428571428571,4.285714285714286,0.0,0.0,1.0
averaged,24,0.05,both,78,50,0.8974358974358975,5.269230769230769,0.0,0.0,1.0
averaged,24,0.05,all,303,135,0.933993399339934,5.161716171617162,0.0,0.0,1.0
derm_only_for_mixed,24,0.05,derm,211,78,0.9383886255924171,4.682464454976303,0.01282051282051282,0.007518796992481203,0.990521327014218
derm_only_for_mixed,24,0.05,clin,14,7,0.8571428571428571,4.0,0.0,0.0,1.0
derm_only_for_mixed,24,0.05,both,78,50,0.9743589743589743,5.346153846153846,0.0,0.0,1.0
derm_only_for_mixed,24,0.05,all,303,135,0.9438943894389439,4.821782178217822,0.007407407407407408,0.005952380952380952,0.9933993399339934
averaged,24,0.1,derm,211,78,0.8862559241706162,3.6824644549763033,0.02564102564102564,0.09022556390977443,0.933649289099526
averaged,24,0.1,clin,14,7,0.7857142857142857,3.2142857142857144,0.14285714285714285,0.0,0.9285714285714286
averaged,24,0.1,both,78,50,0.8589743589743589,3.8846153846153846,0.0,0.0,1.0
averaged,24,0.1,all,303,135,0.8745874587458746,3.712871287128713,0.022222222222222223,0.07142857142857142,0.9504950495049505
derm_only_for_mixed,24,0.1,derm,211,78,0.8767772511848341,3.6492890995260665,0.038461538461538464,0.09774436090225563,0.9241706161137441
derm_only_for_mixed,24,0.1,clin,14,7,0.7857142857142857,3.2857142857142856,0.14285714285714285,0.0,0.9285714285714286
derm_only_for_mixed,24,0.1,both,78,50,0.9358974358974359,4.512820512820513,0.0,0.0,1.0
derm_only_for_mixed,24,0.1,all,303,135,0.8877887788778878,3.854785478547855,0.02962962962962963,0.07738095238095238,0.9438943894389439
averaged,24,0.15,derm,211,78,0.8625592417061612,3.175355450236967,0.038461538461538464,0.15789473684210525,0.8862559241706162
averaged,24,0.15,clin,14,7,0.7857142857142857,2.9285714285714284,0.2857142857142857,0.0,0.8571428571428571
averaged,24,0.15,both,78,50,0.8333333333333334,3.41025641025641,0.02,0.0,0.9871794871794872
averaged,24,0.15,all,303,135,0.8514851485148515,3.2244224422442245,0.044444444444444446,0.125,0.9108910891089109
derm_only_for_mixed,24,0.15,derm,211,78,0.8483412322274881,2.933649289099526,0.038461538461538464,0.24060150375939848,0.8341232227488151
derm_only_for_mixed,24,0.15,clin,14,7,0.7857142857142857,2.7857142857142856,0.14285714285714285,0.0,0.9285714285714286
derm_only_for_mixed,24,0.15,both,78,50,0.8717948717948718,3.7948717948717947,0.0,0.03571428571428571,0.9871794871794872
derm_only_for_mixed,24,0.15,all,303,135,0.8514851485148515,3.1485148514851486,0.02962962962962963,0.19642857142857142,0.8778877887788779
averaged,25,0.05,derm,231,75,1.0,5.874458874458875,0.0,0.0,1.0
averaged,25,0.05,clin,18,8,0.8888888888888888,5.555555555555555,0.0,0.0,1.0
averaged,25,0.05,both,73,50,0.9178082191780822,6.013698630136986,0.0,0.0,1.0
averaged,25,0.05,all,322,133,0.9751552795031055,5.888198757763975,0.0,0.0,1.0
derm_only_for_mixed,25,0.05,derm,231,75,0.9913419913419913,5.311688311688312,0.0,0.0,1.0
derm_only_for_mixed,25,0.05,clin,18,8,0.8888888888888888,4.555555555555555,0.0,0.0,1.0
derm_only_for_mixed,25,0.05,both,73,50,1.0,6.082191780821918,0.0,0.0,1.0
derm_only_for_mixed,25,0.05,all,322,133,0.9875776397515528,5.444099378881988,0.0,0.0,1.0
averaged,25,0.1,derm,231,75,0.9567099567099567,4.268398268398268,0.013333333333333334,0.01282051282051282,0.987012987012987
averaged,25,0.1,clin,18,8,0.8333333333333334,4.111111111111111,0.0,0.0,1.0
averaged,25,0.1,both,73,50,0.9041095890410958,4.4520547945205475,0.0,0.0,1.0
averaged,25,0.1,all,322,133,0.937888198757764,4.301242236024844,0.007518796992481203,0.010582010582010581,0.9906832298136646
derm_only_for_mixed,25,0.1,derm,231,75,0.9437229437229437,3.8614718614718613,0.02666666666666667,0.0641025641025641,0.948051948051948
derm_only_for_mixed,25,0.1,clin,18,8,0.8333333333333334,3.8333333333333335,0.0,0.0,1.0
derm_only_for_mixed,25,0.1,both,73,50,0.958904109589041,4.876712328767123,0.0,0.0,1.0
derm_only_for_mixed,25,0.1,all,322,133,0.9409937888198758,4.090062111801243,0.015037593984962405,0.05291005291005291,0.9627329192546584
averaged,25,0.15,derm,231,75,0.9134199134199135,3.2164502164502164,0.02666666666666667,0.1282051282051282,0.9047619047619048
averaged,25,0.15,clin,18,8,0.7777777777777778,3.111111111111111,0.0,0.0,1.0
averaged,25,0.15,both,73,50,0.8493150684931506,3.7260273972602738,0.04,0.0,0.9726027397260274
averaged,25,0.15,all,322,133,0.8913043478260869,3.3260869565217392,0.03007518796992481,0.10582010582010581,0.9254658385093167
derm_only_for_mixed,25,0.15,derm,231,75,0.8874458874458875,2.878787878787879,0.02666666666666667,0.1858974358974359,0.8658008658008658
derm_only_for_mixed,25,0.15,clin,18,8,0.7222222222222222,2.888888888888889,0.0,0.0,1.0
derm_only_for_mixed,25,0.15,both,73,50,0.863013698630137,3.808219178082192,0.02,0.0,0.9863013698630136
derm_only_for_mixed,25,0.15,all,322,133,0.8726708074534162,3.090062111801242,0.022556390977443608,0.15343915343915343,0.9006211180124224
averaged,26,0.05,derm,301,85,0.973421926910299,5.471760797342193,0.0,0.0,1.0
averaged,26,0.05,clin,11,8,0.8181818181818182,5.2727272727272725,0.0,0.0,1.0
averaged,26,0.05,both,93,64,0.946236559139785,5.655913978494624,0.0,0.0,1.0
averaged,26,0.05,all,405,157,0.9629629629629629,5.508641975308642,0.0,0.0,1.0
derm_only_for_mixed,26,0.05,derm,301,85,0.9700996677740864,4.554817275747508,0.0,0.009259259259259259,0.9933554817275747
derm_only_for_mixed,26,0.05,clin,11,8,0.8181818181818182,4.818181818181818,0.0,0.0,1.0
derm_only_for_mixed,26,0.05,both,93,64,0.989247311827957,5.494623655913978,0.0,0.0,1.0
derm_only_for_mixed,26,0.05,all,405,157,0.9703703703703703,4.777777777777778,0.0,0.008064516129032258,0.9950617283950617
averaged,26,0.1,derm,301,85,0.9501661129568106,4.132890365448505,0.03529411764705882,0.032407407407407406,0.9667774086378738
averaged,26,0.1,clin,11,8,0.8181818181818182,3.909090909090909,0.0,0.0,1.0
averaged,26,0.1,both,93,64,0.9354838709677419,4.591397849462366,0.0,0.0,1.0
averaged,26,0.1,all,405,157,0.9432098765432099,4.232098765432099,0.01910828025477707,0.028225806451612902,0.9753086419753086
derm_only_for_mixed,26,0.1,derm,301,85,0.9102990033222591,3.4485049833887045,0.03529411764705882,0.14814814814814814,0.8837209302325582
derm_only_for_mixed,26,0.1,clin,11,8,0.7272727272727273,3.1818181818181817,0.0,0.0,1.0
derm_only_for_mixed,26,0.1,both,93,64,0.967741935483871,4.526881720430108,0.0,0.0,1.0
derm_only_for_mixed,26,0.1,all,405,157,0.9185185185185185,3.688888888888889,0.01910828025477707,0.12903225806451613,0.9135802469135802
averaged,26,0.15,derm,301,85,0.8903654485049833,3.009966777408638,0.03529411764705882,0.21296296296296297,0.8372093023255814
averaged,26,0.15,clin,11,8,0.6363636363636364,2.6363636363636362,0.0,0.0,1.0
averaged,26,0.15,both,93,64,0.9032258064516129,3.806451612903226,0.0,0.0,1.0
averaged,26,0.15,all,405,157,0.8864197530864197,3.1827160493827162,0.01910828025477707,0.18548387096774194,0.8790123456790123
derm_only_for_mixed,26,0.15,derm,301,85,0.8803986710963455,2.840531561461794,0.03529411764705882,0.26851851851851855,0.7973421926910299
derm_only_for_mixed,26,0.15,clin,11,8,0.6363636363636364,2.5454545454545454,0.0,0.0,1.0
derm_only_for_mixed,26,0.15,both,93,64,0.9139784946236559,3.806451612903226,0.0,0.034482758620689655,0.989247311827957
derm_only_for_mixed,26,0.15,all,405,157,0.8814814814814815,3.054320987654321,0.01910828025477707,0.23790322580645162,0.8469135802469135
averaged,27,0.05,derm,296,76,0.972972972972973,5.6925675675675675,0.0,0.0,1.0
averaged,27,0.05,clin,18,12,0.8888888888888888,5.777777777777778,0.0,0.0,1.0
averaged,27,0.05,both,85,58,0.8941176470588236,6.0,0.0,0.0,1.0
averaged,27,0.05,all,399,146,0.9523809523809523,5.761904761904762,0.0,0.0,1.0
derm_only_for_mixed,27,0.05,derm,296,76,0.9493243243243243,4.168918918918919,0.013157894736842105,0.02727272727272727,0.9763513513513513
derm_only_for_mixed,27,0.05,clin,18,12,0.8333333333333334,4.055555555555555,0.0,0.0,1.0
derm_only_for_mixed,27,0.05,both,85,58,0.9411764705882353,5.0588235294117645,0.017241379310344827,0.0,0.9882352941176471
derm_only_for_mixed,27,0.05,all,399,146,0.9423558897243107,4.353383458646617,0.0136986301369863,0.023715415019762844,0.9799498746867168
averaged,27,0.1,derm,296,76,0.9324324324324325,3.6587837837837838,0.02631578947368421,0.07272727272727272,0.9391891891891891
averaged,27,0.1,clin,18,12,0.7777777777777778,3.6666666666666665,0.0,0.0,1.0
averaged,27,0.1,both,85,58,0.8823529411764706,4.176470588235294,0.0,0.0,1.0
averaged,27,0.1,all,399,146,0.9147869674185464,3.769423558897243,0.0136986301369863,0.06324110671936758,0.9548872180451128
derm_only_for_mixed,27,0.1,derm,296,76,0.9290540540540541,3.2466216216216215,0.02631578947368421,0.15,0.8817567567567568
derm_only_for_mixed,27,0.1,clin,18,12,0.7777777777777778,3.388888888888889,0.0,0.0,1.0
derm_only_for_mixed,27,0.1,both,85,58,0.8941176470588236,4.4,0.0,0.0,1.0
derm_only_for_mixed,27,0.1,all,399,146,0.9147869674185464,3.49874686716792,0.0136986301369863,0.13043478260869565,0.9122807017543859
averaged,27,0.15,derm,296,76,0.902027027027027,2.847972972972973,0.039473684210526314,0.22272727272727272,0.8243243243243243
averaged,27,0.15,clin,18,12,0.7777777777777778,3.0555555555555554,0.08333333333333333,0.0,0.9444444444444444
averaged,27,0.15,both,85,58,0.8470588235294118,3.6705882352941175,0.0,0.0,1.0
averaged,27,0.15,all,399,146,0.8847117794486216,3.0325814536340854,0.0273972602739726,0.19367588932806323,0.8671679197994987
derm_only_for_mixed,27,0.15,derm,296,76,0.875,2.418918918918919,0.05263157894736842,0.33636363636363636,0.7364864864864865
derm_only_for_mixed,27,0.15,clin,18,12,0.6666666666666666,2.5,0.0,0.0,1.0
derm_only_for_mixed,27,0.15,both,85,58,0.788235294117647,3.2823529411764705,0.0,0.1111111111111111,0.9647058823529412
derm_only_for_mixed,27,0.15,all,399,146,0.8471177944862155,2.606516290726817,0.0273972602739726,0.30434782608695654,0.7969924812030075
averaged,28,0.05,derm,210,92,0.9952380952380953,6.447619047619048,0.0,0.0,1.0
averaged,28,0.05,clin,14,9,0.8571428571428571,5.785714285714286,0.0,0.0,1.0
averaged,28,0.05,both,89,62,0.9550561797752809,6.325842696629214,0.0,0.0,1.0
averaged,28,0.05,all,313,163,0.9776357827476039,6.383386581469648,0.0,0.0,1.0
derm_only_for_mixed,28,0.05,derm,210,92,0.9857142857142858,5.447619047619048,0.0,0.00847457627118644,0.9952380952380953
derm_only_for_mixed,28,0.05,clin,14,9,0.8571428571428571,4.142857142857143,0.0,0.0,1.0
derm_only_for_mixed,28,0.05,both,89,62,0.9775280898876404,5.752808988764045,0.0,0.0,1.0
derm_only_for_mixed,28,0.05,all,313,163,0.9776357827476039,5.476038338658147,0.0,0.006666666666666667,0.9968051118210862
averaged,28,0.1,derm,210,92,0.9666666666666667,4.976190476190476,0.0,0.00847457627118644,0.9952380952380953
averaged,28,0.1,clin,14,9,0.8571428571428571,3.9285714285714284,0.0,0.0,1.0
averaged,28,0.1,both,89,62,0.9213483146067416,4.595505617977528,0.0,0.0,1.0
averaged,28,0.1,all,313,163,0.9488817891373802,4.821086261980831,0.0,0.006666666666666667,0.9968051118210862
derm_only_for_mixed,28,0.1,derm,210,92,0.9523809523809523,4.319047619047619,0.0,0.0423728813559322,0.9761904761904762
derm_only_for_mixed,28,0.1,clin,14,9,0.8571428571428571,3.7857142857142856,0.0,0.0,1.0
derm_only_for_mixed,28,0.1,both,89,62,0.9325842696629213,4.561797752808989,0.0,0.0,1.0
derm_only_for_mixed,28,0.1,all,313,163,0.9424920127795527,4.364217252396166,0.0,0.03333333333333333,0.9840255591054313
averaged,28,0.15,derm,210,92,0.9142857142857143,3.780952380952381,0.010869565217391304,0.13559322033898305,0.919047619047619
averaged,28,0.15,clin,14,9,0.7857142857142857,3.2142857142857144,0.1111111111111111,0.0,0.9285714285714286
averaged,28,0.15,both,89,62,0.8426966292134831,3.4269662921348316,0.03225806451612903,0.037037037037037035,0.9662921348314607
averaged,28,0.15,all,313,163,0.8881789137380192,3.6549520766773163,0.024539877300613498,0.11333333333333333,0.9329073482428115
derm_only_for_mixed,28,0.15,derm,210,92,0.9047619047619048,3.5047619047619047,0.043478260869565216,0.17796610169491525,0.8809523809523809
derm_only_for_mixed,28,0.15,clin,14,9,0.7142857142857143,2.9285714285714284,0.1111111111111111,0.0,0.9285714285714286
derm_only_for_mixed,28,0.15,both,89,62,0.8314606741573034,3.696629213483146,0.016129032258064516,0.0,0.9887640449438202
derm_only_for_mixed,28,0.15,all,313,163,0.8753993610223643,3.533546325878594,0.03680981595092025,0.14,0.9137380191693291
averaged,29,0.05,derm,283,75,0.9787985865724381,5.855123674911661,0.0,0.0,1.0
averaged,29,0.05,clin,15,12,0.9333333333333333,6.0,0.0,0.0,1.0
averaged,29,0.05,both,88,55,0.9318181818181818,6.1022727272727275,0.0,0.0,1.0
averaged,29,0.05,all,386,142,0.966321243523316,5.917098445595855,0.0,0.0,1.0
derm_only_for_mixed,29,0.05,derm,283,75,0.9611307420494699,4.812720848056537,0.0,0.004807692307692308,0.9964664310954063
derm_only_for_mixed,29,0.05,clin,15,12,0.9333333333333333,4.6,0.0,0.0,1.0
derm_only_for_mixed,29,0.05,both,88,55,1.0,5.7272727272727275,0.0,0.0,1.0
derm_only_for_mixed,29,0.05,all,386,142,0.9689119170984456,5.012953367875648,0.0,0.004098360655737705,0.9974093264248705
averaged,29,0.1,derm,283,75,0.9399293286219081,4.003533568904594,0.0,0.03365384615384615,0.9752650176678446
averaged,29,0.1,clin,15,12,0.9333333333333333,3.933333333333333,0.0,0.0,1.0
averaged,29,0.1,both,88,55,0.8977272727272727,4.454545454545454,0.0,0.0,1.0
averaged,29,0.1,all,386,142,0.9300518134715026,4.103626943005182,0.0,0.028688524590163935,0.9818652849740933
derm_only_for_mixed,29,0.1,derm,283,75,0.9151943462897526,3.4063604240282683,0.0,0.125,0.9081272084805654
derm_only_for_mixed,29,0.1,clin,15,12,0.9333333333333333,3.533333333333333,0.0,0.0,1.0
derm_only_for_mixed,29,0.1,both,88,55,0.9204545454545454,4.545454545454546,0.0,0.0,1.0
derm_only_for_mixed,29,0.1,all,386,142,0.917098445595855,3.6709844559585494,0.0,0.10655737704918032,0.9326424870466321
averaged,29,0.15,derm,283,75,0.8939929328621908,3.067137809187279,0.0,0.1778846153846154,0.8692579505300353
averaged,29,0.15,clin,15,12,0.8666666666666667,3.0,0.0,0.0,1.0
averaged,29,0.15,both,88,55,0.8522727272727273,3.8863636363636362,0.01818181818181818,0.0,0.9886363636363636
averaged,29,0.15,all,386,142,0.883419689119171,3.2512953367875648,0.007042253521126761,0.15163934426229508,0.9015544041450777
derm_only_for_mixed,29,0.15,derm,283,75,0.8798586572438163,2.7597173144876326,0.013333333333333334,0.28365384615384615,0.7879858657243817
derm_only_for_mixed,29,0.15,clin,15,12,0.8,2.8666666666666667,0.0,0.0,1.0
derm_only_for_mixed,29,0.15,both,88,55,0.8863636363636364,3.9318181818181817,0.0,0.0,1.0
derm_only_for_mixed,29,0.15,all,386,142,0.8782383419689119,3.0310880829015545,0.007042253521126761,0.24180327868852458,0.844559585492228
averaged,30,0.05,derm,289,104,0.9930795847750865,6.024221453287197,0.0,0.0,1.0
averaged,30,0.05,clin,16,10,1.0,6.0,0.0,0.0,1.0
averaged,30,0.05,both,66,41,0.8939393939393939,5.863636363636363,0.0,0.0,1.0
averaged,30,0.05,all,371,155,0.9757412398921833,5.994609164420485,0.0,0.0,1.0
derm_only_for_mixed,30,0.05,derm,289,104,0.9792387543252595,5.072664359861592,0.0,0.016216216216216217,0.9896193771626297
derm_only_for_mixed,30,0.05,clin,16,10,0.9375,4.8125,0.0,0.0,1.0
derm_only_for_mixed,30,0.05,both,66,41,0.9848484848484849,5.621212121212121,0.0,0.0,1.0
derm_only_for_mixed,30,0.05,all,371,155,0.9784366576819407,5.159029649595688,0.0,0.013888888888888888,0.9919137466307277
averaged,30,0.1,derm,289,104,0.9446366782006921,4.176470588235294,0.019230769230769232,0.043243243243243246,0.9653979238754326
averaged,30,0.1,clin,16,10,0.8125,3.875,0.1,0.0,0.9375
averaged,30,0.1,both,66,41,0.8787878787878788,4.287878787878788,0.0,0.0,1.0
averaged,30,0.1,all,371,155,0.9272237196765498,4.183288409703504,0.01935483870967742,0.037037037037037035,0.9703504043126685
derm_only_for_mixed,30,0.1,derm,289,104,0.916955017301038,3.550173010380623,0.028846153846153848,0.17297297297297298,0.8788927335640139
derm_only_for_mixed,30,0.1,clin,16,10,0.75,3.3125,0.1,0.0,0.9375
derm_only_for_mixed,30,0.1,both,66,41,0.9090909090909091,4.136363636363637,0.0,0.0,1.0
derm_only_for_mixed,30,0.1,all,371,155,0.9083557951482479,3.6442048517520216,0.025806451612903226,0.14814814814814814,0.9029649595687331
averaged,30,0.15,derm,289,104,0.9065743944636678,3.217993079584775,0.028846153846153848,0.1891891891891892,0.8685121107266436
averaged,30,0.15,clin,16,10,0.6875,2.625,0.1,0.0,0.9375
averaged,30,0.15,both,66,41,0.803030303030303,3.4242424242424243,0.04878048780487805,0.04,0.9545454545454546
averaged,30,0.15,all,371,155,0.8787061994609164,3.22911051212938,0.03870967741935484,0.16666666666666666,0.8867924528301887
derm_only_for_mixed,30,0.15,derm,289,104,0.9100346020761245,3.114186851211073,0.028846153846153848,0.23243243243243245,0.8408304498269896
derm_only_for_mixed,30,0.15,clin,16,10,0.625,2.6875,0.1,0.0,0.9375
derm_only_for_mixed,30,0.15,both,66,41,0.8787878787878788,3.5454545454545454,0.0,0.0,1.0
derm_only_for_mixed,30,0.15,all,371,155,0.8921832884097035,3.1725067385444743,0.025806451612903226,0.19907407407407407,0.8733153638814016
averaged,31,0.05,derm,225,90,0.9688888888888889,6.115555555555556,0.0,0.0,1.0
averaged,31,0.05,clin,16,9,1.0,5.125,0.0,0.0,1.0
averaged,31,0.05,both,84,51,0.9642857142857143,5.916666666666667,0.0,0.0,1.0
averaged,31,0.05,all,325,150,0.9692307692307692,6.015384615384615,0.0,0.0,1.0
derm_only_for_mixed,31,0.05,derm,225,90,0.9555555555555556,5.057777777777778,0.0,0.014814814814814815,0.9911111111111112
derm_only_for_mixed,31,0.05,clin,16,9,1.0,4.1875,0.0,0.0,1.0
derm_only_for_mixed,31,0.05,both,84,51,1.0,5.5,0.0,0.0,1.0
derm_only_for_mixed,31,0.05,all,325,150,0.9692307692307692,5.1292307692307695,0.0,0.011428571428571429,0.9938461538461538
averaged,31,0.1,derm,225,90,0.9244444444444444,4.52,0.0,0.05185185185185185,0.9688888888888889
averaged,31,0.1,clin,16,9,1.0,3.9375,0.0,0.0,1.0
averaged,31,0.1,both,84,51,0.9166666666666666,4.285714285714286,0.0,0.0,1.0
averaged,31,0.1,all,325,150,0.9261538461538461,4.430769230769231,0.0,0.04,0.9784615384615385
derm_only_for_mixed,31,0.1,derm,225,90,0.9066666666666666,4.262222222222222,0.0,0.05925925925925926,0.9644444444444444
derm_only_for_mixed,31,0.1,clin,16,9,1.0,3.75,0.0,0.0,1.0
derm_only_for_mixed,31,0.1,both,84,51,0.9761904761904762,4.5476190476190474,0.0,0.0,1.0
derm_only_for_mixed,31,0.1,all,325,150,0.9292307692307692,4.310769230769231,0.0,0.045714285714285714,0.9753846153846154
averaged,31,0.15,derm,225,90,0.8977777777777778,3.7422222222222223,0.0,0.11851851851851852,0.9288888888888889
averaged,31,0.15,clin,16,9,0.9375,3.1875,0.0,0.0,1.0
averaged,31,0.15,both,84,51,0.8928571428571429,3.5833333333333335,0.0,0.030303030303030304,0.9880952380952381
averaged,31,0.15,all,325,150,0.8984615384615384,3.6738461538461538,0.0,0.09714285714285714,0.9476923076923077
derm_only_for_mixed,31,0.15,derm,225,90,0.8533333333333334,3.071111111111111,0.011111111111111112,0.2,0.8755555555555555
derm_only_for_mixed,31,0.15,clin,16,9,0.8125,2.6875,0.0,0.0,1.0
derm_only_for_mixed,31,0.15,both,84,51,0.8333333333333334,3.3333333333333335,0.0,0.06060606060606061,0.9761904761904762
derm_only_for_mixed,31,0.15,all,325,150,0.8461538461538461,3.12,0.006666666666666667,0.1657142857142857,0.9076923076923077
averaged,32,0.05,derm,194,92,0.979381443298969,6.314432989690721,0.0,0.0,1.0
averaged,32,0.05,clin,15,14,0.9333333333333333,6.0,0.0,0.0,1.0
averaged,32,0.05,both,88,58,0.9318181818181818,6.204545454545454,0.0,0.0,1.0
averaged,32,0.05,all,297,164,0.9629629629629629,6.265993265993266,0.0,0.0,1.0
derm_only_for_mixed,32,0.05,derm,194,92,0.9536082474226805,5.34020618556701,0.0,0.0,1.0
derm_only_for_mixed,32,0.05,clin,15,14,0.9333333333333333,4.933333333333334,0.0,0.0,1.0
derm_only_for_mixed,32,0.05,both,88,58,0.9772727272727273,5.909090909090909,0.0,0.0,1.0
derm_only_for_mixed,32,0.05,all,297,164,0.9595959595959596,5.488215488215488,0.0,0.0,1.0
averaged,32,0.1,derm,194,92,0.9329896907216495,4.463917525773196,0.0,0.0392156862745098,0.979381443298969
averaged,32,0.1,clin,15,14,0.9333333333333333,4.0,0.0,0.0,1.0
averaged,32,0.1,both,88,58,0.8863636363636364,4.3522727272727275,0.0,0.0,1.0
averaged,32,0.1,all,297,164,0.9191919191919192,4.407407407407407,0.0,0.03007518796992481,0.9865319865319865
derm_only_for_mixed,32,0.1,derm,194,92,0.9278350515463918,4.319587628865979,0.0,0.058823529411764705,0.9690721649484536
derm_only_for_mixed,32,0.1,clin,15,14,0.9333333333333333,3.933333333333333,0.0,0.0,1.0
derm_only_for_mixed,32,0.1,both,88,58,0.9318181818181818,4.784090909090909,0.0,0.0,1.0
derm_only_for_mixed,32,0.1,all,297,164,0.9292929292929293,4.437710437710438,0.0,0.045112781954887216,0.9797979797979798
averaged,32,0.15,derm,194,92,0.9123711340206185,3.716494845360825,0.0,0.13725490196078433,0.9278350515463918
averaged,32,0.15,clin,15,14,0.8,3.2666666666666666,0.0,0.0,1.0
averaged,32,0.15,both,88,58,0.875,3.715909090909091,0.0,0.03333333333333333,0.9886363636363636
averaged,32,0.15,all,297,164,0.8956228956228957,3.6936026936026938,0.0,0.11278195488721804,0.9494949494949495
derm_only_for_mixed,32,0.15,derm,194,92,0.8865979381443299,3.4278350515463916,0.0,0.19607843137254902,0.8969072164948454
derm_only_for_mixed,32,0.15,clin,15,14,0.8,3.1333333333333333,0.0,0.0,1.0
derm_only_for_mixed,32,0.15,both,88,58,0.9090909090909091,4.0,0.0,0.0,1.0
derm_only_for_mixed,32,0.15,all,297,164,0.8888888888888888,3.5824915824915826,0.0,0.15037593984962405,0.9326599326599326
averaged,33,0.05,derm,325,84,0.9938461538461538,6.126153846153846,0.0,0.0,1.0
averaged,33,0.05,clin,19,13,0.8947368421052632,6.157894736842105,0.0,0.0,1.0
averaged,33,0.05,both,67,49,0.9104477611940298,6.08955223880597,0.0,0.0,1.0
averaged,33,0.05,all,411,146,0.975669099756691,6.121654501216545,0.0,0.0,1.0
derm_only_for_mixed,33,0.05,derm,325,84,0.9753846153846154,4.655384615384615,0.0,0.02074688796680498,0.9846153846153847
derm_only_for_mixed,33,0.05,clin,19,13,0.8947368421052632,4.631578947368421,0.0,0.0,1.0
derm_only_for_mixed,33,0.05,both,67,49,0.9253731343283582,5.223880597014926,0.0,0.0,1.0
derm_only_for_mixed,33,0.05,all,411,146,0.9635036496350365,4.746958637469587,0.0,0.018867924528301886,0.9878345498783455
averaged,33,0.1,derm,325,84,0.9569230769230769,4.0830769230769235,0.011904761904761904,0.04979253112033195,0.96
averaged,33,0.1,clin,19,13,0.8947368421052632,4.105263157894737,0.0,0.0,1.0
averaged,33,0.1,both,67,49,0.8656716417910447,4.2388059701492535,0.0,0.0,1.0
averaged,33,0.1,all,411,146,0.9391727493917275,4.109489051094891,0.00684931506849315,0.045283018867924525,0.9683698296836983
derm_only_for_mixed,33,0.1,derm,325,84,0.9384615384615385,3.4953846153846153,0.023809523809523808,0.14522821576763487,0.8861538461538462
derm_only_for_mixed,33,0.1,clin,19,13,0.7894736842105263,3.473684210526316,0.0,0.0,1.0
derm_only_for_mixed,33,0.1,both,67,49,0.8656716417910447,4.2388059701492535,0.0,0.0,1.0
derm_only_for_mixed,33,0.1,all,411,146,0.9197080291970803,3.6155717761557176,0.0136986301369863,0.1320754716981132,0.9099756690997567
