cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
pad,4,0.05,M3,76,False,0.8688524590163934,0.8863636363636364,0.0,1.0,1.0,7.278688524590164,61
pad,4,0.05,M4,10,True,1.0,1.0,0.0,1.0,1.0,8.0,9
pad,4,0.05,M5,3,True,1.0,1.0,0.0,1.0,1.0,8.0,3
pad,4,0.1,B,18,False,1.0,1.0,,1.0,1.0,4.6,25
pad,4,0.1,M1,24,False,0.8275862068965517,0.8645833333333333,0.0,1.0,1.0,4.724137931034483,29
pad,4,0.1,M2,161,False,0.9329268292682927,0.9282407407407407,0.0,1.0,1.0,5.213414634146342,164
pad,4,0.1,M3,76,False,0.7704918032786885,0.7727272727272727,0.0,1.0,1.0,4.786885245901639,61
pad,4,0.1,M4,10,False,1.0,1.0,0.0,1.0,1.0,6.0,9
pad,4,0.1,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.333333333333333,3
pad,4,0.15,B,18,False,0.92,0.9047619047619048,,1.0,1.0,3.88,25
pad,4,0.15,M1,24,False,0.8275862068965517,0.8645833333333333,0.0,1.0,1.0,4.310344827586207,29
pad,4,0.15,M2,161,False,0.8658536585365854,0.8757716049382717,0.0,1.0,1.0,4.402439024390244,164
pad,4,0.15,M3,76,False,0.7213114754098361,0.7481060606060607,0.0,1.0,1.0,4.032786885245901,61
pad,4,0.15,M4,10,False,1.0,1.0,0.0,1.0,1.0,5.333333333333333,9
pad,4,0.15,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,3
hiba,5,0.05,B,173,False,0.9932885906040269,0.9923076923076923,,1.0,1.0,6.4630872483221475,149
hiba,5,0.05,M1,20,False,1.0,1.0,0.0,1.0,1.0,6.681818181818182,22
hiba,5,0.05,M2,225,False,0.9913793103448276,0.9888888888888889,0.0,1.0,1.0,6.818965517241379,116
hiba,5,0.05,M3,18,True,1.0,1.0,0.0,1.0,1.0,7.458333333333333,24
hiba,5,0.1,B,173,False,0.9731543624161074,0.9461538461538461,,1.0,1.0,4.785234899328859,149
hiba,5,0.1,M1,20,False,1.0,1.0,0.0,1.0,1.0,5.681818181818182,22
hiba,5,0.1,M2,225,False,0.9482758620689655,0.9555555555555556,0.0,1.0,1.0,5.482758620689655,116
hiba,5,0.1,M3,18,False,1.0,1.0,0.0,1.0,1.0,6.125,24
hiba,5,0.15,B,173,False,0.959731543624161,0.9358974358974358,,0.9932885906040269,0.9974358974358976,3.9328859060402683,149
hiba,5,0.15,M1,20,False,0.9545454545454546,0.9761904761904762,0.0,1.0,1.0,4.045454545454546,22
hiba,5,0.15,M2,225,False,0.896551724137931,0.8944444444444445,0.0,1.0,1.0,4.818965517241379,116
hiba,5,0.15,M3,18,False,1.0,1.0,0.0,1.0,1.0,5.083333333333333,24
pad,5,0.05,B,26,False,1.0,1.0,,1.0,1.0,5.642857142857143,14
pad,5,0.05,M1,27,False,1.0,1.0,0.0,1.0,1.0,5.421052631578948,19
pad,5,0.05,M2,165,False,0.9139072847682119,0.9214743589743589,0.0,1.0,1.0,5.304635761589404,151
pad,5,0.05,M3,75,False,1.0,1.0,0.0,1.0,1.0,5.851351351351352,74
pad,5,0.05,M4,4,True,1.0,1.0,0.0,1.0,1.0,6.3125,16
pad,5,0.05,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.333333333333333,3
pad,5,0.1,B,26,False,1.0,1.0,,1.0,1.0,5.357142857142857,14
pad,5,0.1,M1,27,False,0.9473684210526315,0.9230769230769231,0.0,1.0,1.0,5.0,19
pad,5,0.1,M2,165,False,0.8675496688741722,0.875801282051282,0.0,1.0,1.0,5.086092715231788,151
pad,5,0.1,M3,75,False,0.9594594594594594,0.9444444444444444,0.0,1.0,1.0,5.1891891891891895,74
pad,5,0.1,M4,4,True,1.0,1.0,0.0,1.0,1.0,6.25,16
pad,5,0.1,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.333333333333333,3
pad,5,0.15,B,26,False,1.0,1.0,,1.0,1.0,4.928571428571429,14
pad,5,0.15,M1,27,False,0.9473684210526315,0.9230769230769231,0.0,1.0,1.0,4.052631578947368,19
pad,5,0.15,M2,165,False,0.8543046357615894,0.8685897435897435,0.0,1.0,1.0,4.509933774834437,151
pad,5,0.15,M3,75,False,0.9054054054054054,0.8666666666666667,0.0,1.0,1.0,4.5675675675675675,74
pad,5,0.15,M4,4,True,1.0,1.0,0.0,1.0,1.0,5.6875,16
pad,5,0.15,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,3
hiba,6,0.05,B,165,False,0.9618320610687023,0.9566210045662101,,1.0,1.0,5.938931297709924,131
hiba,6,0.05,M1,28,False,1.0,1.0,0.0,1.0,1.0,5.75,12
hiba,6,0.05,M2,221,False,0.9743589743589743,0.9680851063829787,0.0,1.0,1.0,6.572649572649572,117
hiba,6,0.05,M3,23,False,1.0,1.0,0.0,1.0,1.0,6.384615384615385,13
hiba,6,0.1,B,165,False,0.8702290076335878,0.8557077625570776,,0.9923664122137404,0.9977168949771689,3.8702290076335877,131
hiba,6,0.1,M1,28,False,0.9166666666666666,0.9166666666666666,0.0,1.0,1.0,3.5,12
hiba,6,0.1,M2,221,False,0.905982905982906,0.8882978723404256,0.0,1.0,1.0,5.0085470085470085,117
hiba,6,0.1,M3,23,False,1.0,1.0,0.0,1.0,1.0,5.615384615384615,13
hiba,6,0.15,B,165,False,0.8473282442748091,0.8449771689497717,,0.9770992366412213,0.9817351598173517,3.450381679389313,131
hiba,6,0.15,M1,28,False,0.8333333333333334,0.8611111111111112,0.08333333333333333,0.9166666666666666,0.9444444444444445,2.9166666666666665,12
hiba,6,0.15,M2,221,False,0.8974358974358975,0.8829787234042553,0.0,1.0,1.0,4.538461538461538,117
hiba,6,0.15,M3,23,False,1.0,1.0,0.0,1.0,1.0,5.384615384615385,13
pad,6,0.05,B,22,False,0.8421052631578947,0.8235294117647058,,1.0,1.0,5.052631578947368,19
pad,6,0.05,M1,24,False,1.0,1.0,0.0,1.0,1.0,5.153846153846154,26
pad,6,0.05,M2,157,False,0.9454545454545454,0.9717261904761905,0.0,1.0,1.0,5.036363636363636,165
pad,6,0.05,M3,73,False,0.96,0.9627659574468085,0.0,1.0,1.0,5.266666666666667,75
pad,6,0.05,M4,9,True,1.0,1.0,0.0,1.0,1.0,5.7,10
pad,6,0.05,M5,4,True,1.0,1.0,0.0,1.0,1.0,6.0,1
pad,6,0.1,B,22,False,0.8421052631578947,0.8235294117647058,,1.0,1.0,4.315789473684211,19
pad,6,0.1,M1,24,False,1.0,1.0,0.0,1.0,1.0,5.153846153846154,26
pad,6,0.1,M2,157,False,0.8909090909090909,0.9084821428571429,0.0,1.0,1.0,4.648484848484848,165
pad,6,0.1,M3,73,False,0.84,0.8617021276595744,0.0,1.0,1.0,4.626666666666667,75
