cohort,draw,alpha,stratum,coverage,n_test,referral
hiba,47,0.15,cov-MEL,0.8,45,
hiba,47,0.15,sens-MEL,,45,0.8888888888888888
hiba,47,0.15,cov-NV,0.975609756097561,123,
hiba,47,0.15,cov-BCC,0.9180327868852459,61,
hiba,47,0.15,sens-BCC,,61,1.0
hiba,47,0.15,cov-AK,0.8461538461538461,13,
hiba,47,0.15,sens-AK,,13,1.0
hiba,47,0.15,cov-BKL,0.9444444444444444,18,
hiba,47,0.15,cov-DF,0.23076923076923078,13,
hiba,47,0.15,cov-VASC,0.8,5,
hiba,47,0.15,cov-SCC,0.6086956521739131,23,
hiba,47,0.15,sens-SCC,,23,0.9565217391304348
pad,47,0.05,cov-MEL,1.0,8,
pad,47,0.05,sens-MEL,,8,1.0
pad,47,0.05,cov-NV,0.9230769230769231,13,
pad,47,0.05,cov-BCC,0.9805194805194806,154,
pad,47,0.05,sens-BCC,,154,1.0
pad,47,0.05,cov-AK,0.9636363636363636,55,
pad,47,0.05,sens-AK,,55,1.0
pad,47,0.05,cov-BKL,0.9090909090909091,11,
pad,47,0.05,cov-SCC,0.9024390243902439,41,
pad,47,0.05,sens-SCC,,41,1.0
pad,47,0.1,cov-MEL,1.0,8,
pad,47,0.1,sens-MEL,,8,1.0
pad,47,0.1,cov-NV,0.8461538461538461,13,
pad,47,0.1,cov-BCC,0.9285714285714286,154,
pad,47,0.1,sens-BCC,,154,1.0
pad,47,0.1,cov-AK,0.9090909090909091,55,
pad,47,0.1,sens-AK,,55,1.0
pad,47,0.1,cov-BKL,0.9090909090909091,11,
pad,47,0.1,cov-SCC,0.8292682926829268,41,
pad,47,0.1,sens-SCC,,41,1.0
pad,47,0.15,cov-MEL,0.875,8,
pad,47,0.15,sens-MEL,,8,1.0
pad,47,0.15,cov-NV,0.8461538461538461,13,
pad,47,0.15,cov-BCC,0.8571428571428571,154,
pad,47,0.15,sens-BCC,,154,1.0
pad,47,0.15,cov-AK,0.8545454545454545,55,
pad,47,0.15,sens-AK,,55,1.0
pad,47,0.15,cov-BKL,0.9090909090909091,11,
pad,47,0.15,cov-SCC,0.6585365853658537,41,
pad,47,0.15,sens-SCC,,41,1.0
hiba,48,0.05,cov-MEL,0.9629629629629629,54,
hiba,48,0.05,sens-MEL,,54,1.0
hiba,48,0.05,cov-NV,1.0,86,
hiba,48,0.05,cov-BCC,0.9538461538461539,65,
hiba,48,0.05,sens-BCC,,65,1.0
hiba,48,0.05,cov-AK,1.0,7,
hiba,48,0.05,sens-AK,,7,1.0
hiba,48,0.05,cov-BKL,1.0,18,
hiba,48,0.05,cov-DF,1.0,8,
hiba,48,0.05,cov-VASC,1.0,7,
hiba,48,0.05,cov-SCC,0.8571428571428571,28,
hiba,48,0.05,sens-SCC,,28,1.0
hiba,48,0.1,cov-MEL,0.8703703703703703,54,
hiba,48,0.1,sens-MEL,,54,0.9629629629629629
hiba,48,0.1,cov-NV,1.0,86,
hiba,48,0.1,cov-BCC,0.8615384615384616,65,
hiba,48,0.1,sens-BCC,,65,1.0
hiba,48,0.1,cov-AK,0.8571428571428571,7,
hiba,48,0.1,sens-AK,,7,1.0
hiba,48,0.1,cov-BKL,1.0,18,
hiba,48,0.1,cov-DF,1.0,8,
hiba,48,0.1,cov-VASC,0.8571428571428571,7,
hiba,48,0.1,cov-SCC,0.7857142857142857,28,
hiba,48,0.1,sens-SCC,,28,1.0
hiba,48,0.15,cov-MEL,0.8333333333333334,54,
hiba,48,0.15,sens-MEL,,54,0.9259259259259259
hiba,48,0.15,cov-NV,1.0,86,
hiba,48,0.15,cov-BCC,0.8461538461538461,65,
hiba,48,0.15,sens-BCC,,65,1.0
hiba,48,0.15,cov-AK,0.8571428571428571,7,
hiba,48,0.15,sens-AK,,7,1.0
hiba,48,0.15,cov-BKL,0.8888888888888888,18,
hiba,48,0.15,cov-DF,0.75,8,
hiba,48,0.15,cov-VASC,0.8571428571428571,7,
hiba,48,0.15,cov-SCC,0.6428571428571429,28,
hiba,48,0.15,sens-SCC,,28,0.9642857142857143
pad,48,0.05,cov-MEL,1.0,9,
pad,48,0.05,sens-MEL,,9,1.0
pad,48,0.05,cov-NV,1.0,16,
pad,48,0.05,cov-BCC,1.0,160,
pad,48,0.05,sens-BCC,,160,1.0
pad,48,0.05,cov-AK,0.953125,64,
pad,48,0.05,sens-AK,,64,1.0
pad,48,0.05,cov-BKL,1.0,6,
pad,48,0.05,cov-SCC,0.8666666666666667,30,
pad,48,0.05,sens-SCC,,30,1.0
pad,48,0.1,cov-MEL,0.8888888888888888,9,
pad,48,0.1,sens-MEL,,9,1.0
pad,48,0.1,cov-NV,1.0,16,
pad,48,0.1,cov-BCC,0.9625,160,
pad,48,0.1,sens-BCC,,160,1.0
pad,48,0.1,cov-AK,0.9375,64,
pad,48,0.1,sens-AK,,64,1.0
pad,48,0.1,cov-BKL,0.8333333333333334,6,
pad,48,0.1,cov-SCC,0.7,30,
pad,48,0.1,sens-SCC,,30,1.0
pad,48,0.15,cov-MEL,0.8888888888888888,9,
pad,48,0.15,sens-MEL,,9,1.0
pad,48,0.15,cov-NV,1.0,16,
pad,48,0.15,cov-BCC,0.93125,160,
pad,48,0.15,sens-BCC,,160,1.0
pad,48,0.15,cov-AK,0.875,64,
pad,48,0.15,sens-AK,,64,1.0
pad,48,0.15,cov-BKL,0.8333333333333334,6,
pad,48,0.15,cov-SCC,0.6333333333333333,30,
pad,48,0.15,sens-SCC,,30,1.0
hiba,49,0.05,cov-MEL,0.96,50,
hiba,49,0.05,sens-MEL,,50,1.0
hiba,49,0.05,cov-NV,1.0,152,
hiba,49,0.05,cov-BCC,0.96875,64,
hiba,49,0.05,sens-BCC,,64,1.0
hiba,49,0.05,cov-AK,0.9,10,
hiba,49,0.05,sens-AK,,10,1.0
hiba,49,0.05,cov-BKL,1.0,14,
hiba,49,0.05,cov-DF,0.7272727272727273,11,
hiba,49,0.05,cov-VASC,1.0,10,
hiba,49,0.05,cov-SCC,0.7777777777777778,27,
hiba,49,0.05,sens-SCC,,27,1.0
hiba,49,0.1,cov-MEL,0.88,50,
hiba,49,0.1,sens-MEL,,50,0.96
hiba,49,0.1,cov-NV,0.9868421052631579,152,
hiba,49,0.1,cov-BCC,0.9375,64,
hiba,49,0.1,sens-BCC,,64,1.0
hiba,49,0.1,cov-AK,0.9,10,
hiba,49,0.1,sens-AK,,10,1.0
hiba,49,0.1,cov-BKL,1.0,14,
hiba,49,0.1,cov-DF,0.45454545454545453,11,
hiba,49,0.1,cov-VASC,0.9,10,
hiba,49,0.1,cov-SCC,0.7407407407407407,27,
hiba,49,0.1,sens-SCC,,27,1.0
hiba,49,0.15,cov-MEL,0.86,50,
hiba,49,0.15,sens-MEL,,50,0.94
hiba,49,0.15,cov-NV,0.9539473684210527,152,
hiba,49,0.15,cov-BCC,0.921875,64,
hiba,49,0.15,sens-BCC,,64,1.0
hiba,49,0.15,cov-AK,0.9,10,
hiba,49,0.15,sens-AK,,10,1.0
hiba,49,0.15,cov-BKL,1.0,14,
hiba,49,0.15,cov-DF,0.18181818181818182,11,
hiba,49,0.15,cov-VASC,0.5,10,
hiba,49,0.15,cov-SCC,0.5925925925925926,27,
hiba,49,0.15,sens-SCC,,27,0.9629629629629629
pad,49,0.05,cov-MEL,1.0,10,
pad,49,0.05,sens-MEL,,10,1.0
pad,49,0.05,cov-NV,1.0,7,
pad,49,0.05,cov-BCC,0.959731543624161,149,
pad,49,0.05,sens-BCC,,149,1.0
pad,49,0.05,cov-AK,0.9206349206349206,63,
pad,49,0.05,sens-AK,,63,1.0
pad,49,0.05,cov-BKL,1.0,6,
pad,49,0.05,cov-SCC,0.84375,32,
pad,49,0.05,sens-SCC,,32,1.0
pad,49,0.1,cov-MEL,1.0,10,
pad,49,0.1,sens-MEL,,10,1.0
pad,49,0.1,cov-NV,1.0,7,
pad,49,0.1,cov-BCC,0.8926174496644296,149,
pad,49,0.1,sens-BCC,,149,1.0
pad,49,0.1,cov-AK,0.8571428571428571,63,
pad,49,0.1,sens-AK,,63,1.0
pad,49,0.1,cov-BKL,0.8333333333333334,6,
pad,49,0.1,cov-SCC,0.75,32,
pad,49,0.1,sens-SCC,,32,1.0
pad,49,0.15,cov-MEL,0.9,10,
pad,49,0.15,sens-MEL,,10,1.0
pad,49,0.15,cov-NV,0.8571428571428571,7,
pad,49,0.15,cov-BCC,0.87248322147651,149,
pad,49,0.15,sens-BCC,,149,1.0
pad,49,0.15,cov-AK,0.8253968253968254,63,
pad,49,0.15,sens-AK,,63,1.0
pad,49,0.15,cov-BKL,0.6666666666666666,6,
pad,49,0.15,cov-SCC,0.59375,32,
pad,49,0.15,sens-SCC,,32,1.0
hiba,50,0.05,cov-MEL,1.0,44,
hiba,50,0.05,sens-MEL,,44,1.0
hiba,50,0.05,cov-NV,1.0,206,
hiba,50,0.05,cov-BCC,1.0,83,
hiba,50,0.05,sens-BCC,,83,1.0
hiba,50,0.05,cov-AK,1.0,8,
hiba,50,0.05,sens-AK,,8,1.0
hiba,50,0.05,cov-BKL,1.0,11,
hiba,50,0.05,cov-DF,0.9090909090909091,11,
hiba,50,0.05,cov-VASC,1.0,12,
hiba,50,0.05,cov-SCC,0.90625,32,
hiba,50,0.05,sens-SCC,,32,1.0
hiba,50,0.1,cov-MEL,0.9318181818181818,44,
hiba,50,0.1,sens-MEL,,44,0.9772727272727273
hiba,50,0.1,cov-NV,1.0,206,
hiba,50,0.1,cov-BCC,0.9759036144578314,83,
hiba,50,0.1,sens-BCC,,83,1.0
hiba,50,0.1,cov-AK,0.875,8,
hiba,50,0.1,sens-AK,,8,1.0
hiba,50,0.1,cov-BKL,1.0,11,
hiba,50,0.1,cov-DF,0.7272727272727273,11,
hiba,50,0.1,cov-VASC,1.0,12,
hiba,50,0.1,cov-SCC,0.90625,32,
hiba,50,0.1,sens-SCC,,32,1.0
hiba,50,0.15,cov-MEL,0.9318181818181818,44,
hiba,50,0.15,sens-MEL,,44,0.9318181818181818
hiba,50,0.15,cov-NV,1.0,206,
hiba,50,0.15,cov-BCC,0.9397590361445783,83,
hiba,50,0.15,sens-BCC,,83,0.9879518072289156
hiba,50,0.15,cov-AK,0.875,8,
hiba,50,0.15,sens-AK,,8,1.0
hiba,50,0.15,cov-BKL,1.0,11,
hiba,50,0.15,cov-DF,0.45454545454545453,11,
hiba,50,0.15,cov-VASC,1.0,12,
hiba,50,0.15,cov-SCC,0.78125,32,
hiba,50,0.15,sens-SCC,,32,0.96875
pad,50,0.05,cov-MEL,0.8888888888888888,9,
pad,50,0.05,sens-MEL,,9,1.0
pad,50,0.05,cov-NV,0.8125,16,
pad,50,0.05,cov-BCC,0.9815950920245399,163,
pad,50,0.05,sens-BCC,,163,1.0
pad,50,0.05,cov-AK,0.9444444444444444,54,
pad,50,0.05,sens-AK,,54,1.0
pad,50,0.05,cov-BKL,0.7777777777777778,9,
pad,50,0.05,cov-SCC,0.8620689655172413,29,
pad,50,0.05,sens-SCC,,29,1.0
pad,50,0.1,cov-MEL,0.7777777777777778,9,
pad,50,0.1,sens-MEL,,9,1.0
pad,50,0.1,cov-NV,0.8125,16,
pad,50,0.1,cov-BCC,0.9263803680981595,163,
pad,50,0.1,sens-BCC,,163,1.0
pad,50,0.1,cov-AK,0.8888888888888888,54,
pad,50,0.1,sens-AK,,54,1.0
pad,50,0.1,cov-BKL,0.7777777777777778,9,
pad,50,0.1,cov-SCC,0.7931034482758621,29,
pad,50,0.1,sens-SCC,,29,1.0
pad,50,0.15,cov-MEL,0.7777777777777778,9,
pad,50,0.15,sens-MEL,,9,1.0
pad,50,0.15,cov-NV,0.8125,16,
pad,50,0.15,cov-BCC,0.8711656441717791,163,
pad,50,0.15,sens-BCC,,163,1.0
pad,50,0.15,cov-AK,0.8518518518518519,54,
pad,50,0.15,sens-AK,,54,1.0
pad,50,0.15,cov-BKL,0.7777777777777778,9,
pad,50,0.15,cov-SCC,0.7586206896551724,29,
pad,50,0.15,sens-SCC,,29,1.0
hiba,51,0.05,cov-MEL,0.9767441860465116,43,
hiba,51,0.05,sens-MEL,,43,1.0
hiba,51,0.05,cov-NV,1.0,123,
hiba,51,0.05,cov-BCC,1.0,69,
hiba,51,0.05,sens-BCC,,69,1.0
hiba,51,0.05,cov-AK,1.0,10,
hiba,51,0.05,sens-AK,,10,1.0
hiba,51,0.05,cov-BKL,1.0,23,
hiba,51,0.05,cov-DF,0.8888888888888888,9,
hiba,51,0.05,cov-VASC,1.0,6,
hiba,51,0.05,cov-SCC,0.9,30,
hiba,51,0.05,sens-SCC,,30,1.0
hiba,51,0.1,cov-MEL,0.9302325581395349,43,
hiba,51,0.1,sens-MEL,,43,1.0
hiba,51,0.1,cov-NV,1.0,123,
hiba,51,0.1,cov-BCC,0.9565217391304348,69,
hiba,51,0.1,sens-BCC,,69,1.0
hiba,51,0.1,cov-AK,1.0,10,
hiba,51,0.1,sens-AK,,10,1.0
hiba,51,0.1,cov-BKL,1.0,23,
hiba,51,0.1,cov-DF,0.4444444444444444,9,
hiba,51,0.1,cov-VASC,1.0,6,
hiba,51,0.1,cov-SCC,0.8666666666666667,30,
hiba,51,0.1,sens-SCC,,30,1.0
hiba,51,0.15,cov-MEL,0.9069767441860465,43,
hiba,51,0.15,sens-MEL,,43,1.0
hiba,51,0.15,cov-NV,1.0,123,
hiba,51,0.15,cov-BCC,0.927536231884058,69,
hiba,51,0.15,sens-BCC,,69,0.9855072463768116
hiba,51,0.15,cov-AK,1.0,10,
hiba,51,0.15,sens-AK,,10,1.0
hiba,51,0.15,cov-BKL,0.9565217391304348,23,
hiba,51,0.15,cov-DF,0.2222222222222222,9,
hiba,51,0.15,cov-VASC,1.0,6,
hiba,51,0.15,cov-SCC,0.7333333333333333,30,
hiba,51,0.15,sens-SCC,,30,0.9666666666666667
pad,51,0.05,cov-MEL,1.0,12,
pad,51,0.05,sens-MEL,,12,1.0
pad,51,0.05,cov-NV,1.0,6,
pad,51,0.05,cov-BCC,0.9751552795031055,161,
pad,51,0.05,sens-BCC,,161,1.0
pad,51,0.05,cov-AK,0.9830508474576272,59,
pad,51,0.05,sens-AK,,59,1.0
pad,51,0.05,cov-BKL,1.0,7,
pad,51,0.05,cov-SCC,0.8461538461538461,39,
pad,51,0.05,sens-SCC,,39,1.0
pad,51,0.1,cov-MEL,0.9166666666666666,12,
pad,51,0.1,sens-MEL,,12,1.0
pad,51,0.1,cov-NV,1.0,6,
pad,51,0.1,cov-BCC,0.937888198757764,161,
pad,51,0.1,sens-BCC,,161,1.0
pad,51,0.1,cov-AK,0.9491525423728814,59,
pad,51,0.1,sens-AK,,59,1.0
pad,51,0.1,cov-BKL,0.8571428571428571,7,
pad,51,0.1,cov-SCC,0.7692307692307693,39,
pad,51,0.1,sens-SCC,,39,1.0
pad,51,0.15,cov-MEL,0.8333333333333334,12,
pad,51,0.15,sens-MEL,,12,1.0
pad,51,0.15,cov-NV,1.0,6,
pad,51,0.15,cov-BCC,0.9130434782608695,161,
pad,51,0.15,sens-BCC,,161,1.0
pad,51,0.15,cov-AK,0.8983050847457628,59,
pad,51,0.15,sens-AK,,59,1.0
pad,51,0.15,cov-BKL,0.7142857142857143,7,
pad,51,0.15,cov-SCC,0.717948717948718,39,
pad,51,0.15,sens-SCC,,39,1.0
hiba,52,0.05,cov-MEL,0.9545454545454546,44,
hiba,52,0.05,sens-MEL,,44,1.0
hiba,52,0.05,cov-NV,1.0,76,
hiba,52,0.05,cov-BCC,0.9875,80,
hiba,52,0.05,sens-BCC,,80,1.0
hiba,52,0.05,cov-AK,1.0,5,
hiba,52,0.05,sens-AK,,5,1.0
hiba,52,0.05,cov-BKL,1.0,22,
hiba,52,0.05,cov-DF,0.8823529411764706,17,
hiba,52,0.05,cov-VASC,1.0,10,
hiba,52,0.05,cov-SCC,0.8,25,
hiba,52,0.05,sens-SCC,,25,1.0
hiba,52,0.1,cov-MEL,0.9318181818181818,44,
hiba,52,0.1,sens-MEL,,44,1.0
hiba,52,0.1,cov-NV,1.0,76,
hiba,52,0.1,cov-BCC,0.975,80,
hiba,52,0.1,sens-BCC,,80,1.0
hiba,52,0.1,cov-AK,0.8,5,
hiba,52,0.1,sens-AK,,5,1.0
hiba,52,0.1,cov-BKL,1.0,22,
hiba,52,0.1,cov-DF,0.7647058823529411,17,
hiba,52,0.1,cov-VASC,0.8,10,
hiba,52,0.1,cov-SCC,0.8,25,
hiba,52,0.1,sens-SCC,,25,1.0
hiba,52,0.15,cov-MEL,0.9090909090909091,44,
hiba,52,0.15,sens-MEL,,44,1.0
hiba,52,0.15,cov-NV,0.9736842105263158,76,
hiba,52,0.15,cov-BCC,0.9375,80,
hiba,52,0.15,sens-BCC,,80,1.0
hiba,52,0.15,cov-AK,0.8,5,
hiba,52,0.15,sens-AK,,5,1.0
hiba,52,0.15,cov-BKL,0.9090909090909091,22,
hiba,52,0.15,cov-DF,0.47058823529411764,17,
hiba,52,0.15,cov-VASC,0.8,10,
hiba,52,0.15,cov-SCC,0.68,25,
hiba,52,0.15,sens-SCC,,25,1.0
pad,52,0.05,cov-MEL,1.0,9,
pad,52,0.05,sens-MEL,,9,1.0
pad,52,0.05,cov-NV,0.9230769230769231,13,
pad,52,0.05,cov-BCC,0.9814814814814815,162,
pad,52,0.05,sens-BCC,,162,1.0
pad,52,0.05,cov-AK,0.9444444444444444,54,
pad,52,0.05,sens-AK,,54,1.0
pad,52,0.05,cov-BKL,1.0,8,
pad,52,0.05,cov-SCC,0.8918918918918919,37,
pad,52,0.05,sens-SCC,,37,1.0
pad,52,0.1,cov-MEL,0.8888888888888888,9,
pad,52,0.1,sens-MEL,,9,1.0
pad,52,0.1,cov-NV,0.9230769230769231,13,
pad,52,0.1,cov-BCC,0.9629629629629629,162,
pad,52,0.1,sens-BCC,,162,1.0
pad,52,0.1,cov-AK,0.9444444444444444,54,
pad,52,0.1,sens-AK,,54,1.0
pad,52,0.1,cov-BKL,1.0,8,
pad,52,0.1,cov-SCC,0.8378378378378378,37,
pad,52,0.1,sens-SCC,,37,1.0
pad,52,0.15,cov-MEL,0.8888888888888888,9,
pad,52,0.15,sens-MEL,,9,1.0
pad,52,0.15,cov-NV,0.9230769230769231,13,
pad,52,0.15,cov-BCC,0.9259259259259259,162,
pad,52,0.15,sens-BCC,,162,1.0
pad,52,0.15,cov-AK,0.9259259259259259,54,
pad,52,0.15,sens-AK,,54,1.0
pad,52,0.15,cov-BKL,1.0,8,
pad,52,0.15,cov-SCC,0.6486486486486487,37,
pad,52,0.15,sens-SCC,,37,1.0
hiba,53,0.05,cov-MEL,0.9423076923076923,52,
hiba,53,0.05,sens-MEL,,52,1.0
hiba,53,0.05,cov-NV,1.0,125,
hiba,53,0.05,cov-BCC,0.9666666666666667,60,
hiba,53,0.05,sens-BCC,,60,1.0
hiba,53,0.05,cov-AK,1.0,9,
hiba,53,0.05,sens-AK,,9,1.0
hiba,53,0.05,cov-BKL,1.0,26,
hiba,53,0.05,cov-DF,1.0,8,
hiba,53,0.05,cov-VASC,0.9166666666666666,12,
hiba,53,0.05,cov-SCC,0.9310344827586207,29,
hiba,53,0.05,sens-SCC,,29,1.0
hiba,53,0.1,cov-MEL,0.9230769230769231,52,
hiba,53,0.1,sens-MEL,,52,1.0
hiba,53,0.1,cov-NV,0.992,125,
hiba,53,0.1,cov-BCC,0.9666666666666667,60,
hiba,53,0.1,sens-BCC,,60,1.0
hiba,53,0.1,cov-AK,0.8888888888888888,9,
hiba,53,0.1,sens-AK,,9,1.0
hiba,53,0.1,cov-BKL,1.0,26,
hiba,53,0.1,cov-DF,0.875,8,
hiba,53,0.1,cov-VASC,0.9166666666666666,12,
hiba,53,0.1,cov-SCC,0.9310344827586207,29,
hiba,53,0.1,sens-SCC,,29,1.0
hiba,53,0.15,cov-MEL,0.8846153846153846,52,
hiba,53,0.15,sens-MEL,,52,0.9807692307692307
hiba,53,0.15,cov-NV,0.984,125,
hiba,53,0.15,cov-BCC,0.8833333333333333,60,
hiba,53,0.15,sens-BCC,,60,0.9833333333333333
hiba,53,0.15,cov-AK,0.6666666666666666,9,
hiba,53,0.15,sens-AK,,9,1.0
hiba,53,0.15,cov-BKL,0.9615384615384616,26,
hiba,53,0.15,cov-DF,0.5,8,
hiba,53,0.15,cov-VASC,0.8333333333333334,12,
hiba,53,0.15,cov-SCC,0.7586206896551724,29,
hiba,53,0.15,sens-SCC,,29,1.0
pad,53,0.05,cov-MEL,1.0,11,
pad,53,0.05,sens-MEL,,11,1.0
pad,53,0.05,cov-NV,1.0,5,
pad,53,0.05,cov-BCC,0.9408284023668639,169,
pad,53,0.05,sens-BCC,,169,1.0
pad,53,0.05,cov-AK,0.9056603773584906,53,
pad,53,0.05,sens-AK,,53,1.0
pad,53,0.05,cov-BKL,1.0,7,
pad,53,0.05,cov-SCC,0.8461538461538461,39,
pad,53,0.05,sens-SCC,,39,1.0
pad,53,0.1,cov-MEL,0.9090909090909091,11,
pad,53,0.1,sens-MEL,,11,1.0
pad,53,0.1,cov-NV,0.8,5,
pad,53,0.1,cov-BCC,0.9112426035502958,169,
pad,53,0.1,sens-BCC,,169,1.0
pad,53,0.1,cov-AK,0.8867924528301887,53,
pad,53,0.1,sens-AK,,53,1.0
pad,53,0.1,cov-BKL,1.0,7,
pad,53,0.1,cov-SCC,0.7435897435897436,39,
pad,53,0.1,sens-SCC,,39,1.0
pad,53,0.15,cov-MEL,0.8181818181818182,11,
pad,53,0.15,sens-MEL,,11,1.0
pad,53,0.15,cov-NV,0.8,5,
pad,53,0.15,cov-BCC,0.8698224852071006,169,
pad,53,0.15,sens-BCC,,169,1.0
pad,53,0.15,cov-AK,0.8301886792452831,53,
pad,53,0.15,sens-AK,,53,1.0
pad,53,0.15,cov-BKL,1.0,7,
pad,53,0.15,cov-SCC,0.6410256410256411,39,
pad,53,0.15,sens-SCC,,39,1.0
hiba,54,0.05,cov-MEL,0.9555555555555556,45,
hiba,54,0.05,sens-MEL,,45,1.0
hiba,54,0.05,cov-NV,1.0,222,
hiba,54,0.05,cov-BCC,0.9855072463768116,69,
hiba,54,0.05,sens-BCC,,69,1.0
hiba,54,0.05,cov-AK,0.875,8,
hiba,54,0.05,sens-AK,,8,1.0
hiba,54,0.05,cov-BKL,1.0,15,
hiba,54,0.05,cov-DF,0.8888888888888888,18,
hiba,54,0.05,cov-VASC,1.0,7,
hiba,54,0.05,cov-SCC,0.8275862068965517,29,
hiba,54,0.05,sens-SCC,,29,1.0
hiba,54,0.1,cov-MEL,0.9111111111111111,45,
hiba,54,0.1,sens-MEL,,45,1.0
hiba,54,0.1,cov-NV,1.0,222,
hiba,54,0.1,cov-BCC,0.9420289855072463,69,
hiba,54,0.1,sens-BCC,,69,1.0
hiba,54,0.1,cov-AK,0.875,8,
hiba,54,0.1,sens-AK,,8,1.0
hiba,54,0.1,cov-BKL,1.0,15,
hiba,54,0.1,cov-DF,0.6111111111111112,18,
hiba,54,0.1,cov-VASC,0.7142857142857143,7,
hiba,54,0.1,cov-SCC,0.7241379310344828,29,
hiba,54,0.1,sens-SCC,,29,1.0
hiba,54,0.15,cov-MEL,0.8888888888888888,45,
hiba,54,0.15,sens-MEL,,45,0.9777777777777777
hiba,54,0.15,cov-NV,0.9954954954954955,222,
hiba,54,0.15,cov-BCC,0.8695652173913043,69,
hiba,54,0.15,sens-BCC,,69,0.9855072463768116
hiba,54,0.15,cov-AK,0.75,8,
hiba,54,0.15,sens-AK,,8,1.0
hiba,54,0.15,cov-BKL,0.9333333333333333,15,
hiba,54,0.15,cov-DF,0.5555555555555556,18,
hiba,54,0.15,cov-VASC,0.7142857142857143,7,
hiba,54,0.15,cov-SCC,0.6206896551724138,29,
hiba,54,0.15,sens-SCC,,29,0.9655172413793104
pad,54,0.05,cov-MEL,1.0,9,
pad,54,0.05,sens-MEL,,9,1.0
pad,54,0.05,cov-NV,1.0,7,
pad,54,0.05,cov-BCC,0.9640718562874252,167,
pad,54,0.05,sens-BCC,,167,1.0
pad,54,0.05,cov-AK,0.9615384615384616,52,
pad,54,0.05,sens-AK,,52,1.0
pad,54,0.05,cov-BKL,1.0,7,
pad,54,0.05,cov-SCC,0.9210526315789473,38,
pad,54,0.05,sens-SCC,,38,1.0
pad,54,0.1,cov-MEL,0.7777777777777778,9,
pad,54,0.1,sens-MEL,,9,1.0
pad,54,0.1,cov-NV,1.0,7,
pad,54,0.1,cov-BCC,0.9221556886227545,167,
pad,54,0.1,sens-BCC,,167,1.0
pad,54,0.1,cov-AK,0.9423076923076923,52,
pad,54,0.1,sens-AK,,52,1.0
pad,54,0.1,cov-BKL,0.8571428571428571,7,
pad,54,0.1,cov-SCC,0.7631578947368421,38,
pad,54,0.1,sens-SCC,,38,1.0
pad,54,0.15,cov-MEL,0.7777777777777778,9,
pad,54,0.15,sens-MEL,,9,1.0
pad,54,0.15,cov-NV,1.0,7,
pad,54,0.15,cov-BCC,0.874251497005988,167,
pad,54,0.15,sens-BCC,,167,1.0
pad,54,0.15,cov-AK,0.8846153846153846,52,
pad,54,0.15,sens-AK,,52,1.0
pad,54,0.15,cov-BKL,0.7142857142857143,7,
pad,54,0.15,cov-SCC,0.6842105263157895,38,
pad,54,0.15,sens-SCC,,38,1.0
hiba,55,0.05,cov-MEL,1.0,51,
hiba,55,0.05,sens-MEL,,51,1.0
hiba,55,0.05,cov-NV,1.0,178,
hiba,55,0.05,cov-BCC,0.9714285714285714,70,
hiba,55,0.05,sens-BCC,,70,1.0
hiba,55,0.05,cov-AK,0.9230769230769231,13,
hiba,55,0.05,sens-AK,,13,1.0
hiba,55,0.05,cov-BKL,1.0,21,
hiba,55,0.05,cov-DF,0.7692307692307693,13,
hiba,55,0.05,cov-VASC,0.625,8,
hiba,55,0.05,cov-SCC,0.68,25,
hiba,55,0.05,sens-SCC,,25,1.0
hiba,55,0.1,cov-MEL,0.9215686274509803,51,
hiba,55,0.1,sens-MEL,,51,0.9411764705882353
hiba,55,0.1,cov-NV,0.9943820224719101,178,
hiba,55,0.1,cov-BCC,0.9,70,
hiba,55,0.1,sens-BCC,,70,1.0
hiba,55,0.1,cov-AK,0.8461538461538461,13,
hiba,55,0.1,sens-AK,,13,1.0
hiba,55,0.1,cov-BKL,0.9523809523809523,21,
hiba,55,0.1,cov-DF,0.5384615384615384,13,
hiba,55,0.1,cov-VASC,0.5,8,
hiba,55,0.1,cov-SCC,0.52,25,
hiba,55,0.1,sens-SCC,,25,0.96
hiba,55,0.15,cov-MEL,0.9215686274509803,51,
hiba,55,0.15,sens-MEL,,51,0.9215686274509803
hiba,55,0.15,cov-NV,0.9662921348314607,178,
hiba,55,0.15,cov-BCC,0.8714285714285714,70,
hiba,55,0.15,sens-BCC,,70,1.0
hiba,55,0.15,cov-AK,0.7692307692307693,13,
hiba,55,0.15,sens-AK,,13,1.0
hiba,55,0.15,cov-BKL,0.7142857142857143,21,
hiba,55,0.15,cov-DF,0.23076923076923078,13,
hiba,55,0.15,cov-VASC,0.375,8,
hiba,55,0.15,cov-SCC,0.48,25,
hiba,55,0.15,sens-SCC,,25,1.0
pad,55,0.05,cov-MEL,1.0,10,
pad,55,0.05,sens-MEL,,10,1.0
pad,55,0.05,cov-NV,1.0,10,
pad,55,0.05,cov-BCC,0.9830508474576272,177,
pad,55,0.05,sens-BCC,,177,1.0
pad,55,0.05,cov-AK,0.9090909090909091,44,
pad,55,0.05,sens-AK,,44,1.0
pad,55,0.05,cov-BKL,1.0,9,
pad,55,0.05,cov-SCC,0.9024390243902439,41,
pad,55,0.05,sens-SCC,,41,1.0
pad,55,0.1,cov-MEL,1.0,10,
pad,55,0.1,sens-MEL,,10,1.0
pad,55,0.1,cov-NV,1.0,10,
pad,55,0.1,cov-BCC,0.9717514124293786,177,
