cohort,draw,alpha,stratum,coverage,n_test,referral
hiba,8,0.1,sens-SCC,,22,1.0
hiba,8,0.15,cov-MEL,0.9090909090909091,55,
hiba,8,0.15,sens-MEL,,55,0.9636363636363636
hiba,8,0.15,cov-NV,0.9781420765027322,183,
hiba,8,0.15,cov-BCC,0.9152542372881356,59,
hiba,8,0.15,sens-BCC,,59,0.9661016949152542
hiba,8,0.15,cov-AK,0.8823529411764706,17,
hiba,8,0.15,sens-AK,,17,1.0
hiba,8,0.15,cov-BKL,0.9333333333333333,15,
hiba,8,0.15,cov-DF,0.5,6,
hiba,8,0.15,cov-VASC,0.2857142857142857,7,
hiba,8,0.15,cov-SCC,0.8181818181818182,22,
hiba,8,0.15,sens-SCC,,22,1.0
pad,8,0.05,cov-MEL,1.0,7,
pad,8,0.05,sens-MEL,,7,1.0
pad,8,0.05,cov-NV,0.8571428571428571,7,
pad,8,0.05,cov-BCC,0.9881656804733728,169,
pad,8,0.05,sens-BCC,,169,1.0
pad,8,0.05,cov-AK,0.9827586206896551,58,
pad,8,0.05,sens-AK,,58,1.0
pad,8,0.05,cov-BKL,0.8571428571428571,7,
pad,8,0.05,cov-SCC,0.9534883720930233,43,
pad,8,0.05,sens-SCC,,43,1.0
pad,8,0.1,cov-MEL,1.0,7,
pad,8,0.1,sens-MEL,,7,1.0
pad,8,0.1,cov-NV,0.7142857142857143,7,
pad,8,0.1,cov-BCC,0.9585798816568047,169,
pad,8,0.1,sens-BCC,,169,1.0
pad,8,0.1,cov-AK,0.9655172413793104,58,
pad,8,0.1,sens-AK,,58,1.0
pad,8,0.1,cov-BKL,0.8571428571428571,7,
pad,8,0.1,cov-SCC,0.8604651162790697,43,
pad,8,0.1,sens-SCC,,43,1.0
pad,8,0.15,cov-MEL,1.0,7,
pad,8,0.15,sens-MEL,,7,1.0
pad,8,0.15,cov-NV,0.5714285714285714,7,
pad,8,0.15,cov-BCC,0.9289940828402367,169,
pad,8,0.15,sens-BCC,,169,1.0
pad,8,0.15,cov-AK,0.9137931034482759,58,
pad,8,0.15,sens-AK,,58,1.0
pad,8,0.15,cov-BKL,0.8571428571428571,7,
pad,8,0.15,cov-SCC,0.7209302325581395,43,
pad,8,0.15,sens-SCC,,43,1.0
hiba,9,0.05,cov-MEL,0.9565217391304348,46,
hiba,9,0.05,sens-MEL,,46,1.0
hiba,9,0.05,cov-NV,1.0,160,
hiba,9,0.05,cov-BCC,0.9838709677419355,62,
hiba,9,0.05,sens-BCC,,62,1.0
hiba,9,0.05,cov-AK,0.7333333333333333,15,
hiba,9,0.05,sens-AK,,15,1.0
hiba,9,0.05,cov-BKL,1.0,18,
hiba,9,0.05,cov-DF,0.8571428571428571,14,
hiba,9,0.05,cov-VASC,1.0,11,
hiba,9,0.05,cov-SCC,0.8260869565217391,23,
hiba,9,0.05,sens-SCC,,23,1.0
hiba,9,0.1,cov-MEL,0.9565217391304348,46,
hiba,9,0.1,sens-MEL,,46,1.0
hiba,9,0.1,cov-NV,1.0,160,
hiba,9,0.1,cov-BCC,0.9354838709677419,62,
hiba,9,0.1,sens-BCC,,62,1.0
hiba,9,0.1,cov-AK,0.6666666666666666,15,
hiba,9,0.1,sens-AK,,15,1.0
hiba,9,0.1,cov-BKL,1.0,18,
hiba,9,0.1,cov-DF,0.42857142857142855,14,
hiba,9,0.1,cov-VASC,0.6363636363636364,11,
hiba,9,0.1,cov-SCC,0.8260869565217391,23,
hiba,9,0.1,sens-SCC,,23,1.0
hiba,9,0.15,cov-MEL,0.9565217391304348,46,
hiba,9,0.15,sens-MEL,,46,1.0
hiba,9,0.15,cov-NV,0.99375,160,
hiba,9,0.15,cov-BCC,0.9032258064516129,62,
hiba,9,0.15,sens-BCC,,62,1.0
hiba,9,0.15,cov-AK,0.6666666666666666,15,
hiba,9,0.15,sens-AK,,15,1.0
hiba,9,0.15,cov-BKL,0.8888888888888888,18,
hiba,9,0.15,cov-DF,0.2857142857142857,14,
hiba,9,0.15,cov-VASC,0.36363636363636365,11,
hiba,9,0.15,cov-SCC,0.7391304347826086,23,
hiba,9,0.15,sens-SCC,,23,0.9565217391304348
pad,9,0.05,cov-MEL,1.0,9,
pad,9,0.05,sens-MEL,,9,1.0
pad,9,0.05,cov-NV,0.9285714285714286,14,
pad,9,0.05,cov-BCC,0.9696969696969697,165,
pad,9,0.05,sens-BCC,,165,1.0
pad,9,0.05,cov-AK,0.9552238805970149,67,
pad,9,0.05,sens-AK,,67,1.0
pad,9,0.05,cov-BKL,0.9,10,
pad,9,0.05,cov-SCC,0.8918918918918919,37,
pad,9,0.05,sens-SCC,,37,1.0
pad,9,0.1,cov-MEL,0.7777777777777778,9,
pad,9,0.1,sens-MEL,,9,1.0
pad,9,0.1,cov-NV,0.9285714285714286,14,
pad,9,0.1,cov-BCC,0.9454545454545454,165,
pad,9,0.1,sens-BCC,,165,1.0
pad,9,0.1,cov-AK,0.9253731343283582,67,
pad,9,0.1,sens-AK,,67,1.0
pad,9,0.1,cov-BKL,0.9,10,
pad,9,0.1,cov-SCC,0.7027027027027027,37,
pad,9,0.1,sens-SCC,,37,1.0
pad,9,0.15,cov-MEL,0.7777777777777778,9,
pad,9,0.15,sens-MEL,,9,1.0
pad,9,0.15,cov-NV,0.9285714285714286,14,
pad,9,0.15,cov-BCC,0.9333333333333333,165,
pad,9,0.15,sens-BCC,,165,1.0
pad,9,0.15,cov-AK,0.8955223880597015,67,
pad,9,0.15,sens-AK,,67,1.0
pad,9,0.15,cov-BKL,0.8,10,
pad,9,0.15,cov-SCC,0.6756756756756757,37,
pad,9,0.15,sens-SCC,,37,1.0
hiba,10,0.05,cov-MEL,0.9767441860465116,43,
hiba,10,0.05,sens-MEL,,43,1.0
hiba,10,0.05,cov-NV,0.9903846153846154,104,
hiba,10,0.05,cov-BCC,1.0,62,
hiba,10,0.05,sens-BCC,,62,1.0
hiba,10,0.05,cov-AK,0.7857142857142857,14,
hiba,10,0.05,sens-AK,,14,1.0
hiba,10,0.05,cov-BKL,1.0,18,
hiba,10,0.05,cov-DF,0.5333333333333333,15,
hiba,10,0.05,cov-VASC,0.4666666666666667,15,
hiba,10,0.05,cov-SCC,0.8518518518518519,27,
hiba,10,0.05,sens-SCC,,27,1.0
hiba,10,0.1,cov-MEL,0.9534883720930233,43,
hiba,10,0.1,sens-MEL,,43,1.0
hiba,10,0.1,cov-NV,0.9711538461538461,104,
hiba,10,0.1,cov-BCC,0.9516129032258065,62,
hiba,10,0.1,sens-BCC,,62,1.0
hiba,10,0.1,cov-AK,0.7857142857142857,14,
hiba,10,0.1,sens-AK,,14,1.0
hiba,10,0.1,cov-BKL,0.9444444444444444,18,
hiba,10,0.1,cov-DF,0.4666666666666667,15,
hiba,10,0.1,cov-VASC,0.4666666666666667,15,
hiba,10,0.1,cov-SCC,0.8148148148148148,27,
hiba,10,0.1,sens-SCC,,27,1.0
hiba,10,0.15,cov-MEL,0.9302325581395349,43,
hiba,10,0.15,sens-MEL,,43,1.0
hiba,10,0.15,cov-NV,0.9423076923076923,104,
hiba,10,0.15,cov-BCC,0.9354838709677419,62,
hiba,10,0.15,sens-BCC,,62,1.0
hiba,10,0.15,cov-AK,0.7857142857142857,14,
hiba,10,0.15,sens-AK,,14,1.0
hiba,10,0.15,cov-BKL,0.8888888888888888,18,
hiba,10,0.15,cov-DF,0.3333333333333333,15,
hiba,10,0.15,cov-VASC,0.3333333333333333,15,
hiba,10,0.15,cov-SCC,0.7407407407407407,27,
hiba,10,0.15,sens-SCC,,27,1.0
pad,10,0.05,cov-MEL,1.0,13,
pad,10,0.05,sens-MEL,,13,1.0
pad,10,0.05,cov-NV,0.9,10,
pad,10,0.05,cov-BCC,0.9738562091503268,153,
pad,10,0.05,sens-BCC,,153,1.0
pad,10,0.05,cov-AK,0.9682539682539683,63,
pad,10,0.05,sens-AK,,63,1.0
pad,10,0.05,cov-BKL,1.0,6,
pad,10,0.05,cov-SCC,0.8333333333333334,36,
pad,10,0.05,sens-SCC,,36,1.0
pad,10,0.1,cov-MEL,0.8461538461538461,13,
pad,10,0.1,sens-MEL,,13,1.0
pad,10,0.1,cov-NV,0.9,10,
pad,10,0.1,cov-BCC,0.9411764705882353,153,
pad,10,0.1,sens-BCC,,153,1.0
pad,10,0.1,cov-AK,0.9365079365079365,63,
pad,10,0.1,sens-AK,,63,1.0
pad,10,0.1,cov-BKL,1.0,6,
pad,10,0.1,cov-SCC,0.8333333333333334,36,
pad,10,0.1,sens-SCC,,36,1.0
pad,10,0.15,cov-MEL,0.8461538461538461,13,
pad,10,0.15,sens-MEL,,13,1.0
pad,10,0.15,cov-NV,0.9,10,
pad,10,0.15,cov-BCC,0.8627450980392157,153,
pad,10,0.15,sens-BCC,,153,1.0
pad,10,0.15,cov-AK,0.8888888888888888,63,
pad,10,0.15,sens-AK,,63,1.0
pad,10,0.15,cov-BKL,1.0,6,
pad,10,0.15,cov-SCC,0.7222222222222222,36,
pad,10,0.15,sens-SCC,,36,1.0
hiba,11,0.05,cov-MEL,0.9791666666666666,48,
hiba,11,0.05,sens-MEL,,48,1.0
hiba,11,0.05,cov-NV,1.0,127,
hiba,11,0.05,cov-BCC,0.972972972972973,74,
hiba,11,0.05,sens-BCC,,74,1.0
hiba,11,0.05,cov-AK,0.9090909090909091,11,
hiba,11,0.05,sens-AK,,11,1.0
hiba,11,0.05,cov-BKL,1.0,11,
hiba,11,0.05,cov-DF,0.75,16,
hiba,11,0.05,cov-VASC,1.0,8,
hiba,11,0.05,cov-SCC,0.92,25,
hiba,11,0.05,sens-SCC,,25,1.0
hiba,11,0.1,cov-MEL,0.9166666666666666,48,
hiba,11,0.1,sens-MEL,,48,1.0
hiba,11,0.1,cov-NV,0.9921259842519685,127,
hiba,11,0.1,cov-BCC,0.9054054054054054,74,
hiba,11,0.1,sens-BCC,,74,1.0
hiba,11,0.1,cov-AK,0.9090909090909091,11,
hiba,11,0.1,sens-AK,,11,1.0
hiba,11,0.1,cov-BKL,1.0,11,
hiba,11,0.1,cov-DF,0.625,16,
hiba,11,0.1,cov-VASC,0.875,8,
hiba,11,0.1,cov-SCC,0.8,25,
hiba,11,0.1,sens-SCC,,25,1.0
hiba,11,0.15,cov-MEL,0.8958333333333334,48,
hiba,11,0.15,sens-MEL,,48,1.0
hiba,11,0.15,cov-NV,0.984251968503937,127,
hiba,11,0.15,cov-BCC,0.8918918918918919,74,
hiba,11,0.15,sens-BCC,,74,0.9864864864864865
hiba,11,0.15,cov-AK,0.8181818181818182,11,
hiba,11,0.15,sens-AK,,11,1.0
hiba,11,0.15,cov-BKL,0.8181818181818182,11,
hiba,11,0.15,cov-DF,0.4375,16,
hiba,11,0.15,cov-VASC,0.75,8,
hiba,11,0.15,cov-SCC,0.72,25,
hiba,11,0.15,sens-SCC,,25,0.96
pad,11,0.05,cov-MEL,1.0,7,
pad,11,0.05,sens-MEL,,7,1.0
pad,11,0.05,cov-NV,0.9230769230769231,13,
pad,11,0.05,cov-BCC,0.9565217391304348,161,
pad,11,0.05,sens-BCC,,161,1.0
pad,11,0.05,cov-AK,0.9565217391304348,46,
pad,11,0.05,sens-AK,,46,1.0
pad,11,0.05,cov-BKL,0.8333333333333334,6,
pad,11,0.05,cov-SCC,0.9310344827586207,29,
pad,11,0.05,sens-SCC,,29,1.0
pad,11,0.1,cov-MEL,1.0,7,
pad,11,0.1,sens-MEL,,7,1.0
pad,11,0.1,cov-NV,0.8461538461538461,13,
pad,11,0.1,cov-BCC,0.9130434782608695,161,
pad,11,0.1,sens-BCC,,161,1.0
pad,11,0.1,cov-AK,0.9130434782608695,46,
pad,11,0.1,sens-AK,,46,1.0
pad,11,0.1,cov-BKL,0.8333333333333334,6,
pad,11,0.1,cov-SCC,0.896551724137931,29,
pad,11,0.1,sens-SCC,,29,1.0
pad,11,0.15,cov-MEL,1.0,7,
pad,11,0.15,sens-MEL,,7,1.0
pad,11,0.15,cov-NV,0.6923076923076923,13,
pad,11,0.15,cov-BCC,0.84472049689441,161,
pad,11,0.15,sens-BCC,,161,1.0
pad,11,0.15,cov-AK,0.8695652173913043,46,
pad,11,0.15,sens-AK,,46,0.9782608695652174
pad,11,0.15,cov-BKL,0.6666666666666666,6,
pad,11,0.15,cov-SCC,0.6551724137931034,29,
pad,11,0.15,sens-SCC,,29,1.0
hiba,12,0.05,cov-MEL,1.0,46,
hiba,12,0.05,sens-MEL,,46,1.0
hiba,12,0.05,cov-NV,1.0,171,
hiba,12,0.05,cov-BCC,0.9782608695652174,46,
hiba,12,0.05,sens-BCC,,46,1.0
hiba,12,0.05,cov-AK,0.8333333333333334,18,
hiba,12,0.05,sens-AK,,18,1.0
hiba,12,0.05,cov-BKL,1.0,20,
hiba,12,0.05,cov-DF,0.75,12,
hiba,12,0.05,cov-VASC,1.0,15,
hiba,12,0.05,cov-SCC,1.0,22,
hiba,12,0.05,sens-SCC,,22,1.0
hiba,12,0.1,cov-MEL,0.9347826086956522,46,
hiba,12,0.1,sens-MEL,,46,0.9782608695652174
hiba,12,0.1,cov-NV,1.0,171,
hiba,12,0.1,cov-BCC,0.9782608695652174,46,
hiba,12,0.1,sens-BCC,,46,1.0
hiba,12,0.1,cov-AK,0.8333333333333334,18,
hiba,12,0.1,sens-AK,,18,1.0
hiba,12,0.1,cov-BKL,1.0,20,
hiba,12,0.1,cov-DF,0.5833333333333334,12,
hiba,12,0.1,cov-VASC,0.8666666666666667,15,
hiba,12,0.1,cov-SCC,0.9090909090909091,22,
hiba,12,0.1,sens-SCC,,22,1.0
hiba,12,0.15,cov-MEL,0.9347826086956522,46,
hiba,12,0.15,sens-MEL,,46,0.9565217391304348
hiba,12,0.15,cov-NV,0.9941520467836257,171,
hiba,12,0.15,cov-BCC,0.9347826086956522,46,
hiba,12,0.15,sens-BCC,,46,1.0
hiba,12,0.15,cov-AK,0.8333333333333334,18,
hiba,12,0.15,sens-AK,,18,1.0
hiba,12,0.15,cov-BKL,0.9,20,
hiba,12,0.15,cov-DF,0.5,12,
hiba,12,0.15,cov-VASC,0.8,15,
hiba,12,0.15,cov-SCC,0.8181818181818182,22,
hiba,12,0.15,sens-SCC,,22,1.0
pad,12,0.05,cov-MEL,0.8571428571428571,7,
pad,12,0.05,sens-MEL,,7,1.0
pad,12,0.05,cov-NV,0.875,8,
pad,12,0.05,cov-BCC,0.9828571428571429,175,
pad,12,0.05,sens-BCC,,175,1.0
pad,12,0.05,cov-AK,0.9545454545454546,44,
pad,12,0.05,sens-AK,,44,1.0
pad,12,0.05,cov-BKL,1.0,5,
pad,12,0.05,cov-SCC,0.8620689655172413,29,
pad,12,0.05,sens-SCC,,29,1.0
pad,12,0.1,cov-MEL,0.8571428571428571,7,
pad,12,0.1,sens-MEL,,7,1.0
pad,12,0.1,cov-NV,0.625,8,
pad,12,0.1,cov-BCC,0.9542857142857143,175,
pad,12,0.1,sens-BCC,,175,1.0
pad,12,0.1,cov-AK,0.9090909090909091,44,
pad,12,0.1,sens-AK,,44,1.0
pad,12,0.1,cov-BKL,1.0,5,
pad,12,0.1,cov-SCC,0.8275862068965517,29,
pad,12,0.1,sens-SCC,,29,1.0
pad,12,0.15,cov-MEL,0.8571428571428571,7,
pad,12,0.15,sens-MEL,,7,1.0
pad,12,0.15,cov-NV,0.625,8,
pad,12,0.15,cov-BCC,0.9257142857142857,175,
pad,12,0.15,sens-BCC,,175,1.0
pad,12,0.15,cov-AK,0.8409090909090909,44,
pad,12,0.15,sens-AK,,44,1.0
pad,12,0.15,cov-BKL,1.0,5,
pad,12,0.15,cov-SCC,0.7586206896551724,29,
pad,12,0.15,sens-SCC,,29,1.0
hiba,13,0.05,cov-MEL,0.9743589743589743,39,
hiba,13,0.05,sens-MEL,,39,1.0
hiba,13,0.05,cov-NV,1.0,64,
hiba,13,0.05,cov-BCC,1.0,68,
hiba,13,0.05,sens-BCC,,68,1.0
hiba,13,0.05,cov-AK,1.0,11,
hiba,13,0.05,sens-AK,,11,1.0
hiba,13,0.05,cov-BKL,1.0,17,
hiba,13,0.05,cov-DF,0.9090909090909091,11,
hiba,13,0.05,cov-VASC,1.0,10,
hiba,13,0.05,cov-SCC,0.8518518518518519,27,
hiba,13,0.05,sens-SCC,,27,1.0
hiba,13,0.1,cov-MEL,0.9230769230769231,39,
hiba,13,0.1,sens-MEL,,39,1.0
hiba,13,0.1,cov-NV,0.984375,64,
hiba,13,0.1,cov-BCC,0.9264705882352942,68,
hiba,13,0.1,sens-BCC,,68,1.0
hiba,13,0.1,cov-AK,1.0,11,
hiba,13,0.1,sens-AK,,11,1.0
hiba,13,0.1,cov-BKL,0.9411764705882353,17,
hiba,13,0.1,cov-DF,0.5454545454545454,11,
hiba,13,0.1,cov-VASC,0.7,10,
hiba,13,0.1,cov-SCC,0.7407407407407407,27,
hiba,13,0.1,sens-SCC,,27,1.0
hiba,13,0.15,cov-MEL,0.8974358974358975,39,
hiba,13,0.15,sens-MEL,,39,1.0
hiba,13,0.15,cov-NV,0.953125,64,
hiba,13,0.15,cov-BCC,0.8970588235294118,68,
hiba,13,0.15,sens-BCC,,68,1.0
hiba,13,0.15,cov-AK,1.0,11,
hiba,13,0.15,sens-AK,,11,1.0
hiba,13,0.15,cov-BKL,0.8235294117647058,17,
hiba,13,0.15,cov-DF,0.36363636363636365,11,
hiba,13,0.15,cov-VASC,0.5,10,
hiba,13,0.15,cov-SCC,0.7037037037037037,27,
hiba,13,0.15,sens-SCC,,27,0.9259259259259259
pad,13,0.05,cov-MEL,0.9090909090909091,11,
pad,13,0.05,sens-MEL,,11,1.0
pad,13,0.05,cov-NV,0.9230769230769231,13,
pad,13,0.05,cov-BCC,0.9929577464788732,142,
pad,13,0.05,sens-BCC,,142,1.0
pad,13,0.05,cov-AK,0.9672131147540983,61,
pad,13,0.05,sens-AK,,61,1.0
pad,13,0.05,cov-BKL,1.0,7,
pad,13,0.05,cov-SCC,0.9285714285714286,28,
pad,13,0.05,sens-SCC,,28,1.0
pad,13,0.1,cov-MEL,0.9090909090909091,11,
pad,13,0.1,sens-MEL,,11,1.0
pad,13,0.1,cov-NV,0.8461538461538461,13,
pad,13,0.1,cov-BCC,0.9577464788732394,142,
pad,13,0.1,sens-BCC,,142,1.0
pad,13,0.1,cov-AK,0.9672131147540983,61,
pad,13,0.1,sens-AK,,61,1.0
pad,13,0.1,cov-BKL,1.0,7,
pad,13,0.1,cov-SCC,0.8571428571428571,28,
pad,13,0.1,sens-SCC,,28,1.0
pad,13,0.15,cov-MEL,0.8181818181818182,11,
pad,13,0.15,sens-MEL,,11,1.0
pad,13,0.15,cov-NV,0.7692307692307693,13,
pad,13,0.15,cov-BCC,0.9084507042253521,142,
pad,13,0.15,sens-BCC,,142,1.0
pad,13,0.15,cov-AK,0.9016393442622951,61,
pad,13,0.15,sens-AK,,61,1.0
pad,13,0.15,cov-BKL,0.8571428571428571,7,
pad,13,0.15,cov-SCC,0.7142857142857143,28,
pad,13,0.15,sens-SCC,,28,1.0
hiba,14,0.05,cov-MEL,0.9818181818181818,55,
hiba,14,0.05,sens-MEL,,55,1.0
hiba,14,0.05,cov-NV,0.9934640522875817,153,
hiba,14,0.05,cov-BCC,0.9855072463768116,69,
hiba,14,0.05,sens-BCC,,69,1.0
hiba,14,0.05,cov-AK,1.0,10,
hiba,14,0.05,sens-AK,,10,1.0
hiba,14,0.05,cov-BKL,1.0,16,
hiba,14,0.05,cov-DF,0.42857142857142855,14,
hiba,14,0.05,cov-VASC,0.9230769230769231,13,
hiba,14,0.05,cov-SCC,0.7916666666666666,24,
hiba,14,0.05,sens-SCC,,24,1.0
hiba,14,0.1,cov-MEL,0.8727272727272727,55,
hiba,14,0.1,sens-MEL,,55,0.9636363636363636
hiba,14,0.1,cov-NV,0.9934640522875817,153,
hiba,14,0.1,cov-BCC,0.8695652173913043,69,
hiba,14,0.1,sens-BCC,,69,1.0
hiba,14,0.1,cov-AK,1.0,10,
hiba,14,0.1,sens-AK,,10,1.0
hiba,14,0.1,cov-BKL,0.875,16,
hiba,14,0.1,cov-DF,0.35714285714285715,14,
hiba,14,0.1,cov-VASC,0.9230769230769231,13,
hiba,14,0.1,cov-SCC,0.75,24,
hiba,14,0.1,sens-SCC,,24,1.0
hiba,14,0.15,cov-MEL,0.8727272727272727,55,
hiba,14,0.15,sens-MEL,,55,0.9090909090909091
hiba,14,0.15,cov-NV,0.9869281045751634,153,
hiba,14,0.15,cov-BCC,0.8405797101449275,69,
hiba,14,0.15,sens-BCC,,69,1.0
hiba,14,0.15,cov-AK,0.9,10,
hiba,14,0.15,sens-AK,,10,1.0
hiba,14,0.15,cov-BKL,0.8125,16,
hiba,14,0.15,cov-DF,0.21428571428571427,14,
hiba,14,0.15,cov-VASC,0.7692307692307693,13,
hiba,14,0.15,cov-SCC,0.7083333333333334,24,
hiba,14,0.15,sens-SCC,,24,0.9583333333333334
pad,14,0.05,cov-MEL,1.0,5,
pad,14,0.05,sens-MEL,,5,1.0
pad,14,0.05,cov-NV,1.0,6,
pad,14,0.05,cov-BCC,0.9764705882352941,170,
pad,14,0.05,sens-BCC,,170,1.0
pad,14,0.05,cov-AK,0.9193548387096774,62,
pad,14,0.05,sens-AK,,62,1.0
pad,14,0.05,cov-BKL,1.0,8,
pad,14,0.05,cov-SCC,0.8292682926829268,41,
pad,14,0.05,sens-SCC,,41,1.0
pad,14,0.1,cov-MEL,0.8,5,
pad,14,0.1,sens-MEL,,5,1.0
pad,14,0.1,cov-NV,1.0,6,
pad,14,0.1,cov-BCC,0.9,170,
pad,14,0.1,sens-BCC,,170,1.0
pad,14,0.1,cov-AK,0.8548387096774194,62,
pad,14,0.1,sens-AK,,62,0.9838709677419355
pad,14,0.1,cov-BKL,1.0,8,
pad,14,0.1,cov-SCC,0.7317073170731707,41,
pad,14,0.1,sens-SCC,,41,1.0
pad,14,0.15,cov-MEL,0.8,5,
pad,14,0.15,sens-MEL,,5,1.0
pad,14,0.15,cov-NV,1.0,6,
pad,14,0.15,cov-BCC,0.8647058823529412,170,
pad,14,0.15,sens-BCC,,170,1.0
pad,14,0.15,cov-AK,0.8064516129032258,62,
pad,14,0.15,sens-AK,,62,1.0
pad,14,0.15,cov-BKL,1.0,8,
pad,14,0.15,cov-SCC,0.6585365853658537,41,
pad,14,0.15,sens-SCC,,41,1.0
hiba,15,0.05,cov-MEL,1.0,63,
hiba,15,0.05,sens-MEL,,63,1.0
hiba,15,0.05,cov-NV,1.0,93,
hiba,15,0.05,cov-BCC,0.9846153846153847,65,
hiba,15,0.05,sens-BCC,,65,1.0
hiba,15,0.05,cov-AK,0.9285714285714286,14,
hiba,15,0.05,sens-AK,,14,1.0
hiba,15,0.05,cov-BKL,1.0,12,
hiba,15,0.05,cov-DF,0.7,10,
hiba,15,0.05,cov-VASC,1.0,9,
hiba,15,0.05,cov-SCC,0.9047619047619048,21,
hiba,15,0.05,sens-SCC,,21,1.0
hiba,15,0.1,cov-MEL,0.9365079365079365,63,
hiba,15,0.1,sens-MEL,,63,0.9682539682539683
hiba,15,0.1,cov-NV,1.0,93,
hiba,15,0.1,cov-BCC,0.9692307692307692,65,
hiba,15,0.1,sens-BCC,,65,1.0
hiba,15,0.1,cov-AK,0.9285714285714286,14,
hiba,15,0.1,sens-AK,,14,1.0
hiba,15,0.1,cov-BKL,1.0,12,
hiba,15,0.1,cov-DF,0.6,10,
hiba,15,0.1,cov-VASC,0.7777777777777778,9,
hiba,15,0.1,cov-SCC,0.8571428571428571,21,
hiba,15,0.1,sens-SCC,,21,1.0
hiba,15,0.15,cov-MEL,0.9047619047619048,63,
hiba,15,0.15,sens-MEL,,63,0.9523809523809523
hiba,15,0.15,cov-NV,0.978494623655914,93,
hiba,15,0.15,cov-BCC,0.9230769230769231,65,
hiba,15,0.15,sens-BCC,,65,0.9846153846153847
hiba,15,0.15,cov-AK,0.8571428571428571,14,
hiba,15,0.15,sens-AK,,14,1.0
hiba,15,0.15,cov-BKL,0.8333333333333334,12,
hiba,15,0.15,cov-DF,0.4,10,
hiba,15,0.15,cov-VASC,0.4444444444444444,9,
hiba,15,0.15,cov-SCC,0.7142857142857143,21,
hiba,15,0.15,sens-SCC,,21,0.9523809523809523
pad,15,0.05,cov-MEL,1.0,10,
pad,15,0.05,sens-MEL,,10,1.0
pad,15,0.05,cov-NV,1.0,15,
pad,15,0.05,cov-BCC,0.9878048780487805,164,
pad,15,0.05,sens-BCC,,164,1.0
pad,15,0.05,cov-AK,0.9393939393939394,66,
pad,15,0.05,sens-AK,,66,1.0
pad,15,0.05,cov-BKL,1.0,9,
pad,15,0.05,cov-SCC,0.925,40,
pad,15,0.05,sens-SCC,,40,1.0
pad,15,0.1,cov-MEL,1.0,10,
pad,15,0.1,sens-MEL,,10,1.0
pad,15,0.1,cov-NV,1.0,15,
pad,15,0.1,cov-BCC,0.9573170731707317,164,
pad,15,0.1,sens-BCC,,164,1.0
pad,15,0.1,cov-AK,0.9242424242424242,66,
pad,15,0.1,sens-AK,,66,1.0
pad,15,0.1,cov-BKL,1.0,9,
pad,15,0.1,cov-SCC,0.825,40,
pad,15,0.1,sens-SCC,,40,1.0
pad,15,0.15,cov-MEL,0.9,10,
pad,15,0.15,sens-MEL,,10,1.0
pad,15,0.15,cov-NV,0.9333333333333333,15,
pad,15,0.15,cov-BCC,0.9146341463414634,164,
pad,15,0.15,sens-BCC,,164,1.0
pad,15,0.15,cov-AK,0.8484848484848485,66,
pad,15,0.15,sens-AK,,66,1.0
pad,15,0.15,cov-BKL,1.0,9,
pad,15,0.15,cov-SCC,0.65,40,
pad,15,0.15,sens-SCC,,40,1.0
hiba,16,0.05,cov-MEL,0.9024390243902439,41,
hiba,16,0.05,sens-MEL,,41,1.0
hiba,16,0.05,cov-NV,1.0,183,
hiba,16,0.05,cov-BCC,0.9571428571428572,70,
hiba,16,0.05,sens-BCC,,70,1.0
hiba,16,0.05,cov-AK,0.7857142857142857,14,
hiba,16,0.05,sens-AK,,14,1.0
hiba,16,0.05,cov-BKL,1.0,13,
hiba,16,0.05,cov-DF,0.5,10,
hiba,16,0.05,cov-VASC,0.9,10,
hiba,16,0.05,cov-SCC,0.7647058823529411,34,
hiba,16,0.05,sens-SCC,,34,1.0
hiba,16,0.1,cov-MEL,0.8780487804878049,41,
hiba,16,0.1,sens-MEL,,41,0.975609756097561
hiba,16,0.1,cov-NV,0.994535519125683,183,
hiba,16,0.1,cov-BCC,0.9428571428571428,70,
hiba,16,0.1,sens-BCC,,70,1.0
hiba,16,0.1,cov-AK,0.7857142857142857,14,
hiba,16,0.1,sens-AK,,14,1.0
hiba,16,0.1,cov-BKL,1.0,13,
hiba,16,0.1,cov-DF,0.4,10,
hiba,16,0.1,cov-VASC,0.7,10,
hiba,16,0.1,cov-SCC,0.7647058823529411,34,
hiba,16,0.1,sens-SCC,,34,1.0
hiba,16,0.15,cov-MEL,0.8292682926829268,41,
hiba,16,0.15,sens-MEL,,41,0.9512195121951219
hiba,16,0.15,cov-NV,0.9672131147540983,183,
hiba,16,0.15,cov-BCC,0.8714285714285714,70,
hiba,16,0.15,sens-BCC,,70,0.9857142857142858
hiba,16,0.15,cov-AK,0.6428571428571429,14,
hiba,16,0.15,sens-AK,,14,1.0
hiba,16,0.15,cov-BKL,0.8461538461538461,13,
hiba,16,0.15,cov-DF,0.3,10,
hiba,16,0.15,cov-VASC,0.4,10,
hiba,16,0.15,cov-SCC,0.6470588235294118,34,
hiba,16,0.15,sens-SCC,,34,0.9705882352941176
pad,16,0.05,cov-MEL,1.0,10,
pad,16,0.05,sens-MEL,,10,1.0
pad,16,0.05,cov-NV,0.8181818181818182,11,
pad,16,0.05,cov-BCC,0.9940828402366864,169,
pad,16,0.05,sens-BCC,,169,1.0
pad,16,0.05,cov-AK,1.0,60,
