cohort,draw,cls,n,f1,auc
pad,32,VASC,0,,
pad,32,SCC,37,0.17142857142857143,0.6184612031386224
hiba,33,MEL,55,0.54,0.8301327885597548
hiba,33,NV,238,0.7850467289719626,0.8968038082284937
hiba,33,BCC,52,0.54,0.9004178272980501
hiba,33,AK,11,0.1935483870967742,0.8802272727272727
hiba,33,BKL,9,0.09195402298850575,0.7244333886124932
hiba,33,DF,10,0.15384615384615385,0.5299251870324189
hiba,33,VASC,8,0.0,0.6764888337468983
hiba,33,SCC,28,0.2545454545454545,0.7996083550913837
pad,33,MEL,7,0.5714285714285714,0.8891181021144919
pad,33,NV,12,0.5454545454545454,0.9362745098039216
pad,33,BCC,170,0.6774193548387096,0.7385448916408669
pad,33,AK,50,0.47244094488188976,0.7952564102564103
pad,33,BKL,10,0.5384615384615384,0.9036496350364964
pad,33,DF,0,,
pad,33,VASC,0,,
pad,33,SCC,35,0.2318840579710145,0.6239242685025818
hiba,34,MEL,46,0.5555555555555556,0.8442151805453206
hiba,34,NV,142,0.7137546468401487,0.8598273055417934
hiba,34,BCC,58,0.4946236559139785,0.8948458632874376
hiba,34,AK,16,0.15384615384615385,0.7207692307692307
hiba,34,BKL,20,0.22916666666666666,0.7277258566978193
hiba,34,DF,17,0.3333333333333333,0.6857298474945533
hiba,34,VASC,16,0.6086956521739131,0.7142307692307692
hiba,34,SCC,26,0.20833333333333334,0.7663003663003662
pad,34,MEL,7,0.36363636363636365,0.9617433414043584
pad,34,NV,8,0.5263157894736842,0.9549319727891158
pad,34,BCC,183,0.6750788643533123,0.7690223630435781
pad,34,AK,61,0.5408805031446541,0.8085504387456636
pad,34,BKL,8,0.5,0.9166666666666666
pad,34,DF,0,,
pad,34,VASC,0,,
pad,34,SCC,35,0.16216216216216217,0.6014446227929373
hiba,35,MEL,43,0.47368421052631576,0.8099193165638348
hiba,35,NV,143,0.7816091954022989,0.9201211159974048
hiba,35,BCC,83,0.5755395683453237,0.8788539986718528
hiba,35,AK,7,0.25806451612903225,0.9307359307359307
hiba,35,BKL,18,0.2988505747126437,0.8364681295715779
hiba,35,DF,14,0.3333333333333333,0.7927908005307386
hiba,35,VASC,14,0.6666666666666666,0.9303405572755419
hiba,35,SCC,15,0.14634146341463414,0.7196687370600414
pad,35,MEL,11,0.4444444444444444,0.9620414673046251
pad,35,NV,16,0.64,0.9441964285714285
pad,35,BCC,170,0.7128712871287128,0.7975957049486462
pad,35,AK,54,0.5379310344827586,0.8222757881848792
pad,35,BKL,12,0.5,0.9272300469483568
pad,35,DF,0,,
pad,35,VASC,0,,
pad,35,SCC,33,0.11594202898550725,0.58831662633944
hiba,36,MEL,63,0.5714285714285714,0.8556527372853903
hiba,36,NV,91,0.6628571428571428,0.8847926267281107
hiba,36,BCC,68,0.5483870967741935,0.8497549019607843
hiba,36,AK,19,0.24242424242424243,0.7619741395010017
hiba,36,BKL,22,0.3614457831325301,0.7695486331849968
hiba,36,DF,11,0.35294117647058826,0.7229874502601775
hiba,36,VASC,10,0.46153846153846156,0.7117449664429529
hiba,36,SCC,24,0.2692307692307692,0.8061913145539906
pad,36,MEL,11,0.375,0.8891608391608391
pad,36,NV,7,0.16666666666666666,0.9653679653679654
pad,36,BCC,144,0.7037037037037037,0.7663768591426071
pad,36,AK,67,0.6369426751592356,0.8404302019315188
pad,36,BKL,4,0.4444444444444444,0.9906367041198503
pad,36,DF,0,,
pad,36,VASC,0,,
pad,36,SCC,38,0.2318840579710145,0.6437203523831037
hiba,37,MEL,49,0.6122448979591837,0.8486577426669593
hiba,37,NV,139,0.8244274809160306,0.9331963001027749
hiba,37,BCC,60,0.5892857142857143,0.8748134328358209
hiba,37,AK,8,0.15384615384615385,0.794921875
hiba,37,BKL,24,0.35443037974683544,0.8156524122807017
hiba,37,DF,10,0.25,0.5566037735849056
hiba,37,VASC,6,0.2857142857142857,0.8297101449275363
hiba,37,SCC,32,0.2857142857142857,0.8335092905405406
pad,37,MEL,8,0.3333333333333333,0.9596153846153845
pad,37,NV,12,0.72,0.9934895833333334
pad,37,BCC,158,0.7361111111111112,0.8181530494821635
pad,37,AK,49,0.5116279069767442,0.8017892088342187
pad,37,BKL,7,0.47619047619047616,0.9792008757525998
pad,37,DF,0,,
pad,37,VASC,0,,
pad,37,SCC,34,0.22950819672131148,0.613562091503268
hiba,38,MEL,49,0.5393258426966292,0.8646550644797797
hiba,38,NV,168,0.8597014925373134,0.932769726247987
hiba,38,BCC,78,0.6176470588235294,0.9091340758007425
hiba,38,AK,15,0.06666666666666667,0.7250000000000001
hiba,38,BKL,16,0.36619718309859156,0.8685584958217271
hiba,38,DF,9,0.42857142857142855,0.8615664845173041
hiba,38,VASC,14,0.35294117647058826,0.6729323308270676
hiba,38,SCC,26,0.41379310344827586,0.8512232752920432
pad,38,MEL,8,0.2222222222222222,0.9564846416382253
pad,38,NV,6,0.4,0.9615819209039548
pad,38,BCC,176,0.6816720257234726,0.7679772727272728
pad,38,AK,61,0.5637583892617449,0.8101775956284154
pad,38,BKL,9,0.4666666666666667,0.943683409436834
pad,38,DF,0,,
pad,38,VASC,0,,
pad,38,SCC,41,0.22727272727272727,0.649859287054409
hiba,39,MEL,41,0.4810126582278481,0.8135567858746072
hiba,39,NV,204,0.7790055248618785,0.9025321785155781
hiba,39,BCC,59,0.49019607843137253,0.8912612810917896
hiba,39,AK,9,0.15384615384615385,0.8761638733705772
hiba,39,BKL,6,0.09302325581395349,0.8411819021237303
hiba,39,DF,9,0.16666666666666666,0.7678460583488516
hiba,39,VASC,5,0.3333333333333333,0.6828729281767956
hiba,39,SCC,34,0.36065573770491804,0.8124889595477831
pad,39,MEL,10,0.375,0.917123287671233
pad,39,NV,6,0.2857142857142857,0.8811936936936937
pad,39,BCC,170,0.7120743034055728,0.7535427807486633
pad,39,AK,67,0.5503355704697986,0.7973642426167038
pad,39,BKL,10,0.5,0.9099315068493151
pad,39,DF,0,,
pad,39,VASC,0,,
pad,39,SCC,39,0.24324324324324326,0.6418055961782198
hiba,40,MEL,45,0.4946236559139785,0.8538992408557626
hiba,40,NV,179,0.7770700636942676,0.9195292998930227
hiba,40,BCC,58,0.5471698113207547,0.896551724137931
hiba,40,AK,14,0.2222222222222222,0.8575475515985431
hiba,40,BKL,21,0.2608695652173913,0.7204789430222956
hiba,40,DF,8,0.5714285714285714,0.8610724233983287
hiba,40,VASC,10,0.5714285714285714,0.7557422969187676
hiba,40,SCC,32,0.35714285714285715,0.8121268656716418
pad,40,MEL,7,0.3076923076923077,0.9466248037676609
pad,40,NV,9,0.23529411764705882,0.8868388683886839
pad,40,BCC,167,0.6621160409556314,0.7344602829738753
pad,40,AK,53,0.49230769230769234,0.7909982545091847
pad,40,BKL,6,0.4,0.8935523114355232
pad,40,DF,0,,
pad,40,VASC,0,,
pad,40,SCC,38,0.17073170731707318,0.6124945628534145
hiba,41,MEL,36,0.4931506849315068,0.8361365953109072
hiba,41,NV,172,0.8664688427299704,0.9346767320102277
hiba,41,BCC,77,0.6131386861313869,0.9064571791844519
hiba,41,AK,9,0.1875,0.832705586942875
hiba,41,BKL,19,0.24561403508771928,0.7708078335373316
hiba,41,DF,17,0.4,0.8119687181230874
hiba,41,VASC,8,0.5454545454545454,0.8827464788732395
hiba,41,SCC,25,0.2222222222222222,0.8016568047337278
pad,41,MEL,4,0.0,0.9448275862068966
pad,41,NV,12,0.45454545454545453,0.9228723404255319
pad,41,BCC,180,0.7129337539432177,0.7882797270955165
pad,41,AK,50,0.48120300751879697,0.8103278688524591
pad,41,BKL,11,0.6666666666666666,0.9829746225505942
pad,41,DF,0,,
pad,41,VASC,0,,
pad,41,SCC,37,0.1951219512195122,0.6310337574929015
hiba,42,MEL,53,0.4782608695652174,0.8254716981132075
hiba,42,NV,112,0.7330316742081447,0.896280532938564
hiba,42,BCC,62,0.5925925925925926,0.8812558077791053
hiba,42,AK,9,0.2631578947368421,0.9005255255255256
hiba,42,BKL,20,0.2318840579710145,0.7078947368421054
hiba,42,DF,19,0.2222222222222222,0.7740154582259845
hiba,42,VASC,5,0.75,0.8826666666666667
hiba,42,SCC,25,0.2978723404255319,0.7952857142857144
pad,42,MEL,11,0.375,0.9181494661921709
pad,42,NV,16,0.75,0.9560688405797102
pad,42,BCC,169,0.6798679867986799,0.7527541251743879
pad,42,AK,57,0.5285714285714286,0.8092571855169839
pad,42,BKL,4,0.3157894736842105,0.9175347222222222
pad,42,DF,0,,
pad,42,VASC,0,,
pad,42,SCC,35,0.16216216216216217,0.5897165091717621
hiba,43,MEL,56,0.6666666666666666,0.8993818681318682
hiba,43,NV,131,0.7569721115537849,0.885331132659377
hiba,43,BCC,55,0.56,0.8953674677812609
hiba,43,AK,7,0.2857142857142857,0.9269533055940823
hiba,43,BKL,21,0.35,0.8027441485068603
hiba,43,DF,15,0.1111111111111111,0.5909191583610188
hiba,43,VASC,7,0.7272727272727273,0.9731853906611188
hiba,43,SCC,24,0.27450980392156865,0.8129280821917808
pad,43,MEL,10,0.631578947368421,0.9688963210702342
pad,43,NV,11,0.72,0.9771201952410007
pad,43,BCC,179,0.6498422712933754,0.7370434035238504
pad,43,AK,61,0.5333333333333333,0.8077406134320466
pad,43,BKL,7,0.4827586206896552,0.9858088930936613
pad,43,DF,0,,
pad,43,VASC,0,,
pad,43,SCC,41,0.1794871794871795,0.6285493265380415
hiba,44,MEL,52,0.5510204081632653,0.8596094308168611
hiba,44,NV,184,0.8815426997245179,0.9408149328477122
hiba,44,BCC,52,0.56,0.9041438437723267
hiba,44,AK,13,0.38095238095238093,0.9113897152571185
hiba,44,BKL,16,0.2909090909090909,0.8748259052924791
hiba,44,DF,11,0.14285714285714285,0.6710789210789211
hiba,44,VASC,16,0.6086956521739131,0.8046657381615598
hiba,44,SCC,31,0.2545454545454545,0.8598087021755438
pad,44,MEL,9,0.5714285714285714,0.9045204900718208
pad,44,NV,13,0.5,0.9337689337689339
pad,44,BCC,150,0.7379310344827587,0.8032786885245901
pad,44,AK,63,0.582089552238806,0.8331434647224121
pad,44,BKL,7,0.5,0.9460916442048518
pad,44,DF,0,,
pad,44,VASC,0,,
pad,44,SCC,30,0.0967741935483871,0.6225895316804408
hiba,45,MEL,40,0.5897435897435898,0.862987012987013
hiba,45,NV,83,0.7236842105263158,0.8829146372724942
hiba,45,BCC,62,0.6724137931034483,0.882775119617225
hiba,45,AK,11,0.20512820512820512,0.7388111888111888
hiba,45,BKL,15,0.21875,0.7690104166666667
hiba,45,DF,14,0.35294117647058826,0.8404669260700389
hiba,45,VASC,7,0.8333333333333334,0.9989177489177489
hiba,45,SCC,39,0.375,0.7997347480106101
pad,45,MEL,7,0.5714285714285714,0.9636363636363636
pad,45,NV,17,0.6666666666666666,0.9693673695893452
pad,45,BCC,155,0.6956521739130435,0.7754889509779019
pad,45,AK,62,0.6056338028169014,0.8187316715542522
pad,45,BKL,6,0.6,0.9909420289855072
pad,45,DF,0,,
pad,45,VASC,0,,
pad,45,SCC,35,0.3170731707317073,0.7110468478889531
hiba,46,MEL,46,0.5833333333333334,0.8280434782608695
hiba,46,NV,152,0.7728813559322034,0.8927699403147042
hiba,46,BCC,64,0.47619047619047616,0.8843085106382979
hiba,46,AK,18,0.19047619047619047,0.7439024390243902
hiba,46,BKL,23,0.3076923076923077,0.7140934176874411
hiba,46,DF,11,0.47619047619047616,0.7991858887381276
hiba,46,VASC,11,0.16666666666666666,0.6
hiba,46,SCC,21,0.23255813953488372,0.8057142857142857
pad,46,MEL,11,0.5882352941176471,0.9676767676767677
pad,46,NV,10,0.8571428571428571,0.9859778597785978
pad,46,BCC,165,0.6915254237288135,0.7675026123301985
pad,46,AK,55,0.5185185185185185,0.7838294448913917
pad,46,BKL,6,0.36363636363636365,0.9236363636363636
pad,46,DF,0,,
pad,46,VASC,0,,
pad,46,SCC,34,0.2222222222222222,0.6731364610621576
hiba,47,MEL,45,0.44155844155844154,0.8095486111111111
hiba,47,NV,123,0.7478991596638656,0.8974604914588472
hiba,47,BCC,61,0.5945945945945946,0.8767076502732241
hiba,47,AK,13,0.2,0.829059829059829
hiba,47,BKL,18,0.32432432432432434,0.8506085590891244
hiba,47,DF,13,0.13333333333333333,0.7294337606837606
hiba,47,VASC,5,0.3333333333333333,0.895945945945946
hiba,47,SCC,23,0.24390243902439024,0.7833906787613387
pad,47,MEL,8,0.3333333333333333,0.8842250922509226
pad,47,NV,11,0.6,0.9477611940298507
pad,47,BCC,161,0.6896551724137931,0.76468575639541
pad,47,AK,58,0.5616438356164384,0.8136994850990794
pad,47,BKL,7,0.38095238095238093,0.9159663865546218
pad,47,DF,0,,
pad,47,VASC,0,,
pad,47,SCC,34,0.14492753623188406,0.6145858343337335
hiba,48,MEL,54,0.49411764705882355,0.8226788432267884
hiba,48,NV,86,0.7759562841530054,0.9249471458773784
hiba,48,BCC,65,0.5892857142857143,0.8655325443786983
hiba,48,AK,7,0.08333333333333333,0.8523093447905479
hiba,48,BKL,18,0.37681159420289856,0.8616557734204793
hiba,48,DF,8,0.3076923076923077,0.9155660377358491
hiba,48,VASC,7,0.4444444444444444,0.8845327604726101
hiba,48,SCC,28,0.27450980392156865,0.7822157434402333
pad,48,MEL,5,0.2222222222222222,0.949090909090909
pad,48,NV,6,0.42857142857142855,0.8923357664233575
pad,48,BCC,159,0.6855123674911661,0.7746764384843285
pad,48,AK,59,0.5827814569536424,0.8589232303090728
pad,48,BKL,8,0.47619047619047616,0.9719669117647058
pad,48,DF,0,,
pad,48,VASC,0,,
pad,48,SCC,43,0.1951219512195122,0.5955745265430281
hiba,49,MEL,50,0.5652173913043478,0.8188888888888889
hiba,49,NV,152,0.6377952755905512,0.8499575551782683
hiba,49,BCC,64,0.5740740740740741,0.8891993613138687
hiba,49,AK,10,0.21052631578947367,0.8378048780487806
hiba,49,BKL,14,0.19047619047619047,0.8002645502645502
hiba,49,DF,11,0.14285714285714285,0.6561023074784542
hiba,49,VASC,10,0.5714285714285714,0.8667682926829268
hiba,49,SCC,27,0.19607843137254902,0.7750387042991544
pad,49,MEL,10,0.46153846153846156,0.9665413533834586
pad,49,NV,7,0.625,0.9952203929899097
pad,49,BCC,166,0.6855123674911661,0.7708926615553123
pad,49,AK,54,0.5074626865671642,0.8125625625625627
pad,49,BKL,8,0.4,0.9123134328358209
pad,49,DF,0,,
pad,49,VASC,0,,
pad,49,SCC,31,0.2716049382716049,0.7075049374588545
hiba,50,MEL,44,0.5882352941176471,0.8948785374405209
hiba,50,NV,206,0.8385416666666666,0.9415543641018209
hiba,50,BCC,83,0.5864661654135338,0.9284173731964898
hiba,50,AK,8,0.32432432432432434,0.8953634085213033
hiba,50,BKL,11,0.17721518987341772,0.8457300275482094
hiba,50,DF,11,0.13333333333333333,0.738751147842057
hiba,50,VASC,12,0.7368421052631579,0.9689873417721518
hiba,50,SCC,32,0.41935483870967744,0.8364166666666667
pad,50,MEL,9,0.6666666666666666,0.9675010979358805
pad,50,NV,9,0.5555555555555556,0.9863855950812472
pad,50,BCC,145,0.7137254901960784,0.8256999705275567
pad,50,AK,55,0.582089552238806,0.8207729468599034
pad,50,BKL,7,0.5454545454545454,0.942296918767507
pad,50,DF,0,,
pad,50,VASC,0,,
pad,50,SCC,37,0.2857142857142857,0.652912912912913
hiba,51,MEL,43,0.5526315789473685,0.8152454780361756
hiba,51,NV,123,0.7725321888412017,0.916260162601626
hiba,51,BCC,69,0.6825396825396826,0.9102518412924685
hiba,51,AK,10,0.36363636363636365,0.9013201320132014
hiba,51,BKL,23,0.3111111111111111,0.7652173913043477
hiba,51,DF,9,0.0,0.7002923976608186
hiba,51,VASC,6,0.5,0.9386536373507057
hiba,51,SCC,30,0.3137254901960784,0.8
pad,51,MEL,12,0.38095238095238093,0.9592074592074592
pad,51,NV,8,0.5714285714285714,0.9366379310344827
pad,51,BCC,178,0.6645161290322581,0.752879213483146
pad,51,AK,55,0.4788732394366197,0.7627010849233071
pad,51,BKL,11,0.5333333333333333,0.9749762432689262
pad,51,DF,0,,
pad,51,VASC,0,,
pad,51,SCC,34,0.1518987341772152,0.5659536541889483
hiba,52,MEL,44,0.5060240963855421,0.845551257253385
hiba,52,NV,76,0.6933333333333334,0.89091262639357
hiba,52,BCC,80,0.5801526717557252,0.8526381909547739
hiba,52,AK,5,0.0,0.745985401459854
hiba,52,BKL,22,0.2571428571428571,0.7212592854616201
hiba,52,DF,17,0.2727272727272727,0.8372249663224068
hiba,52,VASC,10,0.6666666666666666,0.9
hiba,52,SCC,25,0.2962962962962963,0.7675590551181103
pad,52,MEL,12,0.45454545454545453,0.9405172413793104
pad,52,NV,14,0.64,0.9747023809523809
pad,52,BCC,165,0.6533333333333333,0.7479761114797612
pad,52,AK,64,0.5655172413793104,0.808922006302521
pad,52,BKL,10,0.4,0.9308219178082191
pad,52,DF,0,,
pad,52,VASC,0,,
pad,52,SCC,37,0.21951219512195122,0.6055583885772565
hiba,53,MEL,52,0.5227272727272727,0.8277094652559337
hiba,53,NV,125,0.6363636363636364,0.8535102040816326
hiba,53,BCC,60,0.6126126126126126,0.8878671775223499
hiba,53,AK,9,0.14285714285714285,0.7845441595441596
hiba,53,BKL,26,0.3047619047619048,0.7846153846153846
hiba,53,DF,8,0.14285714285714285,0.8154952076677318
hiba,53,VASC,12,0.5882352941176471,0.9147788565264293
hiba,53,SCC,29,0.23728813559322035,0.8176665092111479
pad,53,MEL,9,0.6153846153846154,0.9638242894056848
pad,53,NV,10,0.6363636363636364,0.9233463035019456
pad,53,BCC,158,0.7067137809187279,0.7911392405063292
pad,53,AK,45,0.4918032786885246,0.81001001001001
pad,53,BKL,7,0.42105263157894735,0.9637362637362636
pad,53,DF,0,,
pad,53,VASC,0,,
pad,53,SCC,38,0.21333333333333335,0.6017007584463342
hiba,54,MEL,45,0.3950617283950617,0.8054951690821256
hiba,54,NV,222,0.8691588785046729,0.9407339276449224
hiba,54,BCC,69,0.6153846153846154,0.9248399056285811
hiba,54,AK,8,0.16666666666666666,0.8141975308641975
hiba,54,BKL,15,0.2191780821917808,0.8338358458961473
hiba,54,DF,18,0.46153846153846156,0.8554149085794656
hiba,54,VASC,7,0.7272727272727273,0.7733990147783252
hiba,54,SCC,29,0.3333333333333333,0.8689834770114941
pad,54,MEL,9,0.7058823529411765,0.9841849148418492
pad,54,NV,10,0.8421052631578947,0.9432234432234433
pad,54,BCC,168,0.7023411371237458,0.8002070393374742
pad,54,AK,54,0.49295774647887325,0.8091136988516902
pad,54,BKL,4,0.23529411764705882,0.9560931899641577
pad,54,DF,0,,
pad,54,VASC,0,,
pad,54,SCC,38,0.2222222222222222,0.6409774436090225
hiba,55,MEL,51,0.5454545454545454,0.8778694404591105
hiba,55,NV,178,0.8465909090909091,0.9192800044720218
hiba,55,BCC,70,0.5254237288135594,0.8882108183079058
hiba,55,AK,13,0.21621621621621623,0.8333333333333333
hiba,55,BKL,21,0.25316455696202533,0.7648310720936419
hiba,55,DF,13,0.4,0.7454812946616225
hiba,55,VASC,8,0.4,0.6418463611859837
hiba,55,SCC,25,0.2222222222222222,0.7380790960451977
pad,55,MEL,12,0.375,0.9017361111111111
pad,55,NV,12,0.6086956521739131,0.9829861111111111
pad,55,BCC,146,0.7286245353159851,0.7837296459033343
pad,55,AK,45,0.5689655172413793,0.855823939881911
pad,55,BKL,5,0.19047619047619047,0.7854251012145749
pad,55,DF,0,,
pad,55,VASC,0,,
pad,55,SCC,32,0.3728813559322034,0.7538352272727273
hiba,56,MEL,61,0.6296296296296297,0.8865167111449993
hiba,56,NV,132,0.7642276422764228,0.8902122832604116
hiba,56,BCC,58,0.5544554455445545,0.8659003831417624
hiba,56,AK,11,0.12121212121212122,0.8485832349468713
hiba,56,BKL,19,0.2465753424657534,0.7621052631578946
hiba,56,DF,9,0.2857142857142857,0.6236559139784946
hiba,56,VASC,12,0.6666666666666666,0.9427252985884909
hiba,56,SCC,17,0.2222222222222222,0.843786521231009
pad,56,MEL,11,0.25,0.8998682476943346
pad,56,NV,12,0.72,0.9821212121212122
pad,56,BCC,162,0.697986577181208,0.7661234567901235
pad,56,AK,67,0.5314685314685315,0.7764586160108549
pad,56,BKL,7,0.32,0.861734693877551
pad,56,DF,0,,
pad,56,VASC,0,,
pad,56,SCC,28,0.208955223880597,0.6540264754550469
hiba,57,MEL,43,0.44155844155844154,0.823330832708177
hiba,57,NV,219,0.8584686774941995,0.9179712981082844
hiba,57,BCC,73,0.5891472868217055,0.9198910518304895
hiba,57,AK,14,0.11428571428571428,0.7586391164944781
hiba,57,BKL,18,0.28169014084507044,0.8492863140218303
hiba,57,DF,12,0.42105263157894735,0.7276674937965261
hiba,57,VASC,14,0.6666666666666666,0.819380121125757
hiba,57,SCC,22,0.2127659574468085,0.778972935461485
pad,57,MEL,7,0.6,0.87984496124031
pad,57,NV,11,0.8571428571428571,0.9563350035790981
pad,57,BCC,142,0.7265917602996255,0.8022443604717738
pad,57,AK,64,0.6122448979591837,0.8282027363184079
pad,57,BKL,7,0.35294117647058826,0.8992248062015504
pad,57,DF,0,,
pad,57,VASC,0,,
pad,57,SCC,34,0.23529411764705882,0.6633562515915458
hiba,58,MEL,46,0.49411764705882355,0.8293891029168959
hiba,58,NV,185,0.7963525835866262,0.9206291036799512
hiba,58,BCC,58,0.6017699115044248,0.8999546279491832
hiba,58,AK,13,0.13333333333333333,0.7943575049592242
hiba,58,BKL,18,0.23655913978494625,0.8189599483204135
hiba,58,DF,9,0.18181818181818182,0.6389675794774945
hiba,58,VASC,11,0.7777777777777778,0.9194509194509194
hiba,58,SCC,22,0.26666666666666666,0.8116310160427808
pad,58,MEL,13,0.43478260869565216,0.8867600800686303
pad,58,NV,21,0.6341463414634146,0.9416164933406312
pad,58,BCC,158,0.6666666666666666,0.7789148632094732
pad,58,AK,47,0.5223880597014925,0.8381620642824807
pad,58,BKL,9,0.4444444444444444,0.9104599104599105
pad,58,DF,0,,
pad,58,VASC,0,,
pad,58,SCC,34,0.17391304347826086,0.59938330170778
hiba,59,MEL,58,0.5686274509803921,0.7956483013105994
hiba,59,NV,142,0.8424908424908425,0.9315733976048806
hiba,59,BCC,64,0.6545454545454545,0.913561320754717
hiba,59,AK,12,0.22857142857142856,0.9127234490010515
hiba,59,BKL,11,0.21875,0.8773584905660377
hiba,59,DF,7,0.15384615384615385,0.7755102040816326
hiba,59,VASC,7,0.4444444444444444,0.9693877551020408
hiba,59,SCC,28,0.34615384615384615,0.8393450403417181
pad,59,MEL,6,0.36363636363636365,0.8759842519685039
pad,59,NV,10,0.7058823529411765,0.932
pad,59,BCC,163,0.6947368421052632,0.7769274555689079
pad,59,AK,46,0.4918032786885246,0.7941385615603413
pad,59,BKL,8,0.43478260869565216,0.9345238095238094
pad,59,DF,0,,
pad,59,VASC,0,,
pad,59,SCC,27,0.1935483870967742,0.665792401843904
hiba,60,MEL,45,0.5454545454545454,0.8355909694555113
hiba,60,NV,123,0.8145161290322581,0.9134827764462616
hiba,60,BCC,60,0.6181818181818182,0.9048022598870056
hiba,60,AK,6,0.2222222222222222,0.9063218390804597
hiba,60,BKL,15,0.3492063492063492,0.7990510083036774
hiba,60,DF,14,0.42105263157894735,0.7869807497467072
hiba,60,VASC,7,0.25,0.8556599110232328
hiba,60,SCC,26,0.3673469387755102,0.8210826210826211
pad,60,MEL,11,0.6666666666666666,0.9353869271224642
pad,60,NV,9,0.625,0.9171220400728597
pad,60,BCC,148,0.6988847583643123,0.7827541827541827
pad,60,AK,51,0.4915254237288136,0.7827120947388856
pad,60,BKL,4,0.3333333333333333,0.9618473895582329
pad,60,DF,0,,
pad,60,VASC,0,,
pad,60,SCC,30,0.1875,0.626831091180867
hiba,61,MEL,47,0.5434782608695652,0.8574213783165212
hiba,61,NV,110,0.6382978723404256,0.8748065764023212
hiba,61,BCC,61,0.509090909090909,0.8316386525558552
hiba,61,AK,10,0.0,0.8072916666666667
hiba,61,BKL,19,0.29545454545454547,0.8392756083757782
hiba,61,DF,12,0.3333333333333333,0.6561771561771561
hiba,61,VASC,18,0.7142857142857143,0.8591269841269841
hiba,61,SCC,21,0.2978723404255319,0.8299810899088877
pad,61,MEL,12,0.375,0.9154228855721392
pad,61,NV,13,0.72,0.9495822529530396
pad,61,BCC,163,0.6986301369863014,0.773792669498191
pad,61,AK,48,0.5396825396825397,0.8202227011494252
pad,61,BKL,8,0.5217391304347826,0.9494485294117647
pad,61,DF,0,,
pad,61,VASC,0,,
pad,61,SCC,36,0.28205128205128205,0.6895491803278688
hiba,62,MEL,50,0.4772727272727273,0.80992700729927
hiba,62,NV,126,0.6694915254237288,0.8680054513387847
hiba,62,BCC,70,0.5084745762711864,0.8474128233970754
hiba,62,AK,16,0.21052631578947367,0.7187499999999999
hiba,62,BKL,14,0.1839080459770115,0.7988479262672811
hiba,62,DF,12,0.35294117647058826,0.6677350427350427
hiba,62,VASC,10,0.46153846153846156,0.6656050955414012
hiba,62,SCC,26,0.11764705882352941,0.7323180175529169
pad,62,MEL,10,0.5,0.9696551724137932
pad,62,NV,6,0.46153846153846156,0.9382086167800454
pad,62,BCC,187,0.7433628318584071,0.815886612086508
pad,62,AK,53,0.47761194029850745,0.8225880375830723
pad,62,BKL,9,0.4827586206896552,0.9793814432989691
pad,62,DF,0,,
pad,62,VASC,0,,
pad,62,SCC,35,0.08695652173913043,0.539622641509434
hiba,63,MEL,53,0.4791666666666667,0.8187702265372169
hiba,63,NV,169,0.7888198757763976,0.902474169911396
hiba,63,BCC,71,0.5891472868217055,0.8909055708823388
hiba,63,AK,8,0.27586206896551724,0.9357344632768362
hiba,63,BKL,17,0.2777777777777778,0.7616368286445012
hiba,63,DF,13,0.25,0.7346264051135112
hiba,63,VASC,6,0.2857142857142857,0.6863295880149812
hiba,63,SCC,25,0.18867924528301888,0.8113946587537092
pad,63,MEL,9,0.4,0.8801274392672241
pad,63,NV,10,0.6086956521739131,0.9330935251798561
pad,63,BCC,173,0.7009646302250804,0.7469967328474492
pad,63,AK,52,0.5161290322580645,0.8073256192959584
pad,63,BKL,8,0.5,0.9772321428571429
pad,63,DF,0,,
pad,63,VASC,0,,
pad,63,SCC,36,0.17721518987341772,0.6033950617283951
hiba,64,MEL,57,0.43478260869565216,0.8182842427168839
hiba,64,NV,78,0.6792452830188679,0.8699075881816999
hiba,64,BCC,62,0.5686274509803921,0.850598212933515
hiba,64,AK,5,0.12903225806451613,0.7948148148148149
hiba,64,BKL,20,0.3287671232876712,0.7845098039215687
hiba,64,DF,16,0.34782608695652173,0.7883687258687259
hiba,64,VASC,11,0.7058823529411765,0.8880853994490358
hiba,64,SCC,26,0.11320754716981132,0.7210379981464319
pad,64,MEL,10,0.4,0.968561872909699
pad,64,NV,10,0.45454545454545453,0.925418060200669
pad,64,BCC,179,0.6833855799373041,0.7526214009454233
pad,64,AK,58,0.49333333333333335,0.7827311443879654
pad,64,BKL,7,0.36363636363636365,0.9049195837275307
pad,64,DF,0,,
pad,64,VASC,0,,
pad,64,SCC,45,0.2222222222222222,0.633375420875421
hiba,65,MEL,58,0.49019607843137253,0.8203424329501916
hiba,65,NV,171,0.7586206896551724,0.8690058479532163
hiba,65,BCC,52,0.5473684210526316,0.8810177917320775
hiba,65,AK,9,0.25806451612903225,0.8869106495219254
hiba,65,BKL,16,0.273972602739726,0.8340909090909091
hiba,65,DF,4,0.0,0.5409356725146199
hiba,65,VASC,12,0.6666666666666666,0.8001497005988024
hiba,65,SCC,24,0.2127659574468085,0.8215579710144928
pad,65,MEL,5,0.3333333333333333,0.9522058823529412
pad,65,NV,5,0.5454545454545454,0.988970588235294
pad,65,BCC,169,0.743421052631579,0.8017203594126671
pad,65,AK,56,0.5734265734265734,0.8345184227537169
pad,65,BKL,12,0.5333333333333333,0.9157232704402516
pad,65,DF,0,,
pad,65,VASC,0,,
