cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
hiba,7,0.15,M3,27,False,1.0,1.0,0.0,1.0,1.0,3.75,4
pad,7,0.05,B,92,False,0.873015873015873,0.8584905660377359,,0.9841269841269841,0.9811320754716981,3.5396825396825395,63
pad,7,0.05,M1,21,False,1.0,1.0,0.0,1.0,1.0,3.64,25
pad,7,0.05,M2,162,False,0.8775510204081632,0.8860759493670886,0.01020408163265306,0.9897959183673469,0.9873417721518988,3.316326530612245,98
pad,7,0.05,M3,58,False,0.984375,0.9767441860465116,0.0,1.0,1.0,3.609375,64
pad,7,0.05,M4,6,True,1.0,1.0,0.0,1.0,1.0,4.777777777777778,9
pad,7,0.05,M5,1,True,1.0,1.0,0.0,1.0,1.0,3.5,2
pad,7,0.1,B,92,False,0.8571428571428571,0.839622641509434,,0.9523809523809523,0.9528301886792453,3.111111111111111,63
pad,7,0.1,M1,21,False,0.96,0.9444444444444444,0.0,1.0,1.0,3.2,25
pad,7,0.1,M2,162,False,0.826530612244898,0.8375527426160339,0.01020408163265306,0.9897959183673469,0.9873417721518988,2.816326530612245,98
pad,7,0.1,M3,58,False,0.921875,0.8992248062015505,0.0,1.0,1.0,3.15625,64
pad,7,0.1,M4,6,True,1.0,1.0,0.0,1.0,1.0,4.444444444444445,9
pad,7,0.1,M5,1,True,1.0,1.0,0.0,1.0,1.0,3.5,2
pad,7,0.15,B,92,False,0.7936507936507936,0.7641509433962265,,0.9523809523809523,0.9528301886792453,2.6666666666666665,63
pad,7,0.15,M1,21,False,0.96,0.9444444444444444,0.0,1.0,1.0,2.88,25
pad,7,0.15,M2,162,False,0.7857142857142857,0.8040988547317661,0.01020408163265306,0.9897959183673469,0.9873417721518988,2.520408163265306,98
pad,7,0.15,M3,58,False,0.890625,0.8837209302325582,0.0,1.0,1.0,2.765625,64
pad,7,0.15,M4,6,False,0.8888888888888888,0.875,0.0,1.0,1.0,3.0,9
pad,7,0.15,M5,1,True,1.0,1.0,0.0,1.0,1.0,3.5,2
hiba,8,0.05,B,185,False,0.9868421052631579,0.9691358024691358,,1.0,1.0,5.890350877192983,228
hiba,8,0.05,M1,22,False,1.0,1.0,0.0,1.0,1.0,6.25,16
hiba,8,0.05,M2,207,False,0.9557522123893806,0.945054945054945,0.0,1.0,1.0,6.336283185840708,113
hiba,8,0.05,M3,25,False,1.0,1.0,0.0,1.0,1.0,6.714285714285714,7
hiba,8,0.1,B,185,False,0.9605263157894737,0.9156378600823044,,0.9605263157894737,0.9641975308641975,3.986842105263158,228
hiba,8,0.1,M1,22,False,1.0,1.0,0.0,1.0,1.0,5.25,16
hiba,8,0.1,M2,207,False,0.9380530973451328,0.9340659340659341,0.017699115044247787,0.9823008849557522,0.989010989010989,4.769911504424779,113
hiba,8,0.1,M3,25,False,1.0,1.0,0.0,1.0,1.0,5.142857142857143,7
hiba,8,0.15,B,185,False,0.9298245614035088,0.8789094650205761,,0.8640350877192983,0.9042181069958847,3.1359649122807016,228
hiba,8,0.15,M1,22,False,1.0,1.0,0.0,1.0,1.0,3.9375,16
