cohort,draw,alpha,scheme,miss_cert,miss_all,worst_group_miss,any_group_over,release,release_pw,set_size,coverage,any_enforced_degenerate,n_test,n_mal,n_ben
pad,0,0.25,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.25,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.3,mondrian,0.00423728813559322,0.004032258064516129,0.011904761904761904,False,0.15789473684210525,0.1111111111111111,1.9550561797752808,0.7303370786516854,False,267,248,19
pad,0,0.3,marginal,0.00423728813559322,0.004032258064516129,0.011904761904761904,False,0.15789473684210525,0.1111111111111111,1.9775280898876404,0.7265917602996255,False,267,248,19
pad,0,0.3,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.3,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
hiba,1,0.02,mondrian,0.0,0.0,0.0,False,0.0,0.0,7.736389684813753,1.0,True,349,136,213
hiba,1,0.02,marginal,0.0,0.0,0.0,False,0.0,0.0,7.243553008595988,0.997134670487106,False,349,136,213
hiba,1,0.02,softmax,0.007352941176470588,0.007352941176470588,0.009433962264150943,False,0.20187793427230047,0.1454878454878455,,,False,349,136,213
hiba,1,0.02,temp,0.022058823529411766,0.022058823529411766,0.02830188679245283,True,0.22065727699530516,0.14903192046049188,,,False,349,136,213
hiba,1,0.03,mondrian,0.0,0.0,0.0,False,0.0,0.0,7.484240687679083,1.0,True,349,136,213
hiba,1,0.03,marginal,0.0,0.0,0.0,False,0.0,0.0,6.469914040114613,0.9885386819484241,False,349,136,213
hiba,1,0.03,softmax,0.014705882352941176,0.014705882352941176,0.018867924528301886,False,0.2347417840375587,0.17035202892345752,,,False,349,136,213
hiba,1,0.03,temp,0.029411764705882353,0.029411764705882353,0.03773584905660377,True,0.3051643192488263,0.21910327767470622,,,False,349,136,213
hiba,1,0.04,mondrian,0.0,0.0,0.0,False,0.0,0.0,7.100286532951289,0.997134670487106,True,349,136,213
hiba,1,0.04,marginal,0.0,0.0,0.0,False,0.0,0.0,6.226361031518625,0.9885386819484241,False,349,136,213
hiba,1,0.04,softmax,0.029411764705882353,0.029411764705882353,0.03773584905660377,False,0.2676056338028169,0.21249655106797963,,,False,349,136,213
hiba,1,0.04,temp,0.03676470588235294,0.03676470588235294,0.05263157894736842,True,0.38028169014084506,0.3097017268445839,,,False,349,136,213
hiba,1,0.05,mondrian,0.0,0.0,0.0,False,0.0,0.0,6.286532951289399,0.9914040114613181,False,349,136,213
hiba,1,0.05,marginal,0.0,0.0,0.0,False,0.0,0.0,5.836676217765043,0.9799426934097422,False,349,136,213
hiba,1,0.05,softmax,0.051470588235294115,0.051470588235294115,0.09090909090909091,True,0.3051643192488263,0.24459778316921174,,,False,349,136,213
